N	3gram	Vygotskiy_	formyVre
1	и т п	7	32
2	с точки зрения	11	15
3	друг с другом	2	13
4	для того чтобы	17	12
5	до сих пор	6	10
6	мы уже говорили	4	9
7	и т д	6	7
8	не может быть	3	7
9	с одной стороны	6	6
10	и в этом	6	6
11	имеем в виду	2	6
12	одно и то	3	5
13	и то же	3	5
14	в том что	20	5
15	в то время	4	5
16	как если бы	3	4
17	то время как	3	4
18	как раз в	3	4
19	и во всех	2	4
20	с другой стороны	5	4
21	о которых мы	5	4
22	во всяком случае	6	4
23	все то что	13	3
24	то же самое	12	3
25	и как бы	2	3
26	о том как	3	3
27	о том что	8	3
28	вместе с тем	3	3
29	так же как	2	3
30	в точном смысле	2	3
31	и все прочие	2	3
32	с самого начала	10	3
33	что в этом	2	3
34	сами по себе	3	3
35	как мы увидим	2	3
36	и в сущности	2	3
37	все же в	2	3
38	в один из	2	2
39	и та же	3	2
40	новый смысл и	2	2
41	это значит что	2	2
42	том что они	2	2
43	что в таком	2	2
44	потому что они	2	2
45	не было бы	2	2
46	к тому что	5	2
47	все более и	4	2
48	с тем что	3	2
49	в данном случае	5	2
50	и вместе с	3	2
51	во всей ее	2	2
52	а вовсе не	2	2
53	одна и та	2	2
54	с другом и	2	2
55	и в самом	15	2
56	к тому же	2	2
57	более и более	4	2
58	в свою очередь	3	2
59	бросается в глаза	2	2
