N	2gram	Bakhtin_Fr	PoTuStor
1	может быть	10	17
2	и в	68	16
3	в этом	28	9
4	таким образом	22	9
5	прежде всего	23	9
6	и с	15	8
7	точки зрения	8	8
8	не может	5	8
9	и его	26	8
10	сказать что	3	7
11	не только	21	7
12	с его	6	7
13	и это	5	6
14	с точки	4	6
15	конечно не	4	6
16	самом деле	5	6
17	и к	4	6
18	для него	7	6
19	при этом	5	6
20	ни в	6	5
21	все эти	16	5
22	как бы	7	5
23	только для	6	5
24	нуждается в	4	5
25	еще не	3	5
26	в чем	3	5
27	отношение к	11	5
28	как мы	18	4
29	и на	16	4
30	все это	6	4
31	на самом	7	4
32	его в	7	4
33	в его	21	4
34	и ее	3	4
35	но и	17	4
36	и не	25	4
37	и все	16	4
38	но в	20	4
39	в этой	15	4
40	и наконец	5	4
41	так как	7	4
42	и их	5	4
43	все что	4	4
44	только в	9	4
45	в нем	12	4
46	хотя бы	2	4
47	с ними	4	4
48	можно сказать	2	4
49	так и	8	4
50	в один	2	4
51	мысли и	2	4
52	и даже	7	4
53	что в	14	3
54	жизни и	6	3
55	и как	5	3
56	и потому	6	3
57	а в	3	3
58	в том	12	3
59	их в	7	3
60	по сравнению	2	3
61	и вот	4	3
62	в общем	2	3
63	между ними	4	3
64	в области	5	3
65	те же	6	3
66	до сих	6	3
67	в основном	7	3
68	только на	4	3
69	и есть	5	3
70	во время	17	3
71	но оно	2	3
72	большинстве случаев	3	3
73	в большинстве	3	3
74	сравнению с	2	3
75	в этих	8	3
76	отношения к	2	3
77	с их	5	3
78	то что	11	3
79	во всех	8	3
80	мира и	4	3
81	сих пор	6	3
82	всяком случае	2	3
83	вместе с	4	3
84	в одном	7	3
85	и др	9	3
86	на этом	3	3
87	мы знаем	3	3
88	во всяком	2	3
89	том что	6	3
90	в основе	7	3
91	один из	9	2
92	никогда не	2	2
93	все остальные	3	2
94	по своему	3	2
95	мы видим	9	2
96	есть и	4	2
97	с нею	2	2
98	на них	3	2
99	в них	19	2
100	для этого	3	2
101	и вообще	3	2
102	и для	6	2
103	и этот	2	2
104	все то	2	2
105	что это	4	2
106	другими словами	4	2
107	и по	4	2
108	что и	3	2
109	не менее	2	2
110	и мы	2	2
111	было бы	4	2
112	и других	7	2
113	о том	5	2
114	то же	14	2
115	они не	4	2
116	с этим	2	2
117	как и	17	2
118	что он	7	2
119	так же	3	2
120	образов и	2	2
121	того же	4	2
122	но ведь	3	2
123	в своей	11	2
124	мы не	3	2
125	чрезвычайно характерно	2	2
126	из этих	2	2
127	но как	5	2
128	в самом	6	2
129	в начале	5	2
130	не на	2	2
131	в частности	4	2
132	связанные с	4	2
133	он не	11	2
134	у него	14	2
135	своей жизни	3	2
136	за счет	3	2
137	во всей	3	2
138	со всеми	5	2
139	и о	5	2
140	к этому	6	2
141	что на	2	2
142	его целом	3	2
143	в развитии	2	2
144	и образы	3	2
145	по всему	2	2
146	поэтому и	4	2
147	с помощью	5	2
148	и т.п	17	2
149	момент в	2	2
150	и так	5	2
151	быть может	2	2
152	в этот	2	2
153	мы уже	19	2
154	только то	2	2
155	на основе	3	2
156	с ним	3	2
157	на протяжении	7	2
158	характерно для	2	2
159	но это	5	2
