N	2gram	Bakhtin_Pr	Analitik
1	не только	26	71
2	и в	64	66
3	но и	26	57
4	в том	12	52
5	может быть	43	52
6	в этом	33	51
7	как и	25	50
8	и не	55	48
9	а не	29	42
10	том что	8	40
11	при этом	8	40
12	так и	8	35
13	то есть	3	35
14	в мире	7	31
15	не может	26	29
16	как бы	33	29
17	а в	10	28
18	в его	30	27
19	и его	21	27
20	не в	15	26
21	но не	12	26
22	в себе	11	24
23	к тому	4	22
24	и даже	5	22
25	в этой	5	22
26	что в	11	22
27	лишь в	4	21
28	о том	5	20
29	я в	2	20
30	по отношению	12	19
31	но в	14	19
32	в своей	11	19
33	то же	18	19
34	в самом	17	19
35	с его	11	19
36	в то	15	18
37	произведения в	2	18
38	в данном	2	18
39	отношению к	12	18
40	с другой	7	17
41	в целом	8	17
42	только в	13	17
43	могут быть	9	16
44	то что	21	16
45	в пределах	24	16
46	что и	7	16
47	не есть	4	15
48	в их	6	15
49	прежде всего	16	15
50	в сущности	10	15
51	в рамках	2	15
52	уже не	15	15
53	и на	16	15
54	между тем	7	15
55	данном случае	2	14
56	отличие от	4	14
57	не менее	3	14
58	того же	3	14
59	себя в	3	14
60	я и	2	14
61	в отличие	4	14
62	далеко не	7	14
63	же время	13	14
64	в себя	6	14
65	по себе	16	13
66	ничего не	8	13
67	точки зрения	31	13
68	как раз	9	13
69	этого слова	3	13
70	для него	23	13
71	он не	14	13
72	тому же	2	13
73	никогда не	11	12
74	и к	5	12
75	произведения как	2	12
76	в первой	3	12
77	еще не	10	12
78	как в	7	12
79	и сам	6	12
80	даже в	6	11
81	это не	12	11
82	во второй	2	11
83	и как	9	11
84	можно сказать	2	11
85	той же	8	11
86	в той	5	11
87	в конце	8	10
88	все же	11	10
89	в произведении	7	10
90	на себя	4	10
91	однако в	3	10
92	один из	3	10
93	было бы	8	10
94	и самого	4	10
95	особенно в	2	10
96	и одновременно	3	10
97	подобно тому	3	10
98	именно в	5	10
99	совпадает с	2	10
100	здесь не	7	10
101	отношения к	5	10
102	в своем	12	9
103	того что	3	9
104	крайней мере	2	9
105	другой стороны	6	9
106	за пределы	7	9
107	во всех	4	9
108	в результате	7	9
109	только не	2	9
110	по крайней	2	9
111	на фоне	5	9
112	автора и	7	9
113	личности в	4	9
114	тому как	3	9
115	таким образом	15	9
116	перед нами	12	8
117	не всегда	2	8
118	что он	15	8
119	и все	6	8
120	в контексте	2	8
121	этом отношении	3	8
122	хотя и	5	8
123	в основе	4	8
124	если бы	12	8
125	времени и	2	8
126	он и	8	8
127	в сторону	2	8
