N	2gram	Bakhtin_Fr	VeschiIm
1	и не	23	57
2	не только	23	48
3	то что	9	48
4	не может	9	46
5	и в	67	45
6	и есть	5	40
7	может быть	4	39
8	а не	6	37
9	потому что	8	25
10	было бы	5	24
11	в себе	3	23
12	что она	4	23
13	только в	6	23
14	сказать что	12	22
15	и что	3	22
16	как бы	18	20
17	и ее	2	19
18	что это	4	19
19	но и	23	19
20	все же	7	18
21	в этом	27	18
22	и это	5	17
23	прежде всего	19	17
24	так как	16	17
25	того что	4	16
26	таким образом	20	16
27	как раз	5	16
28	в том	16	15
29	как и	19	15
30	в ней	10	15
31	не в	8	14
32	и то	2	14
33	но это	10	14
34	том что	13	13
35	есть и	8	13
36	это и	10	13
37	не будет	2	13
38	и больше	2	13
39	и для	4	13
40	в самом	7	13
41	в себя	6	13
42	ничего не	5	12
43	что в	14	12
44	точки зрения	7	12
45	что и	8	12
46	что они	3	12
47	и как	7	12
48	то же	18	12
49	еще не	5	12
50	между собою	6	12
51	и даже	6	12
52	о том	8	12
53	если мы	3	12
54	и с	18	12
55	есть нечто	2	12
56	еще и	6	11
57	в то	17	11
58	не менее	4	11
59	что не	4	11
60	вовсе не	19	11
61	и их	6	11
62	также и	11	11
63	ни в	5	11
64	и только	2	11
65	в чем	6	10
66	с ее	7	10
67	это не	5	9
68	нисколько не	4	9
69	в своем	13	9
70	другими словами	3	9
71	бы и	2	9
72	хотя бы	2	9
73	бы в	5	9
74	в результате	5	9
75	у нас	3	9
76	на то	2	9
77	но не	6	9
78	ни с	2	9
79	говорить о	5	9
80	и его	19	9
81	с ним	6	9
82	в отношении	2	8
83	его в	10	8
84	что он	7	8
85	но в	20	8
86	в ее	2	8
87	мы не	6	8
88	себя и	2	8
89	все это	15	8
90	можно сказать	4	8
91	с другими	3	8
92	в свете	3	8
93	если бы	2	8
94	с тем	3	8
95	для него	4	8
96	с другой	3	8
97	от того	3	7
98	из них	5	7
99	самом деле	6	7
100	а в	4	7
101	все эти	12	7
102	в сущности	13	7
103	относится к	3	7
104	никак не	3	7
105	слова и	2	7
106	тем что	3	7
107	вообще не	3	7
108	никогда не	6	6
109	независимо от	3	6
110	ведь и	3	6
111	и все	18	6
112	в нем	20	6
113	между ними	4	6
114	в разных	2	6
115	и до	3	6
116	в своей	6	6
117	как мы	16	6
118	и вообще	3	6
119	в данном	4	6
120	можно было	5	6
121	дело в	5	6
122	с полной	3	6
123	их в	2	6
124	несмотря на	3	6
125	в той	2	6
126	жизни и	11	6
127	с точки	5	6
128	момент в	2	6
129	в одном	7	6
130	и если	3	5
131	да и	2	5
132	как к	2	5
133	должен быть	2	5
134	вместе с	5	5
135	как это	5	5
136	того же	6	5
137	и без	3	5
138	тогда когда	3	5
139	мы находим	5	5
140	один из	6	5
141	мы видим	6	5
142	в его	17	5
143	со всем	2	5
144	хотя и	6	5
145	для этого	2	5
146	во всех	20	5
147	мысли и	6	5
148	об этом	5	5
149	и здесь	6	5
150	кроме того	11	5
151	в жизни	4	5
152	нет и	4	5
153	подобно тому	2	5
154	что у	2	5
155	от всех	6	5
156	все что	3	5
157	тому как	2	5
158	если же	2	5
159	чем же	5	5
160	так же	13	4
161	том как	2	4
162	и притом	2	4
163	в конце	12	4
164	и у	7	4
165	в их	4	4
