N	2gram	Vygotskiy_	Tvorches
1	и в	47	56
2	как бы	13	41
3	в его	7	37
4	в то	10	30
5	то же	16	25
6	не только	36	24
7	но в	9	24
8	и его	14	23
9	и не	27	23
10	а в	3	23
11	как и	19	23
12	в этом	47	22
13	в том	38	21
14	что в	23	21
15	том что	28	19
16	он не	5	19
17	может быть	20	19
18	потому что	26	19
19	у него	2	18
20	то что	40	18
21	что он	13	17
22	все это	5	17
23	и на	4	17
24	таким образом	38	17
25	никогда не	7	16
26	прежде всего	9	16
27	как в	7	16
28	при этом	4	16
29	не может	23	16
30	но и	19	16
31	в этой	7	15
32	но это	4	15
33	и с	5	15
34	это не	6	14
35	и даже	3	14
36	о том	5	13
37	а не	7	13
38	тем самым	14	12
39	в целом	7	12
40	в котором	6	12
41	все же	7	11
42	в своей	4	11
43	для него	6	11
44	отнюдь не	2	11
45	в конце	5	10
46	не в	7	10
47	в основном	4	10
48	так и	8	10
49	уже в	3	10
50	представление о	8	10
51	но не	13	10
52	нашему мнению	2	10
53	в самом	15	10
54	когда он	2	10
55	он сам	2	10
56	только в	24	10
57	в свою	3	9
58	по природе	2	9
59	в нем	6	9
60	один из	3	9
61	а затем	2	9
62	и от	6	9
63	наряду с	2	9
64	в своих	2	9
65	даже в	2	8
66	так же	26	8
67	в себе	14	8
68	н м	2	8
69	в их	4	8
70	одной из	4	8
71	не менее	6	8
72	на его	3	8
73	так как	25	8
74	вовсе не	3	8
75	к этому	2	8
76	об этом	4	8
77	еще не	5	8
78	одним из	3	8
79	именно в	9	8
80	хотя и	4	8
81	вместе с	19	8
82	казалось бы	4	7
83	самом деле	6	7
84	в чем	5	7
85	например в	5	7
86	и он	4	7
87	что она	8	7
88	в которой	16	7
89	в этих	2	7
90	сути дела	2	7
91	его в	7	6
92	приводит к	10	6
93	ли не	3	6
94	так что	8	6
95	и все	5	6
96	все эти	7	6
97	и ее	3	6
98	одна из	2	6
99	конечном счете	2	6
100	и как	7	6
101	если бы	8	6
102	в конечном	2	6
103	в момент	4	6
104	с ним	5	6
105	ничего не	2	5
106	из всех	5	5
107	до конца	8	5
108	в одной	6	5
109	по отношению	10	5
110	но если	5	5
111	но эта	2	5
112	и других	5	5
113	том же	7	5
114	в виде	2	5
115	в своем	3	5
116	а с	3	5
117	в них	3	5
118	и это	2	5
119	что этот	6	5
120	самим собой	2	5
121	что не	2	5
122	что и	4	5
123	в ее	7	5
124	мы не	10	5
125	и по	6	5
126	что они	11	5
127	во всей	3	5
128	показывает что	6	5
129	что это	7	5
130	все время	3	5
131	с этим	5	5
132	в первой	3	5
133	мысли и	13	5
134	на деле	2	5
135	та же	2	5
136	между тем	2	5
137	отношению к	9	5
138	что у	4	5
139	с другой	7	5
140	как правило	2	5
141	из них	2	5
142	я не	3	5
143	в таком	2	5
144	но с	4	5
145	в пользу	6	5
146	перед нами	3	4
147	в плане	3	4
148	и потому	3	4
149	это и	7	4
150	только на	5	4
151	в частности	4	4
152	как это	7	4
153	отличие от	4	4
154	не знает	3	4
155	в такой	6	4
156	самого начала	13	4
157	того что	27	4
158	что все	6	4
159	к нему	5	4
160	но только	5	4
161	с большим	2	4
162	точки зрения	39	4
163	ту же	4	4
164	что на	5	4
165	могут быть	7	4
166	сих пор	6	4
167	же как	14	4
168	мы видим	10	4
169	о его	3	4
170	в основе	5	4
171	как известно	6	4
172	но эти	2	4
173	в каждом	3	4
174	у нее	5	4
175	говорит что	3	4
176	известно что	3	4
177	тем что	14	4
178	и наконец	4	4
179	и есть	4	4
180	с этой	5	4
181	такой же	4	4
182	его и	2	4
183	что его	2	4
184	не означает	4	4
185	в отличие	4	4
186	с самого	13	4
187	и более	2	4
188	не мог	2	4
189	зависит от	3	4
190	с собой	3	4
191	этот вопрос	2	4
192	в которых	3	4
193	представляет собой	23	4
194	еще в	3	4
195	с точки	31	4
196	вся история	2	4
197	по самой	6	4
198	той же	13	4
199	связана с	4	4
200	но он	3	4
201	до сих	6	4
202	в ходе	14	3
203	не есть	4	3
204	этого вопроса	3	3
205	его к	2	3
206	действия и	4	3
207	на самом	3	3
208	в процессе	12	3
209	к другим	11	3
210	в другом	3	3
211	отношение к	8	3
212	как к	4	3
213	едва ли	5	3
214	для себя	24	3
215	друг друга	9	3
216	к которому	3	3
217	в виду	5	3
218	и тем	10	3
219	в области	5	3
220	в любви	2	3
221	самой своей	5	3
222	но что	2	3
223	от ее	3	3
224	мы знаем	5	3
225	же самая	2	3
226	мы находим	3	3
227	не по	7	3
228	в свете	9	3
229	более того	2	3
230	только с	2	3
231	к тому	13	3
232	гораздо более	4	3
233	к самому	2	3
234	в ней	5	3
235	одного из	2	3
236	другой стороны	3	3
237	что оно	9	3
238	развития в	5	3
239	по этому	4	3
240	точно так	3	3
241	совсем не	2	3
242	должны быть	5	3
243	что с	7	3
244	и до	3	3
245	там где	7	3
246	никто не	2	3
247	в первом	6	3
248	можно сказать	9	3
249	заключается в	14	3
250	как мы	24	3
251	вот почему	3	3
252	сказать что	18	3
253	если в	6	3
254	то в	4	3
255	его с	3	3
256	время в	3	3
257	из этих	6	3
258	в начале	6	3
259	это в	2	3
260	и тогда	3	3
261	действительности в	3	3
262	к ней	2	3
263	с ее	2	3
264	отличается от	6	3
265	в этот	3	3
266	только что	7	3
267	во второй	5	3
268	лишь в	3	3
269	не является	4	3
270	как по	5	3
271	ее в	11	3
272	для того	24	3
273	и их	7	3
274	у нас	3	3
275	со всеми	2	3
276	не с	3	3
277	на этот	2	3
278	нет и	4	3
279	с другим	3	3
280	в себя	4	3
281	что для	3	3
282	и к	11	3
283	а по	4	3
284	но на	3	3
285	на этом	4	3
286	к осознанию	2	3
287	психологического анализа	4	3
288	по себе	5	3
289	как она	6	3
290	несмотря на	2	3
291	в направлении	6	3
292	и что	14	3
293	во всяком	2	3
294	и особенно	2	3
295	или в	2	3
296	и только	7	3
297	нельзя не	2	3
298	тому же	2	3
299	в одном	4	3
300	самому себе	2	2
301	данном случае	5	2
302	все более	2	2
303	в отношении	9	2
304	и притом	4	2
305	в первую	3	2
306	что ему	3	2
307	видим в	3	2
308	о человеке	2	2
309	не могут	9	2
310	но мы	5	2
311	но как	3	2
312	о чем	8	2
313	нас и	2	2
314	включает в	2	2
315	но даже	2	2
316	нам о	2	2
317	в силу	21	2
318	по своей	12	2
319	нас на	2	2
320	является в	7	2
321	сравнительно с	2	2
322	есть не	3	2
323	жизнь его	2	2
324	ведь это	2	2
325	сказывается в	2	2
326	свою очередь	3	2
327	начинается с	2	2
328	в современной	2	2
329	точку зрения	4	2
330	связано с	4	2
331	и против	2	2
332	образом в	5	2
333	с тем	8	2
334	этот факт	4	2
335	может и	3	2
336	тому что	14	2
337	она не	7	2
338	на том	2	2
339	того же	7	2
340	была бы	3	2
341	точка зрения	2	2
342	что можно	2	2
343	и без	2	2
344	ответ на	3	2
345	он с	2	2
346	от мысли	5	2
347	между собой	15	2
348	в известном	2	2
349	что же	3	2
350	нуждается в	5	2
351	и отношений	4	2
352	того чтобы	26	2
353	одним словом	2	2
354	числе и	2	2
355	по выражению	2	2
356	было бы	12	2
357	представляют собой	2	2
358	связи с	4	2
359	одновременно и	3	2
360	первую очередь	3	2
361	в сущности	16	2
362	в качестве	9	2
363	во время	2	2
364	заключает в	2	2
365	в двух	2	2
366	на этих	2	2
367	значение в	3	2
368	рядом с	2	2
369	входят в	2	2
370	в действительности	3	2
371	и того	3	2
372	к анализу	4	2
373	здесь мы	2	2
374	содержит в	4	2
375	по поводу	3	2
376	себя но	2	2
377	отношений между	11	2
378	и вообще	3	2
379	мышления и	16	2
380	не могли	5	2
381	имеет в	4	2
382	что если	2	2
383	на ней	2	2
384	известном смысле	2	2
385	в данном	7	2
386	с другими	5	2
387	в нашей	4	2
388	будущее в	2	2
389	в раннем	3	2
390	во всех	9	2
391	при таком	2	2
392	о своем	2	2
393	по мере	10	2
394	тем не	4	2
395	но этот	2	2
396	переход от	5	2
397	в мысли	7	2
398	даже если	2	2
399	у одного	2	2
400	что как	2	2
401	должен был	2	2
402	в речи	6	2
403	этой области	2	2
404	чем у	3	2
405	в результате	3	2
406	и о	4	2
407	отношении к	4	2
408	наконец в	3	2
409	с одной	7	2
410	которого не	2	2
411	в сферу	3	2
412	действительности но	2	2
413	от одной	4	2
414	не имеет	6	2
415	и является	5	2
416	ни в	3	2
417	столь же	2	2
418	и здесь	5	2
419	их в	2	2
420	все что	7	2
421	означает в	2	2
422	представляется нам	3	2
423	в сфере	8	2
424	входит в	3	2
425	ключ к	3	2
426	к его	3	2
427	но для	2	2
428	всякий раз	3	2
429	на первом	2	2
430	не из	2	2
431	мог бы	6	2
432	ко всему	2	2
433	внимание на	4	2
434	которой он	2	2
435	с их	2	2
436	только как	2	2
437	из этого	4	2
438	уже говорили	2	2
439	своей собственной	2	2
440	том числе	2	2
441	и делает	2	2
442	как на	8	2
443	в высшей	3	2
444	если же	2	2
445	о которой	2	2
446	как раз	6	2
447	мы уже	5	2
448	это отношение	3	2
449	по самому	2	2
450	ясно что	4	2
