N	2gram	Bakhtin_Pr	Otkroven
1	у него	5	22
2	у достоевского	30	19
3	и в	83	19
4	но и	16	13
5	и не	41	13
6	в этом	24	12
7	не только	14	11
8	человека в	6	11
9	не в	10	11
10	из подполья	6	11
11	а не	19	11
12	может быть	23	11
13	и все	14	10
14	человека и	10	10
15	в нем	21	10
16	никогда не	10	9
17	к человеку	2	9
18	в самой	2	9
19	потому что	9	9
20	не было	5	9
21	прежде всего	20	9
22	и он	5	8
23	ивана карамазова	4	7
24	в его	15	7
25	до конца	3	7
26	нет ничего	3	7
27	от него	3	7
28	он не	5	7
29	но он	3	7
30	как и	13	6
31	все это	11	6
32	для достоевского	5	5
33	а в	4	5
34	в том	22	5
35	в творчестве	8	5
36	достоевского и	8	5
37	в самом	7	5
38	то что	14	5
39	в этой	3	5
40	отношение к	14	5
41	и его	13	4
42	что в	5	4
43	он сам	5	4
44	в романах	5	4
45	достоевского не	3	4
46	и мысли	4	4
47	все эти	9	4
48	на земле	14	4
49	человек и	2	4
50	человеческих отношений	2	4
51	не может	18	4
52	в преступлении	4	4
53	все в	3	4
54	достоевского все	3	4
55	с его	4	4
56	в себе	10	3
57	и от	4	3
58	о том	3	3
59	романах достоевского	7	3
60	записки из	2	3
61	это не	10	3
62	к нему	3	3
63	не могут	4	3
64	что он	6	3
65	достоевский был	5	3
66	было бы	6	3
67	достоевского в	12	3
68	и наказании	4	3
69	еще не	10	3
70	в этих	8	3
71	в своих	4	3
72	когда он	2	3
73	и ее	8	3
74	в бесах	3	3
75	как бы	27	3
76	хотя бы	6	3
77	нем нет	3	3
78	могут быть	5	3
79	это было	3	3
80	с ним	3	3
81	мысли и	2	3
82	преступлении и	4	3
83	и то	2	2
84	сказать что	12	2
85	и на	27	2
86	что достоевский	2	2
87	героев достоевского	5	2
88	уже в	3	2
89	достоевского с	4	2
90	творчество достоевского	5	2
91	и для	5	2
92	что все	3	2
93	человека к	3	2
94	не могли	2	2
95	ничего не	8	2
96	и с	10	2
97	любовь к	4	2
98	что и	4	2
99	и никогда	2	2
100	ее в	4	2
101	и потому	6	2
102	в ее	3	2
103	произведений достоевского	8	2
104	в других	2	2
105	в своем	2	2
106	и этим	3	2
107	тем что	2	2
108	но в	12	2
109	том что	9	2
110	к этой	3	2
111	все же	3	2
112	ко всем	2	2
113	жизни в	4	2
114	в своей	5	2
115	он в	2	2
116	ума и	2	2
117	ведь это	2	2
118	так как	12	2
119	по себе	3	2
120	что они	2	2
121	в истории	4	2
122	своей жизни	3	2
123	даже и	3	2
124	к достоевскому	4	2
125	должно быть	4	2
126	и о	3	2
127	к этому	5	2
128	все еще	3	2
129	и к	13	2
130	так и	9	2
131	достоевского но	4	2
132	романов достоевского	3	2
133	в которой	2	2
134	которую он	3	2
135	личности и	2	2
136	к ней	3	2
137	хотя и	10	2
138	и любовь	2	2
139	и из	3	2
140	выше всего	2	2
141	ни у	3	2
142	и душа	2	2
143	чем в	2	2
144	его в	4	2
