N	2gram	Bakhtin_Fr	RusskieA
1	и в	73	79
2	в том	13	64
3	том что	8	59
4	что в	14	57
5	не только	11	41
6	во время	12	38
7	так как	9	34
8	в этом	21	33
9	и другие	3	33
10	как бы	15	31
11	но и	15	31
12	в других	2	30
13	как и	19	28
14	может быть	5	28
15	и на	12	28
16	одна из	7	24
17	о том	13	23
18	при этом	5	22
19	это не	7	20
20	как мы	19	20
21	а в	10	20
22	из них	6	19
23	все это	19	18
24	с тем	2	17
25	потому что	9	17
26	то что	12	17
27	об этом	2	17
28	таким образом	34	17
29	вместе с	9	17
30	мы не	2	16
31	во многих	2	16
32	один из	5	15
33	у нас	4	14
34	мы видели	7	14
35	для нас	2	14
36	в них	14	14
37	как это	2	14
38	и не	13	14
39	и с	17	14
40	и что	5	14
41	в другие	2	14
42	так что	2	13
43	и по	4	13
44	к этому	5	13
45	не может	4	13
46	еще не	3	13
47	как в	9	13
48	уже не	2	13
49	в которых	3	13
50	в землю	5	13
51	в виде	2	12
52	между собой	2	12
53	мы имеем	2	12
54	тем что	8	12
55	а на	4	11
56	но это	3	11
57	мы увидим	4	11
58	не имеет	4	11
59	далеко не	2	11
60	его в	3	10
61	и других	3	10
62	так и	13	10
63	по существу	8	10
64	так например	2	10
65	между тем	2	10
66	все же	2	10
67	что и	6	10
68	а также	8	10
69	в течение	2	10
70	или в	5	10
71	о чем	2	9
72	но в	12	9
73	к жизни	4	9
74	и все	19	9
75	что они	2	9
76	того как	7	9
77	то же	16	9
78	на части	5	9
79	на голову	2	9
80	земли и	7	9
81	так же	11	8
82	того что	5	8
83	одно из	2	8
84	в данном	3	8
85	того чтобы	2	8
86	их в	5	8
87	же в	2	8
88	связи с	5	8
89	представление о	3	8
90	что это	9	8
91	во всех	13	8
92	в этих	6	8
93	что по	2	8
94	в своем	13	7
95	ничего не	4	7
96	начиная с	3	7
97	в свете	3	7
98	не в	12	7
99	в руках	4	7
100	к нему	7	7
101	по этому	4	7
102	на них	3	7
103	было бы	5	7
104	до конца	5	7
105	для этого	2	7
106	в это	3	7
107	и как	5	7
108	еще в	4	7
109	в эти	2	7
110	не совсем	2	7
111	только в	7	7
112	связанные с	4	7
113	а не	2	7
114	с собой	2	6
115	в этой	18	6
116	не будем	2	6
117	и их	5	6
118	и у	7	6
119	на этом	6	6
120	в их	5	6
121	только на	2	6
122	к тому	2	6
123	в нем	18	6
124	в году	12	6
125	с ними	4	6
126	все эти	24	6
127	связаны с	7	6
128	в качестве	11	6
129	в одном	5	6
130	и о	2	6
131	на земле	5	6
132	но они	3	6
133	после того	6	6
134	на самом	2	5
135	и потому	6	5
136	к себе	3	5
137	что он	8	5
138	прежде всего	18	5
139	и др	12	5
140	в разных	2	5
141	в свою	3	5
142	с этим	4	5
143	в то	14	5
144	в связи	3	5
145	не было	4	5
146	например в	8	5
147	тот же	3	5
148	в его	18	5
149	можно было	4	5
150	в особенности	5	5
151	в целях	2	5
152	и для	8	5
153	с другой	3	5
154	и к	6	5
155	или даже	2	5
156	с ним	6	5
157	мы уже	25	5
158	в таких	2	4
159	в доме	2	4
160	которые в	2	4
161	и ее	2	4
162	в глаза	2	4
163	не был	2	4
164	но есть	3	4
