N	3gram	Vygotskiy_	formyVre
1	и т п	5	32
2	с точки зрения	5	15
3	друг с другом	6	13
4	для того чтобы	41	12
5	не только в	5	11
6	до сих пор	9	10
7	одного и того	2	9
8	и того же	2	9
9	в этом отношении	3	7
10	и т д	6	7
11	в отличие от	3	7
12	не может быть	4	7
13	с одной стороны	15	6
14	во всех этих	2	6
15	друг от друга	2	6
16	и в этом	2	6
17	одно и то	3	5
18	и то же	4	5
19	в том что	30	5
20	на первый план	2	5
21	в то время	4	5
22	той или иной	2	5
23	в нем нет	3	4
24	то время как	4	4
25	может быть и	2	4
26	в этом случае	2	4
27	как раз в	2	4
28	не для того	4	4
29	с другой стороны	8	4
30	о которых мы	2	4
31	по отношению к	2	4
32	равно как и	2	4
33	все то что	6	3
34	и в частности	2	3
35	то же самое	8	3
36	и как бы	4	3
37	друг к другу	5	3
38	в зависимости от	7	3
39	о том что	15	3
40	вместе с тем	4	3
41	так же как	3	3
42	с самого начала	5	3
43	что в этом	6	3
44	сами по себе	2	3
45	по сравнению с	4	3
46	и та же	3	2
47	но он не	2	2
48	потому что они	3	2
49	к тому что	8	2
50	можно сказать что	3	2
51	жизни но и	2	2
52	с тем что	3	2
53	дело в том	2	2
54	в данном случае	3	2
55	рядом с этим	2	2
56	одна и та	2	2
57	в искусстве и	3	2
58	и в самом	3	2
