N	3gram	Losev_Prob	FransuaR
1	в то же	10	55
2	до сих пор	4	27
3	в том что	17	27
4	с точки зрения	9	20
5	для того чтобы	4	17
6	о том что	8	17
7	как мы видели	2	16
8	в связи с	9	16
9	но и в	2	15
10	то есть в	5	15
11	и прежде всего	3	14
12	на самом деле	5	13
13	не может быть	5	13
14	дело в том	4	13
15	с одной стороны	2	13
16	с другой стороны	11	12
17	и в то	2	12
18	можно сказать что	2	11
19	в отличие от	2	11
20	той или иной	16	10
21	в конце концов	4	10
22	на самом же	7	10
23	в той или	7	10
24	в данном случае	12	10
25	как и в	2	10
26	не только в	2	10
27	самом же деле	7	10
28	так и в	2	9
29	более или менее	2	8
30	в чем же	2	7
31	в настоящее время	4	7
32	на первый план	3	7
33	можно было бы	6	7
34	и в других	2	7
35	в значительной мере	2	7
36	подобно тому как	2	7
37	о том как	4	7
38	в то время	6	7
39	как мы сказали	2	6
40	даже и в	3	6
41	имеем в виду	4	6
42	во всяком случае	8	5
43	то же самое	17	5
44	это и есть	3	5
45	и вовсе не	6	5
46	и в частности	4	5
47	по сравнению с	3	5
48	только то что	4	5
49	потому что он	6	5
50	может быть и	3	4
51	то есть с	2	4
52	как раз и	5	4
53	и все они	3	4
54	здесь не в	3	4
55	что и в	3	4
56	это уже не	2	4
57	мы находим в	2	4
58	вовсе не в	2	4
59	литературы и искусства	2	4
60	но даже и	7	4
61	так же как	3	4
62	здесь перед нами	2	4
63	это вовсе не	5	4
64	и то что	8	4
65	бы то ни	5	3
66	содержит в себе	13	3
67	в этом смысле	5	3
68	ни к какому	2	3
69	не только не	5	3
70	заключается в том	5	3
71	именно потому что	3	3
72	есть не что	6	3
73	что иное как	6	3
74	и как бы	2	3
75	дело здесь не	3	3
76	тех или иных	7	3
77	они вовсе не	2	3
78	ровно ничего не	2	3
79	не что иное	6	3
80	и не в	2	3
81	имеется в виду	6	3
82	вовсе не является	4	3
83	в себе и	2	3
84	и в этом	6	3
85	друг от друга	3	3
86	в себе в	2	3
87	вовсе еще не	2	2
88	сам по себе	10	2
89	ни о каком	2	2
90	и не было	2	2
91	ничего общего с	2	2
92	в нашем смысле	8	2
93	как мы говорили	2	2
94	в таких случаях	2	2
95	мы не знаем	2	2
96	потому что они	2	2
97	и есть то	2	2
98	и в его	3	2
99	никак не может	3	2
100	в этом случае	8	2
101	вовсе не являются	3	2
102	но также и	2	2
103	в том или	2	2
104	то есть чисто	2	2
105	то ни было	4	2
106	мы не можем	2	2
107	же как и	4	2
108	том что он	2	2
109	дело вовсе не	2	2
110	узком смысле слова	2	2
111	мы не будем	3	2
112	и может быть	2	2
113	и только в	3	2
114	и с точки	2	2
115	в другом случае	2	2
116	том или ином	3	2
117	только в пределах	2	2
