N	2gram	Voloshinov	Narrotol
1	не только	28	62
2	и не	14	50
3	при этом	9	47
4	но и	16	45
5	а не	7	38
6	в качестве	4	35
7	в частности	3	31
8	может быть	13	30
9	и в	42	30
10	в том	3	29
11	том что	3	28
12	в этом	10	28
13	а в	5	27
14	представляет собой	2	25
15	только в	7	25
16	как и	12	24
17	не в	6	23
18	то что	9	23
19	то есть	5	22
20	не может	13	20
21	в себе	10	17
22	так и	7	17
23	в его	6	16
24	но в	5	15
25	можно сказать	4	15
26	к тому	4	15
27	и т.п	25	15
28	в жизни	2	14
29	и его	7	14
30	в своей	2	13
31	то же	16	13
32	времени и	2	13
33	о том	4	13
34	уже не	4	13
35	перед нами	3	12
36	все же	9	12
37	прежде всего	22	12
38	как в	3	12
39	как бы	30	12
40	тем самым	8	11
41	по отношению	2	11
42	и тем	7	11
43	об этом	3	11
44	в нем	6	11
45	в этой	6	11
46	если бы	4	11
47	отношению к	2	11
48	в мире	2	11
49	хотя и	3	11
50	никогда не	7	10
51	в то	9	10
52	и т.д	21	10
53	ничего не	8	10
54	как это	5	10
55	один из	4	10
56	точки зрения	11	10
57	того что	4	10
58	не является	5	10
59	и все	4	10
60	но не	2	10
61	жизни и	3	10
62	тому же	2	10
63	между тем	3	10
64	с его	8	10
65	еще не	3	9
66	что он	2	9
67	отнюдь не	10	9
68	той или	4	9
69	для него	3	9
70	потому что	7	9
71	с ним	2	9
72	или иной	6	8
73	о чем	2	8
74	самом деле	5	8
75	но при	3	8
76	того чтобы	7	8
77	мы имеем	2	8
78	и он	2	8
79	этом отношении	2	8
80	у нас	4	8
81	и для	3	8
82	в самом	5	8
83	и к	4	8
84	в той	5	8
85	же время	7	8
86	он не	2	8
87	не мог	3	8
88	в свою	6	7
89	это не	3	7
90	в конце	6	7
91	в ней	8	7
92	в целом	4	7
93	в ее	3	7
94	также и	2	7
95	в котором	3	7
96	и на	7	7
97	или в	2	7
98	в форме	6	7
99	в сознании	5	6
100	ответ на	3	6
101	однако в	2	6
102	между двумя	2	6
103	что и	3	6
104	сказать что	3	6
105	из этих	2	6
106	здесь не	2	6
107	на него	4	6
108	что у	3	6
109	в нашем	5	6
110	слова в	6	6
111	таким образом	8	6
112	в слове	4	6
113	на самом	3	5
114	не всегда	2	5
115	точку зрения	6	5
116	к нему	2	5
117	высказывания в	3	5
118	место в	2	5
119	точка зрения	4	5
120	между собой	2	5
121	было бы	7	5
122	мы не	9	5
123	свою очередь	4	5
124	и здесь	3	5
125	да и	4	5
126	и то	5	5
127	и от	7	5
128	что это	4	5
129	так сказать	4	5
130	в начале	3	5
131	бы и	2	5
132	себя в	4	5
133	и даже	3	5
134	для того	9	5
135	вследствие этого	3	5
136	и вследствие	2	5
137	в пределах	2	5
138	в какой	2	5
139	их в	3	5
140	в своих	2	5
141	о них	2	5
142	но для	3	5
143	если не	3	5
144	из них	3	5
145	в одном	4	5
146	не было	2	5
147	и уже	3	5
148	и сам	2	5
149	бытия в	2	4
150	ситуации и	10	4
151	роль в	3	4
152	а на	2	4
153	в виду	3	4
154	в области	6	4
155	только на	3	4
156	друг друга	2	4
157	по своему	3	4
158	в душе	2	4
159	тому что	5	4
160	не будет	3	4
161	представить себе	3	4
162	о своей	4	4
163	и когда	2	4
164	как мы	10	4
165	в основе	3	4
166	хотя бы	18	4
167	к этому	2	4
168	и как	10	4
169	человека в	2	4
170	не с	3	4
171	ли не	2	4
172	внутренней речи	18	4
173	зависит от	2	4
174	и с	5	4
175	не существует	4	4
176	для нас	3	4
177	несмотря на	3	4
178	по своей	2	4
179	или даже	2	4
180	не к	4	4
181	вместе с	5	4
182	еще и	2	3
183	до конца	2	3
184	и потому	2	3
185	так же	4	3
186	но как	2	3
187	каждый из	2	3
188	должен быть	2	3
189	к чему	2	3
190	за ними	2	3
191	связано с	2	3
192	и вот	3	3
193	его не	2	3
194	не знает	3	3
195	а с	5	3
196	здесь мы	3	3
197	одной из	2	3
198	как уже	2	3
199	в него	2	3
200	и это	8	3
201	своей жизни	5	3
202	между ними	3	3
203	а к	3	3
204	говорить и	2	3
205	все эти	3	3
206	той же	7	3
207	связи с	3	3
208	и тогда	2	3
209	в связи	2	3
210	заключает в	4	3
211	или иного	5	3
212	в зависимости	7	3
213	все время	5	3
214	того или	5	3
215	ни слова	2	3
216	но это	2	3
217	можно было	4	3
218	в первой	2	3
219	о своем	3	3
220	на одном	2	3
221	жизни мы	2	3
222	в которой	7	3
223	его внутренней	4	3
224	зависимости от	7	3
225	во второй	3	3
226	лишь в	4	3
227	бы не	2	3
228	от их	2	3
229	в этих	2	3
230	всех его	2	3
231	сих пор	2	3
232	не должен	2	3
233	на этот	2	3
234	что мы	11	3
235	с точки	5	3
236	что было	3	3
237	не просто	4	3
238	что именно	4	3
239	же самое	5	3
240	нам в	3	3
241	тем же	4	3
242	в каком	2	2
243	очевидно что	2	2
244	т.п и	3	2
245	которое может	3	2
246	в которых	2	2
247	в будущем	3	2
248	другого человека	2	2
249	своего героя	2	2
250	за столом	2	2
251	художественного высказывания	2	2
252	следует искать	2	2
253	слов в	4	2
254	от лица	2	2
255	в их	2	2
256	высказывания как	3	2
257	говорящего и	6	2
258	к своему	4	2
259	зрения как	3	2
260	первобытного человека	2	2
261	с появлением	4	2
262	только потому	2	2
263	сознания не	3	2
264	он говорит	2	2
265	слово это	2	2
266	те же	5	2
267	в реальной	2	2
268	быть может	3	2
269	жизни это	3	2
270	в процессе	6	2
271	что же	8	2
272	для них	2	2
273	ли он	2	2
274	мертвых душ	3	2
275	было в	4	2
276	вовсе не	2	2
277	у себя	2	2
278	к миру	2	2
279	одно и	6	2
280	и вообще	2	2
281	все то	2	2
282	слово не	4	2
283	но все	5	2
284	должно быть	2	2
285	на это	4	2
286	бы в	6	2
287	в данной	4	2
288	мы можем	7	2
289	целый ряд	3	2
290	на первый	2	2
291	слова и	5	2
292	все это	4	2
293	тем что	2	2
294	та же	3	2
295	не есть	2	2
296	и наконец	5	2
297	что иное	2	2
298	его и	3	2
299	себе и	2	2
300	во всех	6	2
301	отношение к	2	2
302	и является	5	2
303	точек зрения	5	2
304	которое не	2	2
305	первый взгляд	2	2
306	зрения на	3	2
307	чего же	2	2
308	к которому	2	2
309	из которых	3	2
310	иное как	2	2
311	еще более	2	2
312	с собой	2	2
313	таким же	2	2
314	как только	4	2
315	мы будем	6	2
316	с помощью	6	2
317	ясно что	2	2
