N	2gram	Vygotskiy_	Marksizm
1	точки зрения	19	69
2	может быть	33	64
3	и в	65	63
4	и не	20	55
5	как бы	29	53
6	не может	17	47
7	с точки	11	46
8	и его	8	41
9	в этом	37	39
10	таким образом	21	38
11	как мы	12	32
12	не только	16	29
13	в нем	8	28
14	то же	17	28
15	но и	6	27
16	самом деле	33	25
17	связи с	2	25
18	прежде всего	2	24
19	как и	12	24
20	в самом	41	24
21	так и	3	23
22	только в	9	23
23	в том	46	22
24	то что	61	22
25	а не	11	22
26	при этом	10	20
27	так сказать	6	20
28	для него	4	20
29	если мы	19	20
30	том что	28	19
31	не в	12	19
32	в его	11	19
33	если бы	22	19
34	но в	5	18
35	в ее	9	18
36	и для	4	18
37	вовсе не	11	18
38	все же	10	17
39	в сущности	16	17
40	в то	5	16
41	и как	10	16
42	слова и	3	16
43	что он	23	15
44	во всех	4	15
45	отнюдь не	2	15
46	в данном	5	14
47	хотя бы	3	14
48	ничего не	4	13
49	так же	12	13
50	мы не	7	13
51	того чтобы	21	13
52	было бы	22	13
53	в своей	6	13
54	не является	2	13
55	и здесь	9	13
56	что в	36	13
57	в результате	3	12
58	а в	9	12
59	того же	4	12
60	в основе	5	12
61	для того	18	12
62	он не	11	12
63	между тем	10	12
64	на самом	3	11
65	слова как	3	11
66	как в	8	11
67	и все	14	11
68	к нему	2	11
69	и на	7	11
70	в ней	23	11
71	сих пор	6	11
72	все эти	7	11
73	так как	13	11
74	еще не	3	11
75	и что	29	11
76	мы уже	12	11
77	до сих	7	11
78	никогда не	9	10
79	его в	5	10
80	самого начала	10	10
81	здесь мы	6	10
82	с самого	10	10
83	здесь в	4	10
84	во всяком	6	10
85	с его	2	10
86	сказать что	14	10
87	одна из	6	10
88	к этому	5	10
89	в своем	8	10
90	совершенно не	8	10
91	с другой	8	10
92	именно в	3	10
93	конечно не	6	10
94	в таком	6	10
95	и следовательно	2	9
96	в себе	9	9
97	одного и	2	9
98	это не	7	9
99	только на	3	9
100	мы видели	7	9
101	и это	13	9
102	к тому	18	9
103	в истории	3	9
104	что это	19	9
105	и эта	3	9
106	не имеет	8	9
107	как если	3	9
108	и более	4	9
109	ни в	6	9
110	же самое	14	9
111	в каком	8	8
112	перед нами	12	8
113	и ее	4	8
114	или же	2	8
115	в их	3	8
116	смысле этого	5	8
117	мы знаем	3	8
118	с этим	11	8
119	тому что	10	8
120	что не	5	8
121	не будет	2	8
122	что и	7	8
123	этого слова	5	8
124	другой стороны	5	8
125	мысли и	2	8
126	и даже	4	8
127	мы можем	12	8
128	кроме того	2	8
129	и их	2	8
130	у нас	4	8
131	на то	25	8
132	в свою	6	8
133	и с	4	8
134	но что	3	8
135	столь же	5	8
136	не было	4	8
137	у него	6	8
138	ясно что	11	8
139	до конца	5	7
140	от него	2	7
141	свою очередь	3	7
142	того что	9	7
143	по себе	5	7
144	те же	2	7
145	место в	6	7
146	и те	2	7
147	там где	7	7
148	в качестве	2	7
149	в этой	20	7
150	конечно в	3	7
151	бы в	3	7
152	и формы	2	7
153	в этих	3	7
154	и значение	4	7
155	следует что	2	7
156	далеко не	3	7
157	о том	17	7
158	в котором	7	7
159	той же	6	7
160	как раз	14	7
161	мы должны	3	6
162	не имеют	4	6
163	она может	4	6
164	то есть	30	6
165	в другом	6	6
166	для нашей	3	6
167	слово в	2	6
168	от своего	2	6
169	в точном	2	6
170	одной стороны	6	6
171	что же	3	6
172	в какой	8	6
173	все это	12	6
174	с ее	5	6
175	должна быть	5	6
176	тот же	5	6
177	и между	4	6
178	из этих	6	6
179	же в	2	6
180	точном смысле	3	6
181	из одного	3	6
182	с одной	7	6
183	уже не	2	6
184	этот вопрос	5	6
185	всяком случае	6	6
186	в той	8	6
187	ничего общего	3	6
188	не к	5	6
189	как же	2	5
190	но как	3	5
191	в конце	5	5
192	то мы	2	5
193	в виду	6	5
194	и тем	4	5
195	из него	4	5
196	и вот	6	5
197	от этого	4	5
198	или в	6	5
199	дело идет	2	5
200	был бы	4	5
201	в первом	3	5
202	в двух	11	5
203	все время	36	5
204	тем более	2	5
205	ее в	7	5
