N	2gram	Losev_Prob	FransuaR
1	и в	64	367
2	то есть	61	209
3	в этом	30	112
4	и не	63	101
5	таким образом	9	100
6	и его	3	99
7	в его	12	98
8	прежде всего	17	92
9	не только	37	87
10	мы уже	8	85
11	но и	23	84
12	как бы	18	82
13	все эти	15	79
14	вовсе не	60	77
15	как и	7	76
16	в нем	14	75
17	но в	19	75
18	и др	2	72
19	и на	11	72
20	в том	19	71
21	как мы	10	71
22	то же	10	66
23	и все	9	66
24	так и	17	65
25	в этой	14	65
26	в них	8	65
27	в сущности	2	64
28	и с	12	64
29	в то	7	63
30	все это	11	62
31	во всех	9	62
32	что в	21	52
33	в своем	7	51
34	только в	19	48
35	так как	16	46
36	и до	3	46
37	том что	26	45
38	здесь в	4	41
39	то что	72	41
40	в самом	10	38
41	точки зрения	5	37
42	с его	3	36
43	может быть	29	35
44	мы видим	2	35
45	он был	2	35
46	о том	25	35
47	сказать что	33	34
48	и даже	19	34
49	в себе	16	34
50	в конце	13	32
51	он не	5	32
52	для него	2	32
53	в своей	8	31
54	в литературе	4	31
55	так же	12	30
56	никогда не	8	30
57	и потому	3	30
58	той же	2	30
59	один из	7	30
60	потому что	24	30
61	но он	3	30
62	в этих	7	29
63	не может	18	29
64	еще не	18	29
65	его в	9	29
66	не в	6	29
67	при этом	8	29
68	связи с	8	29
69	что он	11	29
70	из них	3	28
71	в основе	4	28
72	всех этих	11	28
73	в той	2	28
74	также и	22	28
75	и к	2	28
76	роль в	2	27
77	сих пор	6	27
78	по своему	14	27
79	до сих	6	27
80	и их	4	27
81	том числе	2	27
82	все же	7	27
83	кроме того	7	26
84	все они	2	26
85	в условиях	2	26
86	на самом	9	25
87	в области	8	25
88	но это	11	25
89	того чтобы	10	24
90	в ее	3	24
91	и от	3	24
92	в частности	5	24
93	например в	2	24
94	но не	13	24
95	как в	5	24
96	он и	8	24
97	и для	10	23
98	это не	7	23
99	в их	7	23
100	с ним	4	23
101	еще и	9	23
102	и здесь	8	23
103	есть и	4	23
104	к нему	5	23
105	и о	11	22
106	и во	4	22
107	даже в	2	22
108	а в	7	22
109	что и	2	22
110	поэтому и	2	22
111	тем что	10	22
112	вместе с	4	22
113	не было	7	22
114	именно в	5	21
115	в своих	3	21
116	в качестве	3	21
117	что это	4	21
118	в отношении	7	21
119	и наконец	3	21
120	ни в	13	21
121	одним из	2	21
122	есть в	9	21
123	и как	10	21
124	уже в	6	21
125	а также	6	20
126	как раз	20	20
127	этом отношении	2	20
128	в виду	10	20
129	в значительной	2	20
130	с точки	3	20
131	самом деле	10	20
132	и это	13	20
133	в связи	7	20
134	того же	3	19
135	в дальнейшем	5	19
136	их в	6	19
137	хотя и	8	19
138	в эту	2	19
139	было бы	16	19
140	за пределы	6	19
141	далеко не	9	19
142	с другой	8	19
143	мы находим	2	18
144	это в	3	18
145	со всеми	2	18
146	здесь не	9	18
147	перед нами	7	18
148	одна из	4	18
149	в плане	2	17
150	числе и	2	17
151	для того	10	17
152	но все	5	17
153	того что	18	17
154	можно было	8	17
155	в результате	6	17
156	на его	2	17
157	конечно не	3	17
158	а не	21	17
159	между тем	3	16
160	нужно сказать	3	16
161	тот же	4	16
162	ничего не	20	16
163	в другом	2	16
164	дело в	3	16
165	с одной	4	16
166	одно из	2	15
167	в истории	6	15
168	никто не	2	15
169	и вообще	13	15
170	мысли и	2	15
171	мы еще	3	15
172	еще в	2	15
173	в нашем	3	15
