N	2gram	Tiupa_Anal	slovoVRo
1	и в	30	92
2	в романе	2	89
3	и т	3	82
4	т п	3	72
5	то есть	19	64
6	в нем	3	59
7	может быть	33	59
8	и его	9	59
9	и не	33	51
10	не только	30	44
11	не может	26	41
12	но и	29	39
13	в этом	31	36
14	а не	25	34
15	во всех	5	32
16	так и	16	30
17	точки зрения	10	30
18	могут быть	12	29
19	языка и	2	29
20	в пределах	11	29
21	в его	15	27
22	все это	2	25
23	как бы	15	24
24	то же	12	23
25	и на	10	22
26	не в	17	21
27	в сущности	10	21
28	как в	3	21
29	вовсе не	4	21
30	в то	10	20
31	в процессе	2	20
32	прежде всего	8	19
33	как мы	3	19
34	или иной	8	18
35	как и	23	18
36	себя в	8	18
37	же время	7	18
38	с ним	6	18
39	все же	4	17
40	все эти	3	17
41	в основе	6	17
42	и даже	10	17
43	таким образом	5	17
44	к своему	2	16
45	отличие от	8	16
46	при этом	20	16
47	но в	11	16
48	той или	8	15
49	и с	2	15
50	со своим	4	15
51	в той	8	15
52	с точки	6	15
53	человек и	2	15
54	в отличие	8	14
55	только в	8	14
56	это не	7	13
57	с его	3	13
58	чужих слов	2	13
59	и для	3	13
60	с другой	7	13
61	на фоне	5	13
62	никогда не	4	12
63	в отношении	2	12
64	и потому	2	12
65	отношение к	2	12
66	а в	11	12
67	или в	2	12
68	и наконец	2	12
69	еще не	5	12
70	и к	5	12
71	один из	4	11
72	на его	4	11
73	с ними	2	11
74	одной стороны	6	11
75	в этих	3	11
76	с одной	7	11
77	для него	5	11
78	все они	2	10
79	в своем	2	10
80	и их	2	10
81	в том	36	10
82	и все	5	10
83	в себе	17	10
84	с другими	4	10
85	всех этих	2	10
86	лишь в	12	10
87	далеко не	6	10
88	уже не	6	10
89	может не	2	10
90	его в	2	9
91	одним из	3	9
92	или менее	2	9
93	более того	4	9
94	к нему	4	9
95	более или	2	9
96	здесь в	2	9
97	в их	8	9
98	в своей	7	9
99	этом случае	4	9
100	сказать что	2	9
101	так как	3	9
