N	2gram	Tiupa_Anal	Narrotol
1	не только	40	62
2	и не	14	50
3	при этом	19	47
4	но и	26	45
5	а не	16	38
6	в качестве	22	35
7	в частности	19	31
8	может быть	19	30
9	и в	36	30
10	в том	16	29
11	своего рода	17	28
12	том что	19	28
13	тогда как	37	28
14	в этом	19	28
15	а в	17	27
16	такого рода	11	26
17	состоит в	14	25
18	представляет собой	7	25
19	только в	9	25
20	в данном	12	24
21	как и	27	24
22	не в	9	23
23	то что	5	23
24	то есть	15	22
25	в тексте	16	22
26	не может	3	20
27	данном случае	11	17
28	в себе	7	17
29	так и	19	17
30	а также	5	17
31	со стороны	12	16
32	в его	12	16
33	но в	8	15
34	можно сказать	5	15
35	иначе говоря	5	15
36	к тому	10	15
37	и т.п	7	15
38	картина мира	5	14
39	в жизни	2	14
40	и его	18	14
41	в своем	7	13
42	в своей	12	13
43	то же	7	13
44	у него	2	13
45	о том	9	13
46	уже не	9	13
47	перед нами	7	12
48	картины мира	5	12
49	все же	6	12
50	прежде всего	7	12
51	как в	9	12
52	как бы	14	12
53	сводится к	5	12
54	тем самым	8	11
55	по отношению	9	11
56	и тем	3	11
57	отличие от	5	11
58	об этом	3	11
59	в нем	3	11
60	в этой	10	11
61	если бы	2	11
62	жизни в	4	11
63	отношению к	9	11
64	в отличие	5	11
65	в мире	17	11
66	хотя и	4	11
67	никогда не	7	10
68	всего лишь	13	10
69	в то	8	10
70	и т.д	3	10
71	ничего не	3	10
72	как это	7	10
73	один из	6	10
74	точки зрения	3	10
75	того что	4	10
76	как правило	6	10
77	не является	5	10
78	и все	3	10
79	но не	13	10
80	коммуникативного события	14	10
81	жизни и	2	10
82	тому же	7	10
83	между тем	8	10
84	с его	15	10
85	в соответствии	5	9
86	еще не	7	9
87	что он	5	9
88	коммуникативное событие	2	9
89	что в	15	9
90	отнюдь не	7	9
91	в рамках	10	9
92	тем не	3	9
93	той или	6	9
94	для него	8	9
95	далеко не	8	9
96	столь же	7	9
97	я в	15	9
98	истории в	2	9
99	с ним	2	9
100	как раз	8	9
101	или иной	9	8
102	о чем	5	8
103	самом деле	2	8
104	не менее	9	8
105	одна из	6	8
106	мы имеем	5	8
107	и он	4	8
108	этом отношении	3	8
109	в литературе	3	8
110	и для	4	8
111	в самом	7	8
112	и к	7	8
113	соответствии с	3	8
114	внимание на	4	8
115	в той	3	8
116	же время	7	8
117	в таком	2	8
118	он не	9	8
119	не мог	4	8
120	в свою	9	7
121	это не	4	7
122	встречи с	2	7
123	при всей	2	7
124	в конце	6	7
125	едва ли	6	7
126	в принципе	3	7
127	в чем	2	7
128	в ней	2	7
129	одного из	4	7
130	на себя	5	7
131	в целом	8	7
132	в ее	5	7
133	человеческого я	5	7
134	имеет место	3	7
135	же в	5	7
136	в силу	2	7
137	в глазах	6	7
138	в финале	7	7
139	из наиболее	3	7
140	с другой	10	7
141	пока еще	3	7
142	и на	5	7
143	или в	4	7
144	в форме	2	7
145	одной стороны	3	6
146	вплоть до	5	6
147	в состав	2	6
148	они не	2	6
149	во втором	4	6
150	ответ на	3	6
151	не могла	2	6
152	однако в	6	6
153	в известном	2	6
154	что и	10	6
155	например в	2	6
156	главного героя	2	6
157	сказать что	2	6
158	известном смысле	2	6
159	то в	4	6
160	из этих	4	6
161	здесь не	8	6
162	однако и	3	6
163	в результате	6	6
164	уже говорилось	3	6
165	героя и	7	6
166	как у	3	6
167	с одной	3	6
168	что у	3	6
169	в нашем	4	6
170	слова в	2	6
171	в конечном	5	6
172	к его	2	6
173	все что	2	6
174	присутствия в	5	6
175	в случае	6	6
176	таким образом	4	6
177	в слове	5	6
178	имеем дело	4	6
179	от его	2	5
180	в другом	3	5
181	не всегда	4	5
182	дело с	3	5
183	о котором	2	5
184	а для	3	5
185	картине мира	2	5
186	может служить	2	5
187	место в	4	5
188	мира и	2	5
189	являет собой	3	5
190	человеческой жизни	2	5
191	не столько	4	5
192	было бы	6	5
193	мы не	4	5
194	свою очередь	7	5
195	я не	3	5
196	и здесь	4	5
197	себе самому	2	5
198	да и	3	5
199	и то	2	5
200	по поводу	5	5
201	и от	3	5
202	читателя в	3	5
203	с ними	2	5
204	так сказать	2	5
205	в начале	10	5
