N	2gram	Vygotskiy_	Psycholo
1	то что	27	193
2	и в	38	190
3	в том	59	163
4	что в	31	123
5	потому что	14	114
6	том что	44	113
7	и что	15	108
8	может быть	25	107
9	таким образом	36	102
10	в этом	35	100
11	все время	6	86
12	в самом	8	82
13	как бы	17	80
14	для того	14	78
15	того чтобы	15	78
16	что он	13	76
17	не только	16	75
18	на то	7	73
19	и не	16	73
20	что она	7	71
21	самом деле	4	70
22	точки зрения	27	69
23	не может	11	68
24	если мы	12	66
25	так как	19	63
26	так же	26	63
27	было бы	15	56
28	если бы	12	55
29	совершенно ясно	3	54
30	и мы	2	54
31	то же	18	54
32	о том	6	54
33	при этом	13	52
34	как и	20	51
35	что и	14	50
36	а не	7	50
37	что это	8	49
38	заключается в	22	46
39	только в	16	46
40	в сущности	3	46
41	сказать что	10	46
42	по себе	11	46
43	к тому	8	45
44	не в	10	45
45	в этой	7	43
46	ясно что	4	43
47	никогда не	11	42
48	и все	5	42
49	вместе с	18	41
50	с и	2	40
51	как это	16	40
52	но и	9	40
53	при помощи	3	39
54	того что	17	39
55	же самое	9	38
56	и это	7	37
57	мы видим	13	37
58	и как	11	36
59	с тем	18	35
60	вовсе не	5	34
61	и его	5	34
62	как на	2	34
63	что все	2	33
64	когда он	5	33
65	все же	11	33
66	тому что	3	33
67	все это	8	32
68	в себе	9	32
69	же точно	4	32
70	в ней	3	31
71	мы не	14	31
72	в его	22	31
73	он не	6	31
74	для нас	6	31
75	мы увидим	4	30
76	как в	14	30
77	с одной	8	29
78	и для	4	29
79	с точки	11	29
80	одной стороны	8	29
81	в нем	4	29
82	что мы	18	28
83	и когда	3	28
84	что они	23	28
85	увидим что	5	28
86	и то	9	28
87	мы можем	13	28
88	в основе	32	27
89	с другой	11	27
90	в своих	3	27
91	а в	7	27
92	на деле	6	27
93	и на	9	27
94	так что	3	26
95	и здесь	5	25
96	только что	5	25
97	до конца	2	24
98	с таким	4	24
99	в целом	22	24
100	указывает на	3	24
101	и совершенно	2	24
102	до сих	3	24
103	тем что	12	24
104	в своем	9	23
105	сих пор	3	23
106	для этого	3	23
107	целый ряд	4	23
108	что если	3	23
109	могут быть	9	23
110	что оно	8	23
111	один из	8	23
112	и даже	4	22
113	как она	4	22
114	что у	3	22
115	когда мы	2	22
116	с этим	6	22
117	между тем	10	22
118	из них	5	22
119	всякий раз	2	22
120	в своей	9	21
121	как мы	14	21
122	но только	3	21
123	том чтобы	2	21
124	ни в	12	21
125	в котором	3	21
126	в которых	3	21
127	что эта	2	21
128	той же	8	21
129	и только	4	21
130	все эти	9	20
131	в то	5	20
132	тот же	10	20
133	это не	5	20
134	дело с	3	20
135	там где	4	20
136	мы имеем	6	20
137	другой стороны	5	20
138	на этом	3	20
139	мы должны	15	19
140	в какой	5	19
141	у него	3	19
142	в одном	4	19
143	что при	3	19
144	мы уже	8	19
145	в каком	3	18
146	перед нами	15	18
147	видим что	2	18
148	но в	4	18
149	был бы	2	18
150	что с	8	18
151	но не	7	18
152	в которой	4	18
153	с этой	6	18
154	вслед за	4	18
155	можно было	10	18
156	зависимости от	7	18
157	в виду	4	17
158	одна из	2	17
159	иначе говоря	2	17
160	только не	2	17
161	во всяком	10	17
162	полагает что	2	17
163	из этих	5	17
164	но это	7	17
165	время как	5	17
166	так и	11	16
167	самого начала	6	16
168	та же	3	16
169	не имеет	3	16
170	тому как	2	16
171	и к	9	16
172	от того	8	16
173	и тем	8	16
174	из которых	6	16
175	очень легко	2	16
176	же как	10	16
177	к этому	5	16
178	формы и	3	16
179	с самого	6	16
180	совершенно прав	2	16
181	в таком	4	16
182	и потому	2	15
183	мы знаем	10	15
184	могли бы	16	15
185	в зависимости	6	15
186	как говорит	7	15
187	еще не	6	15
188	не могут	5	15
189	далеко не	2	15
190	которых мы	2	15
191	что именно	3	15
192	только на	2	15
193	в частности	4	15
194	в них	3	15
195	во всех	3	15
196	в результате	6	15
197	для него	6	15
198	не можем	4	15
199	о котором	2	15
200	не просто	3	15
201	что на	2	14
202	с той	3	14
203	факт что	7	14
204	заключает в	3	14
205	хотя бы	2	14
206	столь же	7	14
207	главным образом	3	14
208	по существу	4	14
209	с ним	4	14
210	само по	3	14
211	прежде всего	6	14
212	одной и	6	14
213	в области	9	14
214	того как	5	14
215	показывает что	9	14
216	и той	7	14
217	бы в	5	14
218	этом отношении	9	14
219	такой же	4	14
220	к которым	8	14
221	в жизни	3	14
222	те же	6	14
223	всяком случае	10	14
224	то время	5	14
225	или в	4	14
226	в совершенно	5	14
227	должен был	2	13
228	как он	8	13
229	а с	4	13
230	могло бы	4	13
231	речь идет	4	13
232	не могли	3	13
233	указывает что	3	13
234	именно в	6	13
235	этот вопрос	5	13
236	отнюдь не	6	13
237	едва ли	6	13
238	говорит он	8	13
239	в той	2	13
240	но если	2	12
241	идет о	2	12
242	состоит в	4	12
243	того же	12	12
244	действия и	2	12
245	что этот	2	12
246	в нашей	4	12
247	в этих	4	12
248	их в	6	12
249	сам по	2	12
250	может служить	2	12
251	в свою	4	12
252	тот факт	7	12
253	не менее	8	12
254	этой точки	4	12
255	тогда когда	10	12
256	в основу	5	12
257	и может	4	12
258	например в	2	12
259	что эти	4	12
260	что по	2	12
261	об этом	2	12
262	и другое	7	12
263	в конечном	2	12
264	и с	5	12
265	и поэтому	4	11
266	бы мы	2	11
267	были бы	3	11
268	оба эти	5	11
269	отличие от	8	11
270	и заключается	2	11
271	не будет	2	11
272	этого слова	13	11
273	по сравнению	6	11
274	понятно что	3	11
275	мы никогда	3	11
276	сравнению с	4	11
277	мы могли	14	11
278	и других	4	11
279	его в	8	11
280	на все	2	11
281	мы видели	8	11
282	бы сказать	5	11
283	с его	3	11
284	на этот	5	11
285	уже в	10	11
286	с но	3	11
287	в тех	2	10
288	в другом	3	10
289	здесь мы	4	10
290	тому чтобы	2	10
291	представить себе	3	10
292	отличается от	5	10
293	не является	13	10
294	и их	4	10
295	во всем	7	10
296	но как	4	10
297	и у	7	10
298	в их	12	10
299	с теми	2	10
300	и между	4	10
301	должно быть	3	10
302	сами по	4	10
303	ее в	2	10
304	и от	5	10
305	мы в	3	10
306	тому же	6	10
307	вопрос о	2	9
308	тем самым	6	9
309	в силу	9	9
310	которое мы	2	9
311	на основании	11	9
312	который не	3	9
313	именно это	3	9
314	ту же	2	9
315	на его	5	9
316	том случае	2	9
317	то как	2	9
318	и по	5	9
319	внимание на	4	9
320	на него	2	9
321	но все	4	9
322	и другой	4	9
323	не есть	5	9
324	роль в	5	9
325	во внимание	2	9
326	мы говорили	5	9
327	мы будем	4	9
328	заставляет нас	2	9
329	в действительности	3	9
330	в виде	4	9
331	но что	3	9
332	в чем	2	9
333	по своему	14	9
334	в него	4	9
335	с в	2	9
336	по этому	6	9
337	точно так	4	9
338	можно сказать	2	9
339	образом что	6	9
340	которые не	5	9
341	с ее	5	9
342	в отличие	8	9
343	в процессе	33	8
344	всех остальных	2	8
345	смысле этого	10	8
346	из всех	2	8
347	из того	4	8
348	при анализе	2	8
349	и другими	2	8
350	такое же	2	8
351	этому поводу	4	8
352	и во	4	8
353	одно и	7	8
354	в такой	3	8
355	и эта	4	8
356	и тот	6	8
357	наряду с	3	8
358	себе и	2	8
359	и более	4	8
360	формы в	3	8
361	которую мы	5	8
362	имеет дело	2	8
363	тем же	8	8
364	в собственном	12	8
365	бы и	2	8
366	о нем	2	8
367	с другом	10	8
368	место в	3	8
369	это значит	6	8
370	во время	3	8
371	больше чем	2	8
372	со всей	5	8
373	друг с	10	8
374	и значение	2	8
375	ни на	3	8
376	целым рядом	3	8
377	этом смысле	7	8
378	самое важное	3	8
379	различие между	2	7
380	приходит к	7	7
381	не как	3	7
382	что здесь	2	7
383	и эти	2	7
384	свою очередь	3	7
385	видит в	2	7
386	даны в	3	7
387	одно из	2	7
388	от этого	6	7
389	они не	4	7
390	только при	2	7
391	если это	2	7
392	здесь в	2	7
393	связи с	14	7
394	того или	2	7
395	лежит в	3	7
396	нас в	4	7
397	которые мы	3	7
398	нашего исследования	2	7
399	с психологической	2	7
400	все что	4	7
401	представляет собой	6	7
402	же в	3	7
403	в нашем	2	7
404	а как	2	7
405	в глаза	2	7
406	и при	3	7
407	и те	3	7
408	на другой	2	7
409	когда в	3	7
410	в качестве	25	7
411	имеет место	4	7
412	случае если	2	7
413	и которая	3	7
414	как они	5	7
415	со всеми	9	7
416	в течение	2	7
417	на которых	3	7
418	на том	3	7
419	слова в	8	7
420	с которым	2	7
421	совпадает с	7	7
422	к жизни	2	7
423	в каждом	2	7
424	в отношении	14	6
425	в плане	2	6
426	показывают что	6	6
427	к этим	2	6
428	нисколько не	3	6
429	то мы	2	6
430	что вся	2	6
431	того и	2	6
432	на две	2	6
433	слова и	8	6
434	тем не	6	6
435	иное как	2	6
436	что как	3	6
437	что иное	2	6
438	в себя	3	6
439	остановиться на	3	6
440	иначе как	2	6
441	от всех	2	6
442	оно не	3	6
443	или менее	5	6
444	только после	2	6
445	один и	6	6
446	не дает	2	6
447	даже в	5	6
448	совпадают с	5	6
449	которые в	5	6
450	не что	2	6
451	каждый из	2	6
452	имеет в	2	6
453	ничем не	2	6
454	эти три	2	6
455	и вместе	2	6
456	от других	2	6
457	смысле слова	5	6
458	и другого	2	6
459	это противоречие	2	6
460	очень часто	4	6
461	или иного	2	6
462	показал что	5	6
463	то и	5	6
464	независимо от	5	6
465	значит что	6	6
466	что следовательно	2	6
467	всех этих	2	6
468	к ней	2	6
469	из нее	2	6
470	в первый	2	6
471	как если	2	6
472	и которые	5	6
473	одного и	5	6
474	нами в	4	6
475	обратимся к	4	6
476	мы узнаем	2	6
477	бы что	4	6
478	более или	3	6
479	основу этого	2	6
480	уже не	3	6
481	приводит к	5	6
482	это мы	3	6
483	одного из	3	5
484	еще и	2	5
485	все более	2	5
486	к одному	10	5
487	в область	2	5
488	видим в	2	5
489	не имеют	2	5
490	человека и	6	5
491	это означает	3	5
492	с достаточной	2	5
493	нас к	2	5
494	все равно	4	5
495	между ними	6	5
496	том же	3	5
497	у них	3	5
498	в один	4	5
499	но так	2	5
500	в других	2	5
501	связь с	4	5
502	между собой	15	5
503	в известном	6	5
504	а затем	4	5
505	будем иметь	3	5
506	реакции на	2	5
507	если в	3	5
508	то в	3	5
509	так мы	2	5
510	и часто	2	5
511	и является	2	5
512	совершенно другим	2	5
513	все они	2	5
514	же самую	2	5
515	когда они	2	5
516	но они	4	5
517	указывают на	4	5
518	не мог	4	5
519	видели что	4	5
520	том виде	4	5
521	для объяснения	2	5
522	в другой	2	5
523	им в	3	5
524	слов и	5	5
525	том смысле	3	5
526	мы условно	2	5
527	сходство с	4	5
528	тем и	5	5
529	чем в	4	5
530	его к	6	5
531	внутреннее противоречие	2	5
532	этой области	2	5
533	к которому	6	5
534	нас не	2	5
535	тем как	4	5
536	это утверждение	2	5
537	который мы	2	5
538	мы находим	3	5
539	можно ли	2	5
540	по выражению	5	5
541	указать на	2	5
542	во всей	3	5
543	хотя и	2	5
544	конечно в	2	5
545	силу того	2	5
546	на одном	2	5
547	в последнее	4	5
548	все другие	2	5
549	задачи и	5	5
550	и сам	4	5
551	а другой	3	5
552	оно может	2	5
553	в смысле	9	5
554	в эту	3	5
555	которых он	2	5
556	однако не	3	5
557	так чтобы	2	5
558	с мы	5	5
559	и тогда	2	5
560	быть не	2	5
561	собственном смысле	12	5
562	высшей степени	11	4
563	материал и	2	4
564	к другим	2	4
565	когда оно	2	4
566	к выводу	2	4
