N	2gram	Ircho_Kome	Freidism
1	и не	19	34
2	таким образом	13	34
3	точки зрения	7	31
4	не может	3	30
5	может быть	16	28
6	и в	40	28
7	в этом	9	28
8	прежде всего	8	26
9	в его	8	25
10	и его	17	22
11	мы можем	6	20
12	как бы	3	19
13	как мы	5	18
14	то что	8	17
15	вовсе не	3	16
16	так как	6	15
17	так и	17	14
18	в своей	3	14
19	во всех	4	13
20	и все	4	13
21	но в	6	13
22	как и	12	13
23	по отношению	5	13
24	том что	19	12
25	то же	7	12
26	что он	11	12
27	мы видели	2	12
28	ни в	9	12
29	в самом	5	12
30	все это	7	12
31	его в	6	11
32	отношению к	5	11
33	мы знаем	5	11
34	только в	6	11
35	и с	8	10
36	за пределы	2	10
37	не только	12	10
38	но и	14	10
39	не в	8	10
40	он не	5	10
41	в том	19	10
42	все что	3	10
43	один из	9	10
44	что же	2	10
45	тот же	5	10
46	могут быть	3	9
47	к этому	8	9
48	к нему	5	9
49	в чем	3	9
50	и на	9	9
51	мы не	4	9
52	во всяком	4	9
53	с его	4	9
54	все же	7	8
55	с этим	5	8
56	было бы	8	8
57	по мнению	2	8
58	и вот	4	8
59	еще не	7	8
60	а в	9	8
61	в ней	2	8
62	на этом	3	8
63	всяком случае	4	8
64	при этом	5	8
65	до конца	3	7
66	в то	14	7
67	в себе	3	7
68	что в	12	7
69	и ее	5	7
70	хотя бы	2	7
71	и для	4	7
72	отношение к	3	7
73	роль в	2	7
74	не является	2	7
75	на протяжении	14	7
76	и у	3	7
77	но не	3	7
78	с самого	3	7
79	об этом	2	7
80	связь с	2	7
81	в нем	8	7
82	и к	2	7
83	из них	16	7
84	жизни и	4	7
85	в этой	9	7
86	для этого	2	6
87	из этих	5	6
88	не менее	6	6
89	для того	3	6
90	и о	3	6
91	к тому	15	6
92	чем же	2	6
93	в свою	2	6
94	зрения на	2	6
95	большинстве случаев	2	6
96	совсем не	2	6
97	здесь в	4	6
98	как раз	4	6
99	и что	2	6
100	же время	5	6
101	во время	11	6
102	по поводу	7	5
103	что это	5	5
104	ничего не	4	5
105	со стороны	3	5
106	тех же	4	5
107	что она	3	5
108	с их	4	5
109	в которой	9	5
110	и по	6	5
111	от того	3	5
112	во второй	4	5
113	в этих	5	5
114	на основании	7	5
115	как это	7	5
116	самого начала	2	5
117	что и	10	5
118	ее в	2	5
119	тому что	4	5
120	в общем	2	5
121	в более	4	5
122	в своих	2	5
123	в большинстве	2	5
124	это не	2	5
125	той же	3	5
126	отнюдь не	2	5
127	того чтобы	4	5
128	в ее	2	5
129	с ними	2	5
130	говорить о	3	5
131	в период	5	5
132	в себя	3	5
133	вместе с	8	5
134	человека в	2	4
135	одна из	4	4
136	на которые	3	4
137	все время	2	4
138	так же	4	4
139	но это	2	4
140	в развитии	2	4
141	в области	3	4
142	связанных с	2	4
143	с ее	2	4
144	в другом	5	4
145	тем не	3	4
146	на него	4	4
147	этом отношении	3	4
148	если бы	4	4
149	в виду	2	4
150	не всегда	2	4
151	этой области	2	4
152	только на	2	4
153	и за	3	4
154	у него	6	4
155	как в	8	4
156	к ней	2	4
157	в своем	6	4
158	по своему	5	4
159	едва ли	16	4
160	в котором	6	4
161	связанные с	2	4
162	потому что	8	4
163	именно в	5	4
164	главным образом	4	4
165	полагают что	2	4
166	мы находим	2	4
167	по себе	2	4
168	в целом	6	4
169	нет и	2	4
170	то ни	4	4
171	в истории	10	4
172	и от	2	3
173	и притом	2	3
174	в сознании	4	3
175	независимо от	5	3
176	нуждается в	2	3
177	в результате	5	3
178	и даже	5	3
179	тем же	2	3
180	и как	3	3
181	и таким	2	3
182	на все	3	3
183	он был	4	3
184	одним из	3	3
185	у нас	3	3
186	такой же	2	3
187	на две	3	3
188	как на	2	3
189	чаще всего	3	3
190	сих пор	3	3
191	в какой	2	3
192	и очень	2	3
193	и следовательно	2	3
194	к человеку	2	3
195	на этот	5	3
196	из наиболее	2	3
197	сказать о	2	3
198	в г	28	3
199	о том	12	3
200	это уже	2	3
201	если это	2	3
202	того же	4	3
203	жизни так	2	3
204	к его	3	3
205	на себя	5	3
206	ответ на	2	3
207	для всех	5	3
208	в одном	10	3
209	в них	7	3
210	уже в	9	3
211	себя в	2	3
212	на это	3	3
213	для них	2	3
214	которой он	2	3
215	находится в	2	3
216	ведь мы	2	3
217	и сам	5	3
218	в нашем	2	3
219	до сих	3	3
220	между тем	9	3
221	бы то	4	3
222	да и	5	2
223	на всю	3	2
224	в отношении	6	2
225	вопрос о	5	2
226	о которых	6	2
227	а также	5	2
228	всего этого	2	2
229	которую можно	2	2
230	из того	2	2
231	к этим	3	2
232	ли это	2	2
233	его с	2	2
234	были в	2	2
235	для своего	2	2
236	в состоянии	3	2
237	и поэтому	2	2
238	бы в	3	2
239	такого рода	6	2
240	это было	5	2
241	также в	3	2
242	в отличие	3	2
243	в конце	7	2
244	для себя	2	2
245	как по	2	2
246	друг друга	2	2
247	из всего	2	2
248	в следующем	4	2
249	а на	2	2
250	конце концов	4	2
251	и тем	2	2
252	в их	6	2
253	в поле	4	2
254	ни было	4	2
255	и другие	3	2
256	можно сделать	3	2
257	в течение	5	2
258	в оно	2	2
259	меньшей мере	2	2
260	по всему	3	2
261	отличие от	4	2
262	нас в	3	2
263	с одной	5	2
264	образом в	2	2
265	ст в	2	2
266	в мире	3	2
267	или вовсе	3	2
268	цитаты из	2	2
269	от этого	2	2
270	в эту	2	2
271	относится к	2	2
272	даже самых	2	2
273	материал для	2	2
274	с другой	7	2
275	правда в	3	2
276	или может	2	2
277	еще более	2	2
278	только при	3	2
279	даже если	3	2
280	отказаться от	2	2
281	но все	4	2
282	одной стороны	5	2
283	которые он	3	2
284	этом смысле	2	2
285	по меньшей	2	2
286	из которых	5	2
287	и их	3	2
288	которых мы	2	2
289	мог бы	3	2
290	ко всему	2	2
291	но если	4	2
292	и теперь	3	2
293	же как	3	2
294	из этого	2	2
295	и уже	2	2
296	и во	4	2
297	ничуть не	3	2
298	первого и	2	2
299	три года	2	2
300	в качестве	8	2
301	у других	4	2
302	не следует	2	2
303	в первом	2	2
304	же самое	2	2
305	не к	2	2
306	мира в	5	2
307	этому времени	3	2
308	будто бы	2	2
309	ясно что	9	2
310	художественный образ	2	2
