N	3gram	Voloshinov	Freidism
1	с точки зрения	31	15
2	не может быть	23	14
3	по отношению к	9	11
4	в самом деле	13	10
5	в том что	9	9
6	во всяком случае	4	8
7	как мы видели	4	8
8	и прежде всего	4	7
9	в то же	7	6
10	в высшей степени	5	6
11	может быть и	8	6
12	то же время	7	6
13	в большинстве случаев	7	5
14	– все это	2	5
15	можно сказать что	4	5
16	как мы уже	3	5
17	с самого начала	9	5
18	мы можем сказать	2	5
19	в таком случае	5	4
20	тем не менее	3	4
21	на первый план	2	4
22	в этом отношении	4	4
23	не могут быть	3	4
24	в зависимости от	2	4
25	на самом деле	5	4
26	в ее целом	3	4
27	в свою очередь	5	4
28	мы уже знаем	2	3
29	и той же	2	3
30	на этот вопрос	3	3
31	бы то ни	11	3
32	но в то	6	3
33	и тот же	3	3
34	о том что	2	3
35	в собственном смысле	2	3
36	в следующей главе	3	3
37	так и в	2	3
38	отнюдь не является	5	3
39	один и тот	3	3
40	для того чтобы	7	3
41	и не может	11	3
42	до сих пор	10	3
43	одной и той	2	3
44	если бы он	3	3
45	нет и не	2	3
46	быть и речи	4	3
47	теперь мы должны	2	3
48	то ни было	11	2
49	объективной точки зрения	5	2
50	то же самое	8	2
51	с объективной точки	3	2
52	и его формы	3	2
53	том что он	3	2
54	к тому что	4	2
55	ни в какой	2	2
56	а следовательно и	2	2
57	во всех областях	2	2
58	пр и пр	5	2
59	мы полагаем что	2	2
60	в отличие от	7	2
61	в конце концов	3	2
62	с одной стороны	2	2
63	на самом же	5	2
64	в какой степени	2	2
65	самом же деле	5	2
66	в чем же	2	2
67	в этом смысле	2	2
68	– это и	2	2
69	и пр и	5	2
70	в узком смысле	4	2
71	в его целом	2	2
72	это и есть	2	2
73	обратное влияние на	2	2
