N	2gram	Losev_Prob	Vvedenie
1	и т	2	45
2	в том	25	38
3	в этом	31	35
4	и в	48	35
5	том что	29	30
6	может быть	11	30
7	не только	28	26
8	для того	4	23
9	того чтобы	3	22
10	таким образом	20	21
11	также и	21	20
12	не может	6	19
13	то что	26	19
14	потому что	21	18
15	о том	17	16
16	только в	21	16
17	так как	10	15
18	и не	29	13
19	что в	12	13
20	в самом	7	13
21	в нем	8	13
22	в их	4	12
23	того что	8	12
24	xix в	4	12
25	точки зрения	17	12
26	в его	19	12
27	этом смысле	4	11
28	в данном	6	11
29	то же	6	11
30	по себе	5	11
31	в ее	6	11
32	как мы	5	11
33	ясно что	11	11
34	вопрос о	2	10
35	не в	16	10
36	прежде всего	15	10
37	но в	17	10
38	в той	5	10
39	уже и	4	10
40	между тем	2	10
41	из этих	2	9
42	тем не	8	9
43	и как	10	9
44	все же	12	9
45	но не	12	9
46	не менее	8	9
47	это не	8	8
48	можно было	4	8
49	о котором	4	8
50	с другой	8	8
51	а только	5	8
52	именно в	11	8
53	в качестве	9	8
54	и то	6	7
55	самом деле	3	7
56	сих пор	3	7
57	как и	10	7
58	как бы	10	7
59	в большей	2	7
60	смысле слова	12	7
61	но и	21	7
62	было бы	12	7
63	до сих	3	7
64	сказать что	13	6
65	его в	9	6
66	не могут	3	6
67	том чтобы	3	6
68	хотя бы	11	6
69	иное как	3	6
70	об этом	11	6
71	и даже	24	6
72	н э	18	6
73	тем что	2	6
74	как он	2	6
75	а именно	12	6
76	до н	5	6
77	мере в	4	6
78	в какой	5	6
79	с тем	7	6
80	и это	3	6
81	а в	8	6
82	уже не	12	6
83	могут быть	2	6
84	в то	6	6
85	один из	2	6
86	и что	9	6
87	и его	11	6
88	все это	8	6
89	вовсе не	18	6
90	вместе с	15	6
91	данном случае	5	5
92	дело в	4	5
93	науки и	2	5
94	не что	3	5
95	в виду	3	5
96	и тем	4	5
97	а как	2	5
98	с этой	4	5
99	что он	12	5
100	так что	18	5
101	что иное	3	5
102	что не	3	5
103	по своему	3	5
104	одно из	2	5
105	смотреть на	2	5
106	от этого	4	5
107	как это	5	5
108	не есть	3	5
109	другой стороны	8	5
110	в них	5	5
111	уже в	4	5
112	всяком случае	6	5
113	внимание на	4	5
114	что и	8	5
115	не просто	12	5
116	а не	7	5
117	хотя и	10	5
118	во всяком	7	5
119	да и	5	4
120	еще и	6	4
121	должен был	2	4
122	в результате	11	4
123	мы имеем	3	4
124	о чем	2	4
125	одной стороны	5	4
126	и ее	2	4
127	в области	3	4
128	по отношению	2	4
129	в каждом	2	4
130	только что	2	4
131	должен быть	2	4
132	этом отношении	4	4
133	как о	6	4
134	еще не	4	4
135	по крайней	8	4
136	отношению к	2	4
137	в чем	3	4
138	с одной	5	4
139	к тому	7	4
140	одной из	5	4
141	но все	6	4
142	и для	11	4
143	не имеет	3	4
144	так или	3	4
145	в котором	5	4
146	в виде	25	4
147	не вполне	2	4
148	даже и	11	4
149	тогда когда	4	4
150	в одном	6	4
151	из них	4	4
152	здесь нет	4	4
153	или иначе	3	4
154	видит в	3	4
155	в себе	7	4
156	действительность в	2	4
157	с точки	13	4
158	крайней мере	8	4
159	в своей	29	4
160	как раз	7	4
161	можно сказать	10	4
162	однако не	2	4
163	никогда не	7	3
164	до конца	4	3
165	смысле как	2	3
166	в отношении	8	3
167	и вообще	11	3
168	что это	4	3
169	только по	2	3
170	или иной	4	3
171	до нас	7	3
172	в своем	16	3
173	а также	8	3
174	с этим	3	3
175	и этого	2	3
176	так же	7	3
177	нисколько не	7	3
178	в начале	6	3
179	для этого	2	3
180	что она	2	3
181	к этому	2	3
182	не как	3	3
183	в другом	6	3
184	что представляет	2	3
185	в значительной	3	3
186	в конце	10	3
187	отношение к	3	3
188	или же	2	3
189	сама по	2	3
190	если бы	2	3
191	при помощи	12	3
192	в этих	3	3
193	в силу	6	3
194	только на	2	3
195	в частности	5	3
196	как в	3	3
197	такого рода	4	3
198	всего того	2	3
199	мы видели	2	3
200	идет речь	2	3
201	со всей	2	3
202	к нему	3	3
203	на этой	2	3
204	то более	3	3
205	и на	9	3
206	гораздо более	5	3
207	того же	7	3
208	или иных	2	3
209	в ней	4	3
210	всего то	2	3
211	и к	9	3
212	вообще и	3	3
213	однако в	4	3
214	из которых	2	3
215	этому поводу	4	3
216	в известном	2	3
217	по этому	5	3
218	нуждается в	2	3
219	совсем не	4	3
220	здесь не	12	3
