N	2gram	Vygotskiy_	Morfolog
1	и т	19	62
2	может быть	33	61
3	т д	6	60
4	таким образом	21	26
5	действующих лиц	6	22
6	так как	13	20
7	мы имеем	2	19
8	не может	17	19
9	в этом	37	18
10	в этих	3	17
11	представляет собой	3	17
12	и в	65	17
13	и не	20	16
14	представляют собой	3	16
15	мы видим	15	15
16	перед нами	12	14
17	с этим	11	14
18	прежде всего	2	14
19	по существу	4	13
20	при помощи	7	12
21	связи с	2	12
22	видим что	8	12
23	а не	11	11
24	заметить что	2	11
25	но если	6	10
26	мы увидим	14	10
27	то же	17	10
28	в том	46	10
29	то что	61	10
30	так и	3	10
31	что в	36	10
32	что и	7	10
33	все же	10	9
34	но и	6	9
35	с другой	8	9
36	не только	16	8
37	в тех	5	8
38	в результате	3	8
39	ход действия	3	8
40	но не	3	8
41	а в	9	8
42	имеем в	3	8
43	мы не	7	8
44	в качестве	2	8
45	как мы	12	8
46	не могут	2	7
47	том что	28	7
48	если в	2	7
49	образом мы	4	7
50	наряду с	4	7
51	или же	2	7
52	как это	13	7
53	и здесь	9	7
54	точки зрения	19	7
55	этот случай	2	7
56	один из	7	7
57	потому что	26	7
58	очень часто	2	6
59	это не	7	6
60	но это	6	6
61	во всех	4	6
62	и как	10	6
63	или в	6	6
64	во время	4	6
65	и другие	3	6
66	увидим ниже	2	6
67	о том	17	6
68	если мы	19	6
69	большей частью	4	6
70	с точки	11	6
71	как бы	29	6
72	вовсе не	11	6
73	одна из	6	5
74	ничего не	4	5
75	и ее	4	5
76	вслед за	4	5
77	хотя бы	3	5
78	мы можем	12	5
79	было бы	22	5
80	об этом	4	5
81	то мы	2	5
82	со стороны	4	5
83	что он	23	5
84	как в	8	5
85	то это	5	5
86	далеко не	3	5
87	тому что	10	5
88	к тому	18	5
89	из которых	6	5
90	между тем	10	5
91	в целом	8	5
92	главным образом	6	5
93	другой стороны	5	5
94	между собой	2	5
95	в море	2	5
96	на его	2	5
97	там где	7	5
98	и затем	3	5
99	все эти	7	5
100	что они	9	5
101	он не	11	5
102	в первом	3	5
103	если же	3	5
104	ясно что	11	5
105	сказать что	14	4
106	на самом	3	4
107	его в	5	4
108	независимо от	2	4
109	так же	12	4
110	в то	5	4
111	значит что	2	4
112	можно было	7	4
113	к этому	5	4
114	нами в	3	4
115	на него	3	4
116	тем что	7	4
117	не является	2	4
118	еще не	3	4
119	могла бы	6	4
120	самом деле	33	4
121	показать что	13	4
122	из них	10	4
123	но в	5	4
124	но все	2	4
125	что его	3	4
126	и для	4	4
127	как и	12	4
128	уже не	2	4
129	этот вопрос	5	4
130	и к	5	4
131	на этом	6	4
132	несмотря на	7	4
133	того чтобы	21	4
134	с теми	4	4
135	о его	2	4
136	говорить о	3	4
137	в некоторых	2	4
138	мы уже	12	4
139	или не	3	3
140	как же	2	3
141	время как	6	3
142	утверждать что	2	3
143	мы должны	3	3
144	но как	3	3
145	здесь не	3	3
146	в которой	8	3
147	а на	2	3
148	и отсюда	2	3
149	том случае	4	3
150	это было	4	3
151	что это	19	3
152	и их	2	3
153	целый ряд	6	3
154	только что	10	3
155	если бы	22	3
156	в виде	5	3
157	это и	4	3
158	кроме того	2	3
159	и тем	4	3
160	та же	6	3
161	он должен	2	3
162	из двух	4	3
163	не в	12	3
164	то здесь	2	3
165	для того	18	3
166	с этой	5	3
167	у нас	4	3
168	в один	4	3
169	к ней	3	3
170	в какой	8	3
171	того что	9	3
172	здесь мы	6	3
173	так например	5	3
174	ее в	7	3
175	к нему	2	3
176	они не	2	3
177	на то	25	3
178	ни в	6	3
179	что такое	2	3
180	состоит в	4	3
181	но мы	4	3
182	что при	5	3
183	благодаря этому	2	3
184	к чему	6	3
185	совсем не	3	3
186	можно назвать	2	3
187	и что	29	3
188	то время	4	3
189	животных и	3	3
190	и по	2	3
191	же в	2	3
192	и его	8	3
193	только в	9	3
194	в сущности	16	3
195	и есть	3	3
196	и только	8	3
197	что эти	5	3
198	в этой	20	3
199	мы будем	4	3
200	с его	2	3
201	в одну	2	2
202	данном случае	5	2
203	и когда	8	2
204	в нее	3	2
205	в каком	8	2
206	и заставляет	3	2
207	не от	2	2
208	в данном	5	2
209	действия и	3	2
210	в круг	2	2
211	из этих	6	2
212	том как	5	2
213	от него	2	2
214	одной стороны	6	2
215	второй раз	2	2
216	к другой	2	2
217	дело не	3	2
218	бы в	3	2
219	у нее	2	2
220	если она	2	2
221	в глаза	3	2
222	к себе	2	2
223	в другом	6	2
224	и даже	4	2
