N	2gram	Vygotskiy_	StatiiOP
1	и в	65	103
2	в том	46	89
3	том что	28	77
4	в этом	37	76
5	что в	36	74
6	не только	16	60
7	и т	19	51
8	о том	17	47
9	но и	6	46
10	то что	61	44
11	что он	23	42
12	в его	11	42
13	и не	20	41
14	может быть	33	38
15	было бы	22	32
16	т д	6	32
17	в этой	20	31
18	вовсе не	11	31
19	все это	12	29
20	тем что	7	29
21	таким образом	21	28
22	а в	9	27
23	а не	11	27
24	но в	5	26
25	что это	19	25
26	так и	3	25
27	в трагедии	5	24
28	и его	8	24
29	все же	10	23
30	не в	12	23
31	так что	10	23
32	точки зрения	19	23
33	потому что	26	23
34	того что	9	22
35	прежде всего	2	22
36	для того	18	22
37	у нас	4	22
38	в которой	8	22
39	как в	8	22
40	того чтобы	21	21
41	это не	7	20
42	до сих	7	20
43	т п	7	19
44	в то	5	19
45	сих пор	6	19
46	в своей	6	19
47	только в	9	19
48	об этом	4	18
49	не может	17	18
50	с другой	8	18
51	в котором	7	18
52	он не	11	18
53	самом деле	33	17
54	в данном	5	17
55	как на	9	17
56	в самом	41	17
57	как бы	29	17
58	в русской	4	17
59	с этим	11	16
60	сказать что	14	16
61	в ней	23	16
62	можно было	7	16
63	если бы	22	16
64	в этих	3	16
65	с тем	14	15
66	как и	12	15
67	для него	4	15
68	например в	5	15
69	другой стороны	5	15
70	из этих	6	15
71	я не	9	15
72	и на	7	15
73	у него	6	15
74	как раз	14	15
75	была бы	5	14
76	так например	5	14
77	к тому	18	14
78	между тем	10	14
79	то же	17	14
80	в течение	5	14
81	но все	2	14
82	я думаю	2	14
83	с точки	11	14
84	и что	29	14
85	в своем	8	13
86	в конце	5	13
87	со стороны	4	13
88	а с	4	13
89	что касается	2	13
90	тому что	10	13
91	но это	6	13
92	в качестве	2	13
93	в нем	8	13
94	во всяком	6	13
95	именно в	3	13
96	из них	10	13
97	всяком случае	6	13
98	в той	8	13
99	жизни и	6	13
100	вместе с	10	13
101	что они	9	12
102	так как	13	12
103	в первой	2	12
104	хотя бы	3	12
105	что у	7	12
106	ни в	6	12
107	в своих	6	12
108	никогда не	9	11
109	и с	4	11
110	в другом	6	11
111	в них	4	11
112	все эти	7	11
113	и по	2	11
114	того как	4	11
115	это было	4	11
116	на то	25	11
117	не было	4	11
118	ясно что	11	11
119	на самом	3	10
120	в каком	8	10
121	так же	12	10
122	по словам	2	10
123	в виду	6	10
124	в частности	3	10
125	ничего не	4	10
126	связь с	5	10
127	речь идет	7	10
128	в целом	8	10
129	что и	7	10
130	в истории	3	10
131	во всех	4	10
132	кроме того	2	10
133	но не	3	10
134	что такое	2	10
135	но он	5	10
136	в чем	3	9
137	что же	3	9
138	несмотря на	7	9
139	место в	6	9
140	там где	7	9
141	он был	3	9
142	во время	4	9
143	можно сказать	2	9
144	в одном	9	9
145	интересно что	3	9
146	говорит что	17	9
147	не является	2	9
148	с этой	5	9
149	и для	4	9
150	и к	5	9
151	для нас	14	9
152	что мы	6	9
153	внимание на	4	9
154	говорит о	6	9
155	что эта	8	9
156	и тем	4	9
157	и это	13	9
158	до конца	5	8
159	при помощи	7	8
160	отношение к	2	8
161	к которому	3	8
162	в их	3	8
163	той же	6	8
164	в общем	4	8
165	в какой	8	8
166	по мнению	2	8
167	связи с	2	8
168	к этому	5	8
169	мы имеем	2	8
170	это в	3	8
171	дело не	3	8
172	что она	34	8
173	в результате	3	8
174	и даже	4	8
175	должен был	4	8
176	в речи	3	8
177	одним из	2	8
178	совершенно не	8	8
179	такой же	2	8
180	и о	6	8
181	действующих лиц	6	8
182	заключается в	13	8
183	и более	4	8
184	не имеет	8	8
185	еще более	2	8
186	в которых	9	8
187	по его	3	8
188	данном случае	5	7
189	том как	5	7
190	что здесь	2	7
191	нельзя не	2	7
192	факт что	3	7
193	в виде	5	7
194	и очень	3	7
195	что все	10	7
196	в эту	2	7
197	гораздо более	2	7
198	и сейчас	2	7
199	того же	4	7
200	что этот	5	7
201	как это	13	7
202	тем более	2	7
203	в ее	9	7
204	при чем	2	7
205	с самого	10	7
206	нет никакого	2	7
207	и то	10	7
208	кажется что	2	7
209	с которыми	2	7
210	отличается от	2	7
211	еще не	3	7
212	еще и	2	7
213	на этот	2	7
214	что для	6	7
215	по себе	5	7
216	можно назвать	2	7
217	из этого	10	7
218	то время	4	7
219	не просто	7	7
220	но с	2	7
221	не мог	4	7
222	даже в	2	6
223	о которых	10	6
224	идет о	8	6
225	в себе	9	6
226	в одной	2	6
227	должен быть	4	6
228	из которых	6	6
229	том смысле	2	6
230	по существу	4	6
231	к нему	2	6
232	и все	14	6
233	что на	4	6
234	этой трагедии	2	6
235	на его	2	6
236	и во	3	6
237	и я	3	6
238	же как	3	6
239	с его	2	6
240	одно из	4	6
241	в стихах	3	6
242	что с	4	6
243	независимо от	2	6
244	мы не	7	6
245	и здесь	9	6
246	время как	6	6
247	в жизни	6	6
248	этот вопрос	5	6
249	что за	4	6
250	только не	3	6
251	говорить о	3	6
252	в некоторых	2	6
253	его в	5	5
254	на эту	2	5
255	но если	6	5
256	оба эти	4	5
257	это и	4	5
258	что именно	3	5
259	как он	2	5
260	и такие	2	5
261	в основу	2	5
262	не так	4	5
263	она была	5	5
264	в сторону	2	5
265	одного из	2	5
266	одной стороны	6	5
267	что не	5	5
268	такое же	3	5
269	один из	7	5
270	при этом	10	5
271	думать что	3	5
272	в тех	5	5
273	в сущности	16	5
274	должна быть	5	5
275	что эти	5	5
276	в двух	11	5
277	тот факт	3	5
278	самого начала	10	5
279	или иного	2	5
280	можно найти	2	5
281	того или	2	5
282	которую он	2	5
283	утверждать что	2	5
284	то это	5	5
285	всех этих	2	5
286	на это	6	5
287	к ней	3	5
288	целый ряд	6	5
289	и почему	2	5
290	как говорит	2	5
291	как будто	13	5
292	не по	3	5
293	но они	2	5
294	с одной	7	5
295	том чтобы	2	5
296	ее в	7	5
297	раз в	7	5
298	на тему	4	5
299	столь же	5	5
300	и если	13	5
301	уже не	2	5
302	в предисловии	2	5
303	и который	2	5
304	это был	2	5
305	конечно не	6	5
306	и только	8	5
307	поэзии в	2	4
308	очевидно что	4	4
309	трагедии и	4	4
310	не могут	2	4
311	русской поэзии	2	4
312	одна из	6	4
313	на этом	6	4
314	нисколько не	3	4
315	то есть	30	4
316	что оно	5	4
317	эта трагедия	2	4
318	и эти	2	4
319	и всегда	2	4
320	казалось бы	7	4
321	как у	2	4
322	в романе	2	4
323	что ни	3	4
324	смысле этого	5	4
325	в такой	5	4
326	но как	3	4
327	общего с	2	4
328	они не	2	4
329	он говорит	9	4
330	тех пор	2	4
331	состоит в	4	4
332	и без	2	4
333	что его	3	4
334	предисловии к	2	4
335	и те	2	4
336	в прямом	2	4
337	поэзии и	3	4
338	тему о	2	4
339	в поэме	4	4
340	мы видим	15	4
341	ничего общего	3	4
342	это есть	3	4
343	в первом	3	4
344	этого слова	5	4
345	как мы	12	4
346	очень часто	2	4
347	показывает что	4	4
348	относится к	2	4
349	если в	2	4
350	для этого	9	4
351	не могли	5	4
352	что по	3	4
353	сами по	3	4
354	есть в	3	4
355	и он	5	4
356	бы и	2	4
357	которые не	2	4
358	трагедии то	3	4
359	на него	3	4
360	бы на	2	4
361	только что	10	4
362	что как	4	4
363	все они	3	4
364	из двух	4	4
365	и их	2	4
366	и другие	3	4
367	тому же	2	4
368	как известно	2	4
369	хотел бы	2	4
370	и так	4	4
371	материала и	2	4
372	бы совершенно	6	4
373	могло бы	4	4
374	все что	2	4
375	с которым	2	4
376	места в	2	4
377	совпадает с	2	4
378	более чем	2	4
379	а на	2	4
380	значит что	2	4
381	или в	6	4
382	в таком	6	4
383	в основе	5	4
384	быть не	2	4
385	или иначе	2	4
386	будто бы	3	4
387	все более	4	3
388	перед нами	12	3
389	конечно в	3	3
390	в плане	4	3
391	в драме	2	3
392	на который	2	3
393	от него	2	3
394	в полном	4	3
395	и наконец	2	3
396	с той	8	3
