N	2gram	Bakhtin_Pr	slovoVRo
1	и в	83	92
2	в романе	9	89
3	то есть	86	64
4	в нем	21	59
5	может быть	23	59
6	и его	13	59
7	и не	41	51
8	не только	14	44
9	не может	18	41
10	но и	16	39
11	до конца	3	37
12	в этом	24	36
13	а не	19	34
14	во всех	15	32
15	так и	9	30
16	точки зрения	17	30
17	могут быть	5	29
18	и др	18	29
19	в пределах	8	29
20	в роман	2	27
21	в его	15	27
22	слова в	3	26
23	все это	11	25
24	слово в	5	24
25	слова и	5	24
26	как бы	27	24
27	чужим словом	2	23
28	чужой речи	2	23
29	то же	10	23
30	и на	27	22
31	не в	10	21
32	в сущности	15	21
33	как в	10	21
34	вовсе не	12	21
35	в то	8	20
36	в процессе	4	20
37	прежде всего	20	19
38	как мы	12	19
39	или иной	2	18
40	как и	13	18
41	романной прозы	2	18
42	же время	8	18
43	с ним	3	18
44	все же	3	17
45	все эти	9	17
46	в истории	4	17
47	в основе	6	17
48	и даже	5	17
49	в большинстве	9	17
50	таким образом	9	17
51	к своему	4	16
52	при этом	6	16
53	в них	4	16
54	но в	12	16
55	там где	3	15
56	той или	2	15
57	и с	10	15
58	в той	2	15
59	с точки	13	15
60	человек и	2	15
61	романа и	4	14
62	так сказать	8	14
63	только в	10	14
64	это не	10	13
65	рядом с	2	13
66	с его	4	13
67	европейского романа	3	13
68	чужих слов	2	13
69	в особенности	2	13
70	отношении к	2	13
71	и для	5	13
72	с другой	4	13
73	в слове	2	13
74	никогда не	10	12
75	в отношении	3	12
76	и потому	6	12
77	отношение к	14	12
78	а в	4	12
79	или в	7	12
80	во всяком	2	12
81	словом и	2	12
82	и наконец	4	12
83	еще не	10	12
84	и к	13	12
85	в плане	3	11
86	чужое слово	7	11
87	один из	7	11
88	большинстве случаев	9	11
89	на его	4	11
90	с ними	2	11
91	в этих	8	11
92	всех его	3	11
93	все они	2	10
94	в своем	2	10
95	и их	6	10
96	в том	22	10
97	и все	14	10
98	она не	4	10
99	в себе	10	10
100	с другими	6	10
101	всех этих	2	10
102	в него	4	10
103	далеко не	4	10
104	его слова	4	10
105	уже не	5	10
106	его в	4	9
107	и от	4	9
108	одним из	6	9
109	пределах одного	6	9
110	и других	12	9
111	или менее	3	9
112	более того	9	9
113	к нему	3	9
114	более или	3	9
115	здесь в	11	9
