N	2gram	Trubetskoy	Formalny
1	и в	14	95
2	и не	19	78
3	может быть	9	66
4	в этом	17	61
5	не может	22	57
6	таким образом	11	52
7	точки зрения	11	47
8	в нем	5	42
9	в его	4	42
10	прежде всего	8	41
11	с точки	9	40
12	как и	4	39
13	и т	3	37
14	не в	4	35
15	в самом	3	35
16	а не	2	34
17	но и	10	33
18	то же	11	32
19	самом деле	7	32
20	не только	9	30
21	в том	17	26
22	отнюдь не	7	26
23	если бы	6	26
24	то что	13	25
25	на самом	6	24
26	при этом	5	24
27	в своей	5	24
28	лишь в	3	24
29	на почве	2	24
30	в ней	2	23
31	связи с	3	23
32	было бы	5	23
33	в то	10	22
34	как бы	4	21
35	что в	4	21
36	и с	7	21
37	в их	4	20
38	и от	2	20
39	с тем	6	20
40	же время	10	20
41	место в	2	20
42	не могут	4	19
43	все это	6	19
44	хотя бы	5	19
45	по себе	2	19
46	все же	4	18
47	все эти	2	18
48	должна быть	2	18
49	только в	5	18
50	так же	2	16
51	во всяком	9	16
52	совершенно не	2	16
53	потому что	5	16
54	всяком случае	6	16
55	его в	4	15
56	но в	2	15
57	так как	4	15
58	должно быть	3	15
59	во всех	5	15
60	именно в	3	15
61	и на	5	15
62	что он	6	14
63	только на	2	14
64	в своем	6	14
65	еще не	3	14
66	в этой	4	14
67	и потому	3	14
68	жизни и	4	14
69	вместе с	4	14
70	в настоящее	2	13
71	настоящее время	2	13
72	со стороны	4	13
73	того что	3	13
74	а в	5	13
75	что же	4	13
76	для них	3	13
77	что и	3	13
78	сводится к	3	13
79	в результате	2	13
80	она не	2	13
81	тем что	3	13
82	ни в	2	13
83	по отношению	2	12
84	того чтобы	8	12
85	к тому	7	12
86	и для	6	12
87	уже не	2	12
88	никогда не	5	11
89	в корне	4	11
90	в большинстве	3	11
91	но не	4	11
92	то ни	4	11
93	что они	3	11
94	для него	6	11
95	между тем	5	11
96	не о	2	10
97	не есть	3	10
98	друг друга	3	10
99	не было	3	10
100	по существу	5	10
101	бы то	4	10
102	и как	3	10
103	в своих	6	10
104	главным образом	3	10
105	большинстве случаев	2	10
106	конечно не	5	10
107	он не	5	10
108	если же	2	10
109	быть и	2	9
110	но это	2	9
111	или иного	2	9
112	бы ни	2	9
113	и даже	2	9
114	говорить о	3	9
115	отношения к	2	9
116	в других	2	8
117	между собой	5	8
118	до сих	5	8
119	и те	2	8
120	в области	2	8
121	для этого	3	8
122	что это	3	8
123	с этим	2	8
124	в данном	7	8
125	всех этих	3	8
126	сих пор	5	8
127	и должно	2	8
128	из этого	3	8
129	и является	2	8
130	и к	6	8
131	для того	6	8
132	ясно что	2	8
133	следовательно и	2	7
134	том что	9	7
135	в себе	9	7
136	или менее	4	7
137	более или	4	7
138	даже и	2	7
139	того или	2	7
140	время в	2	7
141	жизни в	5	7
142	и наконец	2	7
143	и только	5	7
144	и более	2	7
145	что бы	3	7
146	из них	3	7
147	данном случае	3	6
148	тем самым	2	6
149	в конце	3	6
150	в россии	6	6
151	и тем	2	6
152	в частности	2	6
153	его и	2	6
154	тому что	2	6
155	в этих	2	6
156	нисколько не	2	6
157	ее в	2	6
158	из этих	3	6
159	отличается от	2	6
160	но для	2	6
161	о том	7	6
162	их в	2	6
163	именно на	2	6
164	с ним	2	6
165	мы должны	7	5
166	тому чтобы	4	5
167	не можем	2	5
168	что оно	3	5
169	от того	4	5
170	мы уже	2	5
171	одной из	3	5
172	не так	2	5
173	то это	3	5
174	в значительной	3	5
175	и по	3	5
176	даже не	2	5
177	да и	3	5
178	и то	4	5
179	если в	6	5
180	то в	3	5
181	в мире	4	5
182	мы можем	2	5
183	для нас	2	5
184	к нему	2	5
185	в котором	2	5
186	а лишь	4	5
187	приводит к	4	5
188	и что	2	5
189	таким же	3	5
190	как на	8	5
191	друг другу	2	5
192	вопрос о	5	5
193	от него	2	4
194	но даже	2	4
195	конце концов	3	4
196	он должен	5	4
197	тогда когда	4	4
198	лучшем случае	3	4
199	к этой	4	4
200	так чтобы	3	4
201	не будет	7	4
202	или в	3	4
203	и во	3	4
204	и тогда	2	4
205	одна из	3	4
206	возможно лишь	4	4
207	ни стало	3	4
208	сама по	2	4
209	целый ряд	2	4
210	в таком	2	4
211	и о	2	4
212	отношении к	2	4
213	но если	3	4
214	не к	2	4
215	что для	3	4
216	что такое	2	4
217	зависит от	2	4
218	знаем что	3	4
219	этот вопрос	2	4
220	в лучшем	3	4
