N	2gram	Vygotskiy_	VLabPisa
1	таким образом	38	32
2	в этом	47	29
3	не только	36	26
4	и в	47	26
5	может быть	20	23
6	и не	27	20
7	в процессе	12	17
8	не может	23	17
9	в том	38	15
10	в его	7	15
11	этом отношении	7	14
12	в силу	21	14
13	прежде всего	9	13
14	все это	5	13
15	в частности	4	12
16	как это	7	12
17	в качестве	9	12
18	что в	23	11
19	с другой	7	11
20	из них	2	11
21	то же	16	10
22	не могут	9	10
23	но и	19	10
24	о том	5	10
25	по этому	4	10
26	к этому	2	9
27	об этом	4	9
28	для него	6	9
29	в своем	3	8
30	том что	28	8
31	на основании	2	8
32	могут быть	7	8
33	другой стороны	3	8
34	все эти	7	8
35	было бы	12	8
36	только в	24	8
37	вместе с	19	8
38	очевидно что	6	7
39	это не	6	7
40	из этих	6	7
41	во всех	9	7
42	по отношению	10	7
43	в основном	4	7
44	то что	40	7
45	отношению к	9	7
46	тому что	14	7
47	как и	19	7
48	их в	2	7
49	в нем	6	7
50	в конечном	2	7
51	этому поводу	3	7
52	а не	7	7
53	не в	7	6
54	в то	10	6
55	в себе	14	6
56	в порядке	3	6
57	это и	7	6
58	все же	7	6
59	том же	7	6
60	у него	2	6
61	так и	8	6
62	приводит к	10	6
63	один из	3	6
64	в зависимости	6	6
65	и его	14	6
66	между тем	2	6
67	никогда не	7	5
68	даже в	2	5
69	сказать что	18	5
70	в плане	3	5
71	показывают что	2	5
72	в одном	4	5
73	конечном счете	2	5
74	перед нами	3	5
75	в результате	3	5
76	как говорит	6	5
77	в пределах	3	5
78	зависимости от	6	5
79	в их	4	5
80	не является	4	5
81	одним из	3	5
82	и при	2	5
83	к тому	13	5
84	как бы	13	5
85	в них	3	5
86	в целом	7	5
87	связи с	4	5
88	вот почему	3	5
89	и есть	4	5
90	на основе	5	5
91	по поводу	3	4
92	одна из	2	4
93	в сознании	11	4
94	в нашей	4	4
95	и ее	3	4
96	силу этого	2	4
97	только что	7	4
98	в виду	5	4
99	ее в	11	4
100	что он	13	4
101	по существу	2	4
102	с тем	8	4
103	что все	6	4
104	что для	3	4
105	когда он	2	4
106	для его	2	4
107	отнюдь не	2	4
108	в самом	15	4
109	как раз	6	4
110	в ее	7	4
111	в своей	4	4
112	является не	4	4
113	во время	2	4
114	можно сказать	9	4
115	в этой	7	4
116	не удивительно	3	4
117	и от	6	3
118	никак не	5	3
119	например в	5	3
120	и к	11	3
121	с этим	5	3
122	мы имеем	3	3
123	так же	26	3
124	но как	3	3
125	и он	4	3
126	том как	2	3
127	бы в	7	3
128	но даже	2	3
129	в значительной	3	3
130	в конце	5	3
131	его в	7	3
132	и как	7	3
133	тому как	2	3
134	если бы	8	3
135	подобно тому	2	3
136	значительной мере	2	3
137	для того	24	3
138	и их	7	3
139	у нас	3	3
140	как на	8	3
141	видно из	2	3
142	в другую	3	3
143	мы знаем	5	3
144	моментов в	2	3
145	того что	27	3
146	образом в	5	3
147	мы видели	10	3
148	нет и	4	3
149	этот вопрос	2	3
150	видели что	3	3
151	что у	4	3
152	она не	7	3
153	а в	3	3
154	процесса как	2	3
155	в котором	6	3
156	именно в	9	3
157	точки зрения	39	3
158	в которых	3	3
159	что оно	9	3
160	естественно что	3	3
161	между ними	8	3
162	опыта и	2	3
163	что не	2	3
164	того чтобы	26	3
165	что и	4	3
166	и по	6	3
167	или в	2	3
168	этой области	2	3
169	что они	11	3
170	в слове	11	3
171	момент в	3	3
172	это мы	6	3
173	вовсе не	3	3
174	относится к	5	2
175	если в	6	2
176	от его	2	2
177	восприятия и	3	2
178	одном и	4	2
179	или иной	2	2
180	показывает что	6	2
181	и потому	3	2
182	но то	2	2
183	установить в	3	2
184	которые в	5	2
185	с другими	5	2
186	о чем	8	2
187	одной стороны	7	2
188	и слова	6	2
189	можно было	7	2
190	могут не	4	2
191	который по	2	2
192	в каждом	3	2
193	должно быть	3	2
194	что она	8	2
195	о своем	2	2
196	отличается от	6	2
197	в другом	3	2
198	этом и	2	2
199	и даже	3	2
200	от того	6	2
201	в самых	2	2
202	ли не	3	2
203	с более	2	2
204	мышления в	6	2
205	ее как	2	2
206	и весь	3	2
207	и памяти	4	2
208	связана с	4	2
209	в области	5	2
210	и наконец	4	2
211	у них	2	2
212	понятно что	3	2
213	еще не	5	2
214	начинается с	2	2
215	в которой	16	2
216	не по	7	2
217	в чем	5	2
218	сих пор	6	2
219	с одной	7	2
220	его от	2	2
221	сказанного выше	2	2
222	же самое	12	2
223	заключается в	14	2
224	всего сказанного	3	2
225	то о	5	2
226	не с	3	2
227	как известно	6	2
228	одной из	4	2
229	что его	2	2
230	они и	2	2
231	но не	13	2
232	и для	5	2
233	стороны и	6	2
234	также и	2	2
235	не менее	6	2
236	только с	2	2
237	но в	9	2
238	каждой из	5	2
239	они не	2	2
240	на то	5	2
241	что такое	2	2
242	зависит от	3	2
243	после всего	2	2
244	знаем что	3	2
245	в своих	2	2
246	короче говоря	2	2
247	себе и	2	2
248	в ней	5	2
249	в сфере	8	2
250	и заключается	3	2
251	на вопрос	6	2
252	к его	3	2
253	но для	2	2
254	этой точки	4	2
255	нам остается	2	2
256	на этом	4	2
257	тогда когда	12	2
258	из которых	3	2
259	силу чего	4	2
260	что мы	14	2
261	только не	14	2
262	представить себе	5	2
263	можно ли	2	2
264	по себе	5	2
265	внимание на	4	2
266	действительность в	2	2
267	и обобщения	3	2
268	а затем	2	2
269	же как	14	2
270	должны быть	5	2
271	он сам	2	2
272	и том	3	2
273	о его	3	2
274	числе и	2	2
275	и может	2	2
276	и непосредственно	3	2
277	только о	3	2
278	он не	5	2
279	во всей	3	2
280	из основных	3	2
281	ту же	4	2
282	но с	4	2
283	в пользу	6	2
284	что при	4	2
285	плана в	3	2
286	в большей	2	2
287	хотя и	4	2
288	лишь в	3	2
289	том числе	2	2
290	во всяком	2	2
291	до сих	6	2
292	того как	6	2
293	в системе	3	2
