N	2gram	Bakhtin_Pr	KulturaY
1	и т	14	143
2	т п	13	93
3	и в	38	84
4	в том	8	74
5	не только	9	60
6	точки зрения	8	59
7	в этом	15	57
8	было бы	8	53
9	и не	42	52
10	может быть	26	47
11	том что	3	44
12	того чтобы	2	44
13	что в	7	44
14	для того	2	41
15	в самом	7	41
16	у нас	2	38
17	самом деле	6	37
18	хотя бы	4	37
19	с точки	6	36
20	в области	11	34
21	таким образом	10	33
22	а не	5	33
23	можно было	4	32
24	если бы	3	32
25	не в	7	30
26	прежде всего	13	30
27	в его	43	30
28	и пр	2	30
29	все же	6	29
30	того что	2	28
31	не менее	4	28
32	все эти	5	28
33	не может	27	25
34	то что	8	25
35	вовсе не	2	25
36	еще не	7	24
37	с другой	7	24
38	так и	5	23
39	то же	5	23
40	только в	13	23
41	с помощью	7	23
42	языка в	3	22
43	тем не	3	21
44	но и	9	20
45	и что	2	20
46	что он	2	19
47	но в	4	19
48	тем что	2	19
49	о том	4	19
50	между тем	7	18
51	связи с	2	18
52	все это	3	18
53	как бы	22	18
54	и с	17	18
55	это не	5	17
56	как это	2	17
57	можно говорить	2	17
58	что это	2	17
59	другой стороны	4	17
60	слова и	3	17
61	в виду	4	16
62	ничего не	6	16
63	что не	4	16
64	что и	2	16
65	но не	12	16
66	по отношению	21	15
67	и тем	3	15
68	а в	6	15
69	при этом	5	15
70	в данном	4	15
71	должно быть	5	15
72	лишь в	2	15
73	ни к	2	15
74	не было	2	15
75	в нашем	4	15
76	в них	5	14
77	в связи	2	14
78	хотя и	3	14
79	я не	2	14
80	как мы	7	14
81	сказать что	4	14
82	мы имеем	2	14
83	отношению к	19	14
84	также и	3	14
85	и на	3	14
86	в ней	4	14
87	не могут	2	13
88	по существу	2	13
89	в пределах	6	13
90	там где	6	13
91	и его	16	13
92	вопроса о	3	12
93	как в	4	12
94	а только	2	12
95	могут быть	5	12
96	говорить о	3	12
97	ясно что	3	12
98	в таких	2	11
99	или иной	2	11
100	должен быть	2	11
101	в их	10	11
102	в своем	5	11
103	языка как	2	11
104	должна быть	4	11
105	в нем	15	11
106	этом отношении	2	11
107	совершенно не	7	11
108	и здесь	2	11
109	слова в	7	11
110	в какой	2	11
111	он не	3	11
112	тем самым	4	10
113	в то	4	10
114	к этому	2	10
115	они не	3	10
116	как и	7	10
117	того или	2	10
118	в нашей	2	10
119	несмотря на	3	10
120	в особенности	2	10
121	на фоне	3	10
122	этом смысле	3	10
123	конечно не	5	10
124	в целом	3	9
125	здесь не	4	9
126	что все	2	9
127	и для	11	9
128	в своей	7	9
129	можно сказать	2	9
130	рядом с	5	9
131	или иного	2	9
132	дает нам	2	9
133	но это	3	9
134	не имеет	9	9
135	на то	2	9
136	ни в	11	9
137	и есть	2	9
138	на самом	4	8
139	в частности	2	8
140	в своих	2	8
141	в чем	2	8
142	с одной	3	8
143	и о	5	8
144	в тех	3	8
145	с его	2	8
146	да и	3	8
147	независимо от	13	8
148	и как	8	8
149	в этих	2	8
150	далеко не	5	8
151	не есть	6	8
152	отнюдь не	19	8
153	в таком	3	8
154	в свою	2	7
155	в поэзии	9	7
156	и потому	4	7
157	была бы	2	7
158	не знает	3	7
159	она не	2	7
160	следует что	2	7
161	одной стороны	3	7
162	языка но	2	7
163	с ними	4	7
164	например в	3	7
165	не все	2	7
166	язык в	2	7
167	в истории	2	7
168	не следует	2	7
169	и более	2	7
170	в самой	2	7
171	и должно	3	7
172	есть лишь	3	7
173	столь же	2	7
174	в котором	2	7
175	с ним	5	7
176	только как	6	7
177	в слове	3	7
178	данном случае	4	6
179	содержание и	2	6
180	в себе	4	6
181	нуждается в	2	6
182	как к	2	6
183	на этом	2	6
184	не всегда	6	6
185	отличие от	5	6
186	может иметь	5	6
187	в отличие	5	6
188	что оно	2	6
189	в ее	4	6
190	должны быть	4	6
191	той или	2	6
192	не на	5	6
193	в корне	2	6
194	по поводу	2	6
195	за пределы	12	6
196	отличается от	2	6
197	или в	2	6
198	же время	3	6
199	не с	4	6
200	оно не	3	6
201	приводит к	3	6
202	то или	2	6
203	или иное	2	6
204	и именно	2	6
205	на основе	6	6
206	никогда не	5	5
207	в каких	2	5
208	в конечном	4	5
209	к его	2	5
210	в область	3	5
211	и к	3	5
212	мы должны	2	5
213	относится к	4	5
214	не будем	3	5
215	в форме	4	5
216	к себе	2	5
217	в другом	2	5
218	в иных	3	5
219	слово в	2	5
220	и у	2	5
221	и при	2	5
222	в современной	2	5
223	но как	2	5
224	смысле слова	2	5
225	отметить что	7	5
226	в двух	2	5
227	и от	3	5
228	и он	2	5
229	и даже	3	5
230	кроме того	3	5
231	лишь как	4	5
232	отношение к	10	5
233	конечно и	4	5
234	о котором	2	5
235	есть не	2	5
236	говорить и	2	5
237	мы в	3	5
238	точка зрения	3	5
239	и только	4	5
240	но с	3	5
241	чем в	2	5
242	все они	5	4
243	его в	9	4
244	о которых	2	4
245	не имеют	2	4
246	в каждом	2	4
247	которых мы	4	4
248	к которому	4	4
249	а лишь	2	4
250	случае мы	2	4
251	в виде	2	4
252	и все	3	4
253	к нему	10	4
254	между ними	4	4
255	иных случаях	3	4
256	здесь мы	2	4
257	именно поэтому	2	4
258	лишь что	2	4
259	конечном счете	4	4
260	мы можем	6	4
261	и содержание	3	4
262	мы увидим	3	4
263	бы не	2	4
264	и иной	3	4
265	формы и	5	4
266	отношения к	6	4
267	не к	6	4
268	и это	3	4
269	как таковой	2	4
270	из которых	2	4
271	в лучшем	2	4
272	о значении	4	4
273	не более	2	4
274	этой области	2	4
275	как только	3	4
276	и становится	7	4
277	не дает	2	4
278	слова но	3	3
279	помнить что	3	3
280	слова не	3	3
281	можно и	2	3
282	том как	2	3
283	в россии	2	3
284	противном случае	3	3
285	а как	3	3
286	и другие	2	3
287	том же	2	3
288	тем как	5	3
289	в романе	4	3
290	показать что	2	3
291	в искусстве	12	3
292	от них	2	3
293	в него	2	3
294	значение для	3	3
295	лучшем случае	2	3
296	на него	3	3
297	в более	4	3
298	большинстве случаев	5	3
299	более того	4	3
300	но здесь	3	3
301	на них	3	3
302	в начале	2	3
303	содержания и	6	3
304	на материале	3	3
305	в дальнейшем	3	3
306	но зато	2	3
307	но она	2	3
308	менее всего	3	3
309	нет и	3	3
310	не нужно	5	3
311	в других	4	3
312	она может	3	3
313	быть только	5	3
314	какой мере	2	3
315	все что	3	3
316	в большинстве	5	3
317	раз и	2	3
318	в противном	3	3
319	то ни	3	3
320	в некоторых	2	3
321	бы то	3	3
322	со словом	5	3
323	значение слова	4	3
324	мы будем	3	3
325	конечно можно	2	2
326	но можно	2	2
327	и должны	2	2
328	от него	3	2
329	для нее	8	2
330	представлять себе	4	2
331	их значения	2	2
332	он должен	2	2
333	себе не	2	2
334	к своему	2	2
335	здесь совершенно	3	2
336	может и	4	2
337	нами в	2	2
338	одной из	3	2
339	и др	8	2
340	узком смысле	2	2
341	форме и	2	2
342	и те	2	2
343	здесь в	2	2
344	в применении	3	2
345	содержания в	4	2
346	строгом смысле	2	2
347	вещественное значение	3	2
348	собственно не	2	2
349	одна из	2	2
350	с совершенно	2	2
351	как такового	3	2
352	с другими	3	2
353	можно только	6	2
354	в строгом	2	2
355	дело в	2	2
356	его как	3	2
357	применении к	3	2
358	имеет место	5	2
359	дело с	6	2
360	себя самого	4	2
361	можем говорить	2	2
362	творчества и	5	2
363	не является	3	2
364	ни было	3	2
365	нами выше	2	2
366	остается за	5	2
367	слова с	2	2
368	в известной	3	2
369	но они	4	2
370	и значение	2	2
371	связи и	3	2
372	лингвистики и	2	2
373	едва ли	3	2
374	не слова	2	2
375	вообще не	7	2
376	подхода к	2	2
377	поэтому в	2	2
