N	3gram	Voloshinov	Problema
1	тем не менее	4	56
2	о том что	3	39
3	в том что	9	37
4	то же самое	2	30
5	в данном случае	4	28
6	во всяком случае	8	25
7	с точки зрения	15	25
8	в конце концов	2	23
9	в таком случае	4	23
10	сам по себе	4	21
11	в этом смысле	2	19
12	ни в каком	2	18
13	как раз и	2	18
14	для того чтобы	3	17
15	в то же	6	17
16	то что мы	2	15
17	и тем не	2	15
18	до сих пор	3	14
19	на самом деле	4	13
20	не может быть	14	12
21	можно сказать что	5	12
22	в каком случае	2	12
23	бы то ни	3	11
24	с одной стороны	2	11
25	по своему содержанию	2	10
26	только то что	3	10
27	что же касается	3	9
28	может быть и	6	9
29	и ни в	2	9
30	на самом же	2	8
31	самом же деле	2	8
32	что же такое	2	8
33	заключается в том	2	8
34	это вовсе не	4	8
35	с самого начала	5	7
36	чем иным как	2	7
37	не чем иным	2	7
38	это и есть	2	7
39	то или иное	2	7
40	так и в	3	6
41	ни в какой	2	6
42	то ни было	2	6
43	на первый план	4	6
44	в самом деле	10	6
45	в этом отношении	4	6
46	а вовсе не	3	5
47	ни о каком	2	5
48	сказать и о	2	5
49	хотя бы и	2	5
50	в собственном смысле	3	5
51	мы могли бы	2	5
52	но если мы	2	5
53	и прежде всего	7	5
54	том что он	2	5
55	а также и	2	5
56	в чем не	4	5
57	в зависимости от	4	5
58	ни в чем	4	5
59	как мы видели	8	4
60	в таких случаях	2	4
61	а с другой	2	4
62	то обстоятельство что	2	4
63	ни об его	2	4
64	у нас в	2	4
65	как мы уже	5	4
66	равно как и	2	4
67	мы никогда не	2	3
68	но в то	3	3
69	к тому что	2	3
70	если бы он	3	3
71	далеко не всегда	3	3
72	что и в	2	3
73	отнюдь не является	3	3
74	в чем же	2	3
75	вовсе не в	2	3
76	и может быть	2	3
77	в отличие от	2	3
78	говорить о том	2	3
79	не в силах	3	3
80	точка зрения на	2	2
81	по отношению к	11	2
82	одной и той	3	2
83	здесь в том	2	2
84	не отличается от	2	2
85	ничего общего не	3	2
86	а следовательно и	2	2
87	с мыслью о	2	2
88	и не может	3	2
89	что все эти	3	2
90	в свою очередь	4	2
91	и притом в	3	2
92	мы не можем	3	2
93	таким образом в	2	2
94	и тот же	3	2
95	узком смысле слова	3	2
96	выходит за пределы	2	2
97	может быть это	2	2
98	и той же	3	2
99	один из них	2	2
100	как мы надеемся	2	2
101	один и тот	3	2
