N	2gram	Vygotskiy_	Psycholo
1	то что	48	193
2	и в	33	190
3	в том	44	163
4	что в	33	123
5	потому что	40	114
6	том что	41	113
7	и что	18	108
8	может быть	15	107
9	таким образом	30	102
10	в этом	43	100
11	все время	3	86
12	в самом	10	82
13	как бы	11	80
14	для того	20	78
15	того чтобы	26	78
16	что он	40	76
17	не только	28	75
18	на то	6	73
19	и не	18	73
20	что она	3	71
21	самом деле	9	70
22	точки зрения	27	69
23	не может	31	68
24	если мы	9	66
25	так как	20	63
26	так же	22	63
27	было бы	18	56
28	если бы	13	55
29	совершенно ясно	2	54
30	то же	12	54
31	о том	13	54
32	при этом	9	52
33	как и	13	51
34	что и	11	50
35	а не	14	50
36	заключается в	15	46
37	только в	21	46
38	в сущности	17	46
39	сказать что	18	46
40	по себе	8	46
41	к тому	14	45
42	говорит что	7	45
43	не в	10	45
44	в этой	8	43
45	ясно что	2	43
46	показать что	4	43
47	никогда не	10	42
48	и все	2	42
49	вместе с	9	41
50	как это	11	40
51	но и	14	40
52	как раз	5	39
53	того что	34	39
54	же самое	7	38
55	и это	3	37
56	мы видим	6	37
57	и как	7	36
58	с тем	9	35
59	вовсе не	2	34
60	и его	6	34
61	как на	4	34
62	что все	9	33
63	когда он	3	33
64	все же	5	33
65	тому что	14	33
66	все это	2	32
67	в себе	4	32
68	в ней	2	31
69	мы не	6	31
70	в его	15	31
71	он не	13	31
72	никак не	6	30
73	как будто	2	30
74	мы увидим	3	30
75	как в	7	30
76	сейчас же	2	30
77	с одной	10	29
78	и для	3	29
79	с точки	12	29
80	одной стороны	10	29
81	в нем	10	29
82	что мы	11	28
83	что они	8	28
84	и то	9	28
85	мы можем	15	28
86	в основе	12	27
87	с другой	11	27
88	в своих	5	27
89	а в	5	27
90	и на	11	27
91	так что	8	26
92	совершенно не	5	26
93	и здесь	2	25
94	только что	6	25
95	жизни и	2	25
96	до конца	3	24
97	с таким	4	24
98	в целом	8	24
99	сущности говоря	5	24
100	указывает на	3	24
101	до сих	3	24
102	тем что	12	24
103	в своем	11	23
104	сих пор	3	23
