N	2gram	Losev_Prob	VeschiIm
1	не есть	3	79
2	и не	29	57
3	не только	28	48
4	то что	26	48
5	не может	6	46
6	и в	48	45
7	и есть	4	40
8	может быть	11	39
9	и т	2	39
10	а не	7	37
11	значит что	3	32
12	это значит	3	30
13	потому что	21	25
14	было бы	12	24
15	не просто	12	24
16	в себе	7	23
17	что она	2	23
18	по себе	5	23
19	только в	21	23
20	сказать что	13	22
21	и что	9	22
22	в смысле	8	22
23	как бы	10	20
24	и ее	2	19
25	что это	4	19
26	но и	21	19
27	есть только	4	18
28	все же	12	18
29	в этом	31	18
30	и это	3	17
31	прежде всего	15	17
32	так как	10	17
33	что мы	4	17
34	того что	8	16
35	таким образом	20	16
36	как раз	7	16
37	в том	25	15
38	как и	10	15
39	в ней	4	15
40	уже не	12	15
41	не в	16	14
42	и то	6	14
43	но это	7	14
44	том что	29	13
45	это и	4	13
46	не будет	4	13
47	и для	11	13
48	в самом	7	13
49	то ни	4	13
50	ничего не	3	12
51	иное как	3	12
52	что в	12	12
53	точки зрения	17	12
54	что и	8	12
55	что они	4	12
56	и как	10	12
57	не что	3	12
58	то же	6	12
59	ни было	2	12
60	еще не	4	12
61	что иное	3	12
62	между собою	2	12
63	и даже	24	12
64	о том	17	12
65	если мы	2	12
66	и с	10	12
67	бы то	4	12
68	еще и	6	11
69	в то	6	11
70	не менее	8	11
71	что не	3	11
72	вовсе не	18	11
73	тем не	8	11
74	и их	7	11
75	также и	21	11
76	ни в	17	11
77	и только	4	11
78	крайней мере	8	10
79	в чем	3	10
80	что оно	2	10
81	по крайней	8	10
82	ясно что	11	10
83	это не	8	9
84	нисколько не	7	9
85	так что	18	9
86	в своем	16	9
87	то и	7	9
88	другими словами	3	9
89	хотя бы	11	9
90	бы в	2	9
91	в результате	11	9
92	у нас	17	9
93	на то	2	9
94	но не	12	9
95	ни с	4	9
96	и его	11	9
97	с ним	4	9
98	в отношении	8	8
99	его в	9	8
100	и потому	4	8
101	указывает на	4	8
102	что он	12	8
103	но в	17	8
104	в ее	6	8
105	мы не	7	8
106	все это	8	8
107	это есть	2	8
108	можно сказать	10	8
109	только и	9	8
110	мы имеем	3	8
111	если бы	2	8
112	с тем	7	8
113	вещь как	2	8
114	для него	2	8
115	с другой	8	8
116	как с	2	8
117	отнюдь не	14	8
118	и тут	4	7
119	и тем	4	7
120	из них	4	7
121	самом деле	3	7
122	рационализма и	3	7
123	а в	8	7
124	можно ли	2	7
125	все эти	12	7
126	я не	3	7
127	никак не	10	7
128	сама по	2	7
129	тем что	2	7
130	с этой	4	7
131	ни на	2	7
132	мог бы	2	7
133	и тогда	4	7
134	без всякого	3	7
135	никогда не	7	6
136	вопрос о	2	6
137	для себя	6	6
138	и все	12	6
139	так или	3	6
140	а если	4	6
141	в нем	8	6
142	и до	2	6
143	в своей	29	6
144	тех или	2	6
145	как мы	5	6
146	и вообще	11	6
147	в данном	6	6
148	можно было	4	6
149	дело в	4	6
150	и другое	6	6
151	быть только	6	6
152	или иначе	3	6
153	несмотря на	7	6
154	в той	5	6
155	жизни и	7	6
156	с собою	2	6
157	с точки	13	6
158	в одном	6	6
159	и если	2	5
160	да и	5	5
161	должен быть	2	5
162	свою очередь	2	5
163	действительности и	4	5
164	вместе с	15	5
165	себе в	2	5
166	как это	5	5
167	того же	7	5
168	даже и	11	5
169	и без	5	5
170	между прочим	2	5
171	тогда когда	4	5
172	мы находим	9	5
173	один из	2	5
174	на себя	2	5
175	в его	19	5
176	хотя и	10	5
177	для этого	2	5
178	на это	2	5
179	во всех	2	5
180	в которой	7	5
181	об этом	11	5
182	кроме того	5	5
183	как о	6	5
184	в жизни	4	5
185	нет и	3	5
186	что у	6	5
187	что для	2	5
188	все что	2	5
189	в свою	4	5
