N	3gram	Vygotskiy_	Istorich
1	и т д	6	142
2	с другой стороны	5	46
3	до сих пор	6	30
4	мы видим что	7	30
5	с одной стороны	6	28
6	так же как	2	27
7	мы знаем что	2	26
8	в том что	20	25
9	не может быть	3	24
10	вместе с тем	3	23
11	точно так же	3	22
12	о том что	8	22
13	мы видели что	2	16
14	в данном случае	5	15
15	мы уже знаем	2	15
16	о том как	3	15
17	на то что	16	14
18	мы увидим ниже	2	13
19	мы увидим что	9	13
20	в то время	4	13
21	то время как	3	13
22	как мы видели	2	12
23	можно было бы	6	10
24	и вместе с	3	9
25	друг с другом	2	9
26	как мы увидим	2	9
27	то же самое	12	8
28	надо сказать что	4	8
29	образом мы видим	2	8
30	что у него	2	8
31	и то что	3	8
32	здесь мы видим	2	7
33	во всяком случае	6	7
34	что он не	4	7
35	то что в	5	7
36	потому что он	3	7
37	с тем что	3	7
38	смысле этого слова	5	7
39	так например в	2	7
40	с самого начала	10	6
41	этой точки зрения	2	6
42	с этой точки	2	6
43	к тому же	2	6
44	мы не можем	2	6
45	это значит что	2	6
46	на самом деле	3	5
47	для того чтобы	17	5
48	то что он	3	5
49	мы видим в	2	5
50	должны были бы	2	5
51	в том чтобы	2	5
52	то что она	3	4
53	том что они	2	4
54	состоит в том	2	4
55	это и есть	2	4
56	только после этого	4	4
57	и только после	4	4
58	с точки зрения	11	4
59	и может быть	3	4
60	сами по себе	3	4
61	только то что	3	4
62	же самое что	2	4
63	все то что	13	3
64	и то же	3	3
65	никак не может	3	3
66	не только не	3	3
67	мы уже говорили	4	3
68	если бы она	2	3
69	что в нем	3	3
70	к тому что	5	3
71	не в том	2	3
72	в противоречие с	2	3
73	в том смысле	2	3
74	внимание на то	3	3
75	что в этом	2	3
76	то и другое	3	2
77	и в конце	2	2
78	и то и	3	2
79	в том как	2	2
80	в самом деле	29	2
81	и что это	2	2
82	сам по себе	2	2
83	ничего общего с	2	2
84	это означало бы	2	2
85	она не может	2	2
86	он не мог	2	2
87	все больше и	2	2
88	к тому чтобы	4	2
89	больше и больше	2	2
90	одна из них	2	2
91	как если бы	3	2
92	том что он	3	2
93	в прямом смысле	2	2
94	вовсе не в	2	2
95	том что она	3	2
96	это было бы	2	2
97	совершенно ясно что	10	2
98	если мы будем	2	2
99	совершенно очевидно что	3	2
100	тем что в	2	2
101	и т п	7	2
102	только в том	5	2
103	указывает на то	4	2
104	таким образом что	2	2
105	одно и то	3	2
106	и той же	3	2
107	на то чтобы	2	2
108	здесь совершенно ясно	3	2
109	одной и той	3	2
110	в свою очередь	3	2
111	вместо того чтобы	3	2
