N	2gram	Vygotskiy_	Formalny
1	и в	38	95
2	и не	16	78
3	может быть	25	66
4	в этом	35	61
5	не может	11	57
6	вовсе не	5	53
7	таким образом	36	52
8	и его	5	51
9	так и	11	50
10	точки зрения	27	47
11	в нем	4	42
12	в его	22	42
13	прежде всего	6	41
14	с точки	11	40
15	как и	20	39
16	не в	10	35
17	в самом	8	35
18	в процессе	33	34
19	а не	7	34
20	но и	9	33
21	то же	18	32
22	самом деле	4	32
23	не только	16	30
24	в том	59	26
25	отнюдь не	6	26
26	если бы	12	26
27	то что	27	25
28	при этом	13	24
29	в своей	9	24
30	в ней	3	23
31	связи с	14	23
32	было бы	15	23
33	с помощью	64	23
34	в то	5	22
35	в истории	9	21
36	как бы	17	21
37	что в	31	21
38	и с	5	21
39	в их	12	20
40	не менее	8	20
41	между ними	6	20
42	и от	5	20
43	с тем	18	20
44	входит в	7	20
45	как мы	14	20
46	место в	3	20
47	не могут	5	19
48	все это	8	19
49	хотя бы	2	19
50	по себе	11	19
51	все же	11	18
52	и все	5	18
53	все эти	9	18
54	в связи	9	18
55	с его	3	18
56	и их	4	18
57	только в	16	18
58	как в	14	17
59	так же	26	16
60	во всяком	10	16
61	с другой	11	16
62	потому что	14	16
63	всяком случае	10	16
64	его в	8	15
65	все время	6	15
66	но в	4	15
67	бы в	5	15
68	с другими	3	15
69	так как	19	15
70	должно быть	3	15
71	во всех	3	15
72	именно в	6	15
73	и на	9	15
74	что он	13	14
75	только на	2	14
76	в целом	22	14
77	в своем	9	14
78	еще не	6	14
79	в жизни	3	14
80	в этой	7	14
81	если мы	12	14
82	и потому	2	14
83	вместе с	18	14
84	до конца	2	13
85	того что	17	13
86	говорит он	8	13
87	а в	7	13
88	могут быть	9	13
89	для них	3	13
90	что и	14	13
91	независимо от	5	13
92	в результате	6	13
93	тем что	12	13
94	ни в	12	13
95	в действительности	3	12
96	по отношению	4	12
97	как это	16	12
98	того чтобы	15	12
99	там где	4	12
100	и здесь	5	12
101	к тому	8	12
102	отношению к	3	12
103	и для	4	12
104	оно не	3	12
105	уже не	3	12
106	никогда не	11	11
107	этом отношении	9	11
108	в корне	2	11
109	они не	4	11
110	в реальном	3	11
111	в основе	32	11
112	но не	7	11
113	слова и	8	11
114	что они	23	11
115	для него	6	11
116	зависимости от	7	11
117	между тем	10	11
118	не есть	5	10
119	не как	3	10
120	друг друга	7	10
121	формы и	3	10
122	в зависимости	6	10
123	мы не	14	10
124	в дальнейшем	3	10
125	по существу	4	10
126	мы видели	8	10
127	другой стороны	5	10
128	с ее	5	10
129	не является	13	10
130	и как	11	10
131	метод в	2	10
132	в своих	3	10
133	главным образом	3	10
134	он не	6	10
135	в слове	3	10
136	тем же	8	10
137	здесь не	2	9
138	но это	7	9
139	и может	4	9
140	или иного	2	9
141	в каждом	2	9
142	бы ни	2	9
143	менее всего	2	9
144	и даже	4	9
145	от всех	2	9
146	в свою	4	9
147	ни было	2	9
148	мы знаем	10	9
149	в языке	3	9
150	это не	5	8
151	в других	2	8
152	между собой	15	8
153	до сих	3	8
154	одной стороны	8	8
155	и те	3	8
156	в них	3	8
157	с одной	8	8
158	в области	9	8
159	же как	10	8
160	для этого	3	8
161	что это	8	8
162	с этим	6	8
163	всех этих	2	8
164	задачи и	5	8
165	сих пор	3	8
166	и является	2	8
167	и к	9	8
168	роль в	5	8
169	для того	14	8
170	и речи	27	8
171	на основе	29	8
172	ясно что	4	8
173	том что	44	7
174	в себе	9	7
175	как их	2	7
176	свою очередь	3	7
177	что именно	3	7
178	или менее	5	7
179	более или	3	7
180	является для	2	7
181	в сущности	3	7
182	не на	2	7
183	бы быть	2	7
184	сказать что	10	7
185	к этому	5	7
186	того или	2	7
187	в первый	2	7
188	и только	4	7
189	в какой	5	7
190	и более	4	7
191	но все	4	7
192	сами по	4	7
193	столь же	7	7
194	ничем не	2	7
195	только и	2	7
196	из них	5	7
197	в той	2	7
198	мы увидим	4	7
199	высшей степени	11	7
200	же и	2	7
201	в высшей	11	7
202	от этого	6	7
203	тем самым	6	6
204	в которой	4	6
205	материал и	2	6
206	на этом	3	6
207	и тем	8	6
208	и других	4	6
209	у них	3	6
210	в частности	4	6
211	и это	7	6
212	тому что	3	6
213	в этих	4	6
214	те же	6	6
215	речевого общения	5	6
216	один из	8	6
217	смысле этого	10	6
218	нисколько не	3	6
219	этого слова	13	6
220	ее в	2	6
221	из этих	5	6
222	особенно в	2	6
223	к истории	3	6
224	отличается от	5	6
225	мы полагаем	2	6
226	от его	2	6
227	но для	2	6
228	такой же	4	6
229	не по	2	6
230	от нее	4	6
231	в живом	3	6
232	например в	2	6
233	о том	6	6
234	их в	6	6
235	в смысле	9	6
236	уже в	10	6
237	только не	2	6
238	как она	4	6
239	сам по	2	6
240	с ним	4	6
241	той же	8	6
242	даже в	5	5
243	должен был	2	5
244	мы должны	15	5
245	тому чтобы	2	5
246	могло бы	4	5
247	случае в	2	5
248	функции в	2	5
249	все более	2	5
250	не можем	4	5
251	что оно	8	5
252	от того	8	5
253	к которому	6	5
254	в виду	4	5
255	на все	2	5
256	а как	2	5
257	связь между	7	5
258	в основном	6	5
259	мы уже	8	5
260	может стать	2	5
261	отличие от	8	5
262	и между	4	5
263	от этих	2	5
264	в него	4	5
265	с необходимостью	3	5
266	одного из	3	5
267	в отличие	8	5
268	в такой	3	5
269	и по	5	5
270	можно сказать	2	5
271	слов и	5	5
272	хотя и	2	5
273	бы и	2	5
274	и то	9	5
275	если в	3	5
276	то в	3	5
277	не столько	4	5
278	как например	2	5
279	то и	5	5
280	в мире	2	5
281	и эта	4	5
282	мы можем	13	5
283	в эту	3	5
284	значение в	5	5
285	как они	5	5
286	с этой	6	5
287	для нас	6	5
288	целом и	2	5
289	ни на	3	5
290	не имеет	3	5
291	в котором	3	5
292	слова в	8	5
293	одни и	3	5
294	в отношении	14	5
295	приводит к	5	5
296	этом смысле	7	5
297	еще в	2	5
298	тому как	2	5
299	и что	15	5
300	же в	3	5
301	таким же	4	5
302	как на	2	5
