N	2gram	Bakhtin_Fr	Dialekti
1	и не	23	120
2	а не	6	78
3	и в	67	77
4	точки зрения	7	72
5	может быть	4	71
6	не только	23	66
7	то что	9	59
8	и есть	5	55
9	ничего не	5	54
10	не может	9	53
11	и даже	6	47
12	так как	16	46
13	с точки	5	46
14	есть нечто	2	46
15	что это	4	46
16	потому что	8	45
17	как бы	18	43
18	ни в	5	42
19	и что	3	42
20	не имеет	4	41
21	вовсе не	19	41
22	в том	16	40
23	в этом	27	39
24	то же	18	39
25	в себе	3	38
26	что она	4	38
27	том что	13	37
28	что он	7	37
29	прежде всего	19	37
30	это не	5	36
31	что в	14	34
32	в нем	20	34
33	и все	18	33
34	того что	4	33
35	но и	23	32
36	все это	15	31
37	и как	7	30
38	сказать что	12	30
39	так и	14	29
40	было бы	5	29
41	как и	19	28
42	никогда не	6	27
43	в виду	2	26
44	не в	8	26
45	есть и	8	26
46	и то	2	25
47	говорить о	5	25
48	если бы	2	24
49	но это	10	24
50	и вот	4	23
51	в то	17	23
52	это и	10	23
53	таким образом	20	23
54	что не	4	21
55	в чем	6	21
56	что все	4	20
57	только в	6	20
58	как раз	5	20
59	и вообще	3	20
60	что и	8	20
61	о том	8	20
62	и с	18	20
63	в таком	2	20
64	и притом	2	19
65	в своем	13	19
66	как это	5	19
67	не менее	4	19
68	и это	5	19
69	тогда когда	3	19
70	в самом	7	19
71	и его	19	19
72	с другой	3	18
73	хотя бы	2	18
74	же время	14	18
75	жизни и	11	18
76	в основе	6	17
77	в сущности	13	17
78	можно сказать	4	17
79	в особенности	7	17
80	другими словами	3	16
81	в своей	6	16
82	мы не	6	16
83	кроме того	11	16
84	к нему	5	16
85	да и	2	16
86	об этом	5	16
87	конечно не	5	16
88	и о	8	15
89	то в	3	15
90	также и	11	15
91	все же	7	15
92	так же	13	15
93	самом деле	6	15
94	хотя и	6	15
95	же и	2	15
96	на то	2	15
97	несмотря на	3	15
98	мы уже	13	15
99	ровно ничего	2	15
100	жизнь и	5	14
101	и ее	2	14
102	ни с	2	14
103	с ним	6	14
104	а именно	2	14
105	не было	3	14
106	и только	2	14
107	ни о	2	13
108	но в	20	13
109	в ней	10	13
110	и та	2	13
111	он не	9	13
112	мы находим	5	13
113	что они	3	13
114	другой стороны	2	13
115	с ее	7	13
116	и к	7	13
117	еще не	5	12
118	все эти	12	12
119	никак не	3	12
120	именно в	5	12
121	и если	3	12
122	и жизни	2	12
123	перед нами	6	12
124	не могут	3	12
125	и ни	3	12
126	а в	4	12
127	тем более	3	12
128	с этим	6	12
129	но не	6	12
130	та же	2	11
131	нисколько не	4	11
132	от того	3	11
133	его не	5	11
134	в них	12	11
135	в данном	4	11
136	есть в	5	11
137	из них	5	11
138	или в	3	11
139	одно из	2	10
140	от этого	2	10
141	к тому	4	10
142	в ее	2	10
143	как мы	16	10
144	в его	17	10
145	за пределы	4	10
146	это было	4	10
147	нет ни	2	10
148	для того	8	10
149	и для	4	10
150	если же	2	10
151	чтобы не	2	10
152	в их	4	10
153	в частности	4	10
154	мы видим	6	10
155	ни того	2	10
156	в результате	5	10
157	времени и	4	10
158	как будто	2	10
159	в жизни	4	10
160	если мы	3	10
161	только о	2	10
162	не нуждается	2	9
163	как он	3	9
164	и по	3	9
165	в истории	2	9
166	превращается в	5	9
167	не как	3	9
168	имеется в	2	9
169	подобно тому	2	9
170	между собою	6	9
171	в котором	3	9
172	тому как	2	9
173	той же	6	9
174	в одном	7	9
175	и от	6	9
176	же как	4	9
177	при этом	5	9
178	и он	4	9
179	то время	4	9
180	всех этих	9	9
181	бы в	5	9
182	мы можем	5	9
183	мир и	5	9
184	на этом	7	9
185	и на	12	9
186	на самом	8	8
187	в отношении	2	8
188	от него	2	8
189	и без	3	8
190	не будет	2	8
191	в дальнейшем	2	8
192	в этой	13	8
193	уже и	3	8
194	все время	3	8
195	у нас	3	8
196	с одной	2	8
197	же вы	2	8
198	но все	2	8
199	что эта	3	8
200	даже в	5	8
201	в одной	3	8
202	один из	6	8
203	в поэзии	3	8
204	но она	5	8
205	бы и	2	8
206	нет и	4	8
207	в разных	2	8
208	что здесь	3	7
209	в конце	12	7
210	из этих	4	7
211	он должен	2	7
212	и при	2	7
213	связи с	7	7
214	его как	4	7
215	на первый	4	7
216	тем что	3	7
217	в связи	5	7
218	думать что	2	7
219	все что	3	7
220	нуждается в	3	7
221	мира и	10	7
222	тело и	2	7
223	и больше	2	7
224	с его	11	7
225	и их	6	7
226	как в	4	7
227	это конечно	4	7
228	и образ	3	7
229	как на	6	7
230	но он	5	7
231	еще и	6	6
232	и времени	2	6
233	в другом	4	6
234	и почти	2	6
235	в один	2	6
236	с тем	3	6
237	они не	5	6
238	более или	2	6
239	того чтобы	9	6
240	себя и	2	6
241	и они	2	6
242	для этого	2	6
243	тут же	2	6
244	но они	6	6
245	вообще не	3	6
246	в себя	6	6
247	вместе с	5	6
248	его в	10	6
249	и прежде	4	6
250	о чем	5	6
251	или менее	2	6
252	нем есть	2	6
253	я вижу	2	6
254	по существу	4	6
255	по своему	5	6
256	о нем	2	6
257	одной стороны	2	6
258	тела и	14	6
259	можно было	5	6
260	более не	2	6
261	во всех	20	6
262	с полной	3	6
263	она и	2	6
264	для него	4	6
265	во времени	2	5
266	но мы	3	5
267	весь мир	10	5
268	состоит из	2	5
269	точку зрения	3	5
270	что на	3	5
271	почти не	2	5
272	же не	2	5
273	и во	4	5
274	если в	3	5
275	свободы и	2	5
276	которая не	2	5
277	мы еще	2	5
278	и наконец	5	5
279	в целях	2	5
280	сих пор	3	5
281	или на	2	5
282	например в	6	5
283	что у	2	5
284	он может	2	5
285	учения о	2	5
286	их в	2	5
287	когда он	2	5
288	из этого	5	5
289	первый план	3	5
290	становления и	2	5
291	внешнее и	2	5
292	вплоть до	2	5
293	и у	7	5
294	ведь это	3	5
295	в области	2	5
296	в одно	2	5
297	и она	3	5
298	в качестве	5	5
299	тела в	11	5
300	независимо от	3	5
301	к этому	4	5
