N	2gram	Vygotskiy_	Formalny
1	и в	33	95
2	и не	18	78
3	может быть	15	66
4	в этом	43	61
5	не может	31	57
6	вовсе не	2	53
7	таким образом	30	52
8	и его	6	51
9	так и	8	50
10	точки зрения	27	47
11	в нем	10	42
12	в его	15	42
13	прежде всего	5	41
14	с точки	12	40
15	как и	13	39
16	не в	10	35
17	в самом	10	35
18	в процессе	37	34
19	а не	14	34
20	но и	14	33
21	то же	12	32
22	самом деле	9	32
23	не только	28	30
24	в пределах	6	28
25	в том	44	26
26	отнюдь не	2	26
27	если бы	13	26
28	то что	48	25
29	на самом	3	24
30	при этом	9	24
31	в своей	5	24
32	в ней	2	23
33	связи с	9	23
34	было бы	18	23
35	с помощью	32	23
36	в то	5	22
37	и ее	2	22
38	в истории	3	21
39	как бы	11	21
40	что в	33	21
41	и с	7	21
42	в их	4	20
43	не менее	4	20
44	между ними	5	20
45	и от	2	20
46	с тем	9	20
47	как мы	20	20
48	место в	2	20
49	не могут	7	19
50	все это	2	19
51	хотя бы	5	19
52	по себе	8	19
53	все же	5	18
54	и все	2	18
55	все эти	9	18
56	в связи	6	18
57	должна быть	7	18
58	с его	3	18
59	и их	4	18
60	только в	21	18
61	как в	7	17
62	как раз	5	17
63	так же	22	16
64	во всяком	4	16
65	совершенно не	5	16
66	с другой	11	16
67	потому что	40	16
68	всяком случае	2	16
69	его в	6	15
70	все время	3	15
71	но в	9	15
72	бы в	6	15
73	так как	20	15
74	должно быть	10	15
75	во всех	3	15
76	именно в	8	15
77	и на	11	15
78	что он	40	14
79	только на	3	14
80	в целом	8	14
81	языка и	6	14
82	в своем	11	14
83	еще не	11	14
84	в жизни	2	14
85	в этой	8	14
86	если мы	9	14
87	и потому	3	14
88	в единстве	2	14
89	жизни и	2	14
90	вместе с	9	14
91	до конца	3	13
92	в настоящее	2	13
93	настоящее время	2	13
94	со стороны	3	13
95	того что	34	13
96	говорит он	3	13
97	а в	5	13
98	что же	2	13
99	могут быть	7	13
100	что и	11	13
101	независимо от	3	13
102	в результате	9	13
103	она не	2	13
104	тем что	12	13
105	как таковой	2	13
106	как его	2	13
107	в действительности	6	12
108	по отношению	19	12
109	как это	11	12
110	того чтобы	26	12
111	там где	2	12
112	и здесь	2	12
113	к тому	14	12
114	отношению к	19	12
115	и для	3	12
116	оно не	2	12
117	никогда не	10	11
118	этом отношении	7	11
119	это и	3	11
120	в корне	2	11
121	они не	7	11
122	в основе	12	11
123	но не	13	11
124	слова и	3	11
125	что они	8	11
126	для него	9	11
127	зависимости от	3	11
128	между тем	5	11
129	не есть	4	10
130	не как	3	10
131	в зависимости	2	10
132	мы не	6	10
133	по существу	5	10
134	бы то	2	10
135	мы видели	10	10
136	другой стороны	9	10
137	не является	7	10
138	в первом	4	10
139	и как	7	10
140	в своих	5	10
141	раз и	3	10
142	он не	13	10
143	ничего не	6	9
144	но это	4	9
145	и может	4	9
146	и даже	3	9
147	у нас	4	9
148	язык и	2	9
149	еще более	5	9
150	в свою	5	9
151	говорить о	3	9
152	мы знаем	5	9
153	отношения к	2	9
154	это не	8	8
155	в других	2	8
156	между собой	17	8
157	до сих	3	8
158	одной стороны	10	8
159	и те	2	8
160	в них	3	8
161	с одной	10	8
162	в области	19	8
163	же как	9	8
164	для этого	3	8
165	с этим	9	8
166	в данном	4	8
167	сих пор	3	8
168	из этого	3	8
169	и является	6	8
170	и к	7	8
171	для того	20	8
172	на основе	6	8
173	ясно что	2	8
174	самое понятие	2	7
175	том что	41	7
176	в себе	4	7
177	в одной	2	7
178	свою очередь	4	7
179	что именно	4	7
180	совершается в	4	7
181	стороны и	3	7
182	во втором	2	7
183	является для	2	7
184	в систему	2	7
185	в сущности	17	7
186	не на	5	7
187	форм и	2	7
188	сказать что	18	7
189	к этому	7	7
190	и наконец	3	7
191	и только	4	7
192	в какой	8	7
193	и более	8	7
194	но все	2	7
195	столь же	5	7
196	из них	6	7
197	в той	8	7
198	мы увидим	3	7
199	высшей степени	3	7
200	в высшей	3	7
201	данном случае	3	6
202	тем самым	13	6
203	в которой	8	6
204	в конце	3	6
205	отношение к	12	6
206	на этом	8	6
207	и тем	5	6
208	и других	7	6
209	в частности	9	6
210	его и	4	6
211	и это	3	6
212	тому что	14	6
213	в этих	7	6
214	те же	6	6
215	один из	4	6
216	смысле этого	2	6
217	нисколько не	2	6
218	этого слова	3	6
219	должны быть	2	6
220	ее в	3	6
221	к его	4	6
222	из этих	2	6
223	за пределы	4	6
224	отличается от	2	6
225	кроме того	2	6
226	но для	3	6
227	такой же	4	6
228	о том	13	6
229	их в	3	6
230	в смысле	3	6
231	же правом	3	6
232	уже в	4	6
233	если он	4	6
234	только не	7	6
235	как она	3	6
236	в плоскости	2	6
237	с ним	6	6
238	той же	7	6
239	учение о	3	6
240	должен был	3	5
241	мы должны	13	5
242	тому чтобы	4	5
243	функции в	4	5
244	все более	4	5
245	не можем	2	5
246	что оно	9	5
247	от того	8	5
248	к которому	7	5
249	в виду	4	5
250	на все	7	5
251	в основном	2	5
252	роли в	2	5
253	мы уже	4	5
254	может стать	2	5
255	показать что	4	5
256	отличие от	3	5
257	и между	7	5
258	одной из	5	5
259	без всякой	2	5
260	с необходимостью	5	5
261	а только	8	5
262	в отличие	3	5
263	то это	2	5
264	в такой	5	5
265	что не	2	5
266	и самый	2	5
267	и по	5	5
268	можно сказать	7	5
269	из виду	2	5
270	слов и	3	5
271	и то	9	5
272	если в	4	5
273	к предмету	2	5
274	то в	7	5
275	не столько	3	5
276	то и	2	5
277	по аналогии	2	5
278	мы можем	15	5
279	значение в	3	5
280	как они	4	5
281	восприятия и	3	5
282	с этой	8	5
283	в условиях	3	5
284	к нему	4	5
285	ни на	3	5
286	не имеет	7	5
287	учения о	2	5
288	в котором	2	5
289	слова в	3	5
290	в отношении	18	5
291	приводит к	10	5
292	этом смысле	5	5
293	еще в	3	5
294	тому как	6	5
295	и что	18	5
296	же в	2	5
297	таким же	3	5
298	как на	4	5
299	друг другу	2	5
300	в нашем	5	5
301	вопрос о	15	5
302	все дело	2	4
303	и притом	2	4
304	или даже	2	4
305	очевидно что	2	4
306	и следовательно	7	4
307	от него	3	4
308	к другим	2	4
309	должны были	3	4
310	и сами	2	4
311	является в	2	4
312	одним из	4	4
313	слово в	3	4
314	конце концов	2	4
315	он должен	9	4
316	как он	7	4
317	тогда когда	10	4
318	влияние на	2	4
319	на котором	3	4
320	не являются	2	4
321	он в	3	4
322	никаких оснований	2	4
323	лучшем случае	4	4
324	между двумя	4	4
325	к этой	3	4
326	того же	13	4
327	понятий и	22	4
328	аналогии с	2	4
329	содержания и	2	4
330	самого начала	8	4
331	этой последней	2	4
332	и во	2	4
333	во всей	3	4
334	с самого	8	4
335	своего развития	11	4
336	этот процесс	5	4
337	имеет место	4	4
338	но при	2	4
339	более и	3	4
340	только то	4	4
341	ближайшим образом	2	4
342	нам кажется	2	4
343	в теории	4	4
