N	2gram	Losev_Vesc	Problema
1	и в	44	182
2	то есть	2	165
3	и не	57	152
4	вовсе не	11	145
5	то что	47	144
6	не есть	79	113
7	не только	48	104
8	потому что	25	89
9	в этом	17	88
10	может быть	37	82
11	том что	13	81
12	в том	15	81
13	не просто	23	80
14	только в	23	73
15	сказать что	21	72
16	но и	19	70
17	в виде	3	69
18	у нас	9	68
19	также и	9	68
20	и даже	12	66
21	по себе	22	64
22	даже и	5	63
23	не менее	11	58
24	о том	11	57
25	так и	4	56
26	тем не	11	56
27	а не	34	56
28	но в	8	55
29	так что	9	52
30	ни в	11	51
31	для нас	2	50
32	и вообще	6	48
33	отнюдь не	8	48
34	в себе	23	48
35	при помощи	4	47
36	было бы	24	46
37	в своей	6	45
38	прежде всего	17	45
39	что в	11	44
40	в его	5	44
41	все эти	5	43
42	не в	14	43
43	таким образом	16	42
44	как раз	16	42
45	то же	12	42
46	если мы	12	42
47	так как	17	40
48	что мы	17	40
49	и то	14	40
50	что он	7	40
51	и что	22	40
52	не может	44	39
53	есть символ	2	39
54	в этой	4	39
55	и тем	7	39
56	во всяком	4	39
57	как бы	19	39
58	той или	3	38
59	в данном	6	38
60	никак не	7	37
61	хотя бы	9	37
62	того что	16	37
63	в нем	6	37
64	еще не	12	36
65	есть нечто	12	36
66	точки зрения	10	36
67	и все	6	36
68	и т	37	35
69	вещи есть	55	35
70	когда мы	6	35
71	в виду	2	34
72	и с	11	34
73	указывает на	8	34
74	как и	15	34
75	уже не	15	34
76	не является	3	33
77	т д	36	33
78	в то	11	32
79	здесь не	2	32
80	но не	9	32
81	в своем	9	31
82	в конце	3	31
83	все это	7	31
84	что такое	20	31
85	так же	4	31
86	но это	14	31
87	ясно что	10	30
88	с другой	8	30
89	и для	13	30
90	как мы	6	29
91	перед нами	3	29
92	все же	18	29
93	об этом	5	29
94	можно сказать	8	29
95	есть ее	4	29
96	данном случае	2	28
97	и о	4	28
98	что же	17	28
99	есть только	18	28
100	мы не	8	28
101	а в	6	28
102	и как	12	27
103	ничего не	12	27
104	и это	17	27
105	хотя и	5	27
106	еще и	11	26
107	по крайней	10	26
108	в результате	9	26
109	как будто	2	26
110	вместе с	4	26
111	это не	9	26
112	крайней мере	10	26
113	да и	5	26
114	другой стороны	3	26
115	и его	4	26
116	тем самым	2	25
117	с точки	6	25
118	и на	2	25
119	мы можем	4	25
120	всяком случае	2	25
121	тем более	3	24
122	не имеет	2	24
123	с тем	8	24
124	и притом	4	23
125	а только	3	23
126	только и	8	23
127	тут же	4	23
128	мы находим	5	23
129	на то	9	23
130	содержит в	11	23
131	есть не	17	23
132	конце концов	2	23
133	в качестве	4	23
134	то и	7	23
135	никогда не	5	22
136	и если	5	22
137	сам по	4	22
138	его в	8	22
139	и есть	40	22
140	только на	3	22
141	нет ничего	2	22
142	значит что	32	22
143	вещи и	40	22
144	что и	11	22
145	можно ли	7	22
146	и от	4	22
147	другими словами	9	22
148	раз и	2	22
149	есть в	4	22
150	мы должны	5	21
151	и ее	19	21
152	и без	4	21
153	для себя	6	21
154	сама по	7	21
155	в самом	13	21
156	говорить о	9	21
157	и только	11	21
158	и потому	8	20
159	как о	5	20
160	но как	3	20
161	для того	3	20
162	именно в	2	20
163	о чем	2	20
164	можно было	6	20
165	несмотря на	6	20
166	или в	3	20
167	тем что	7	20
168	в отношении	7	19
169	в каком	6	19
170	но если	12	19
171	как нечто	3	19
172	тоже есть	5	19
173	то в	4	19
174	если бы	8	19
175	кроме того	5	19
176	это значит	30	19
177	но только	4	19
178	то это	5	19
179	если не	3	19
180	он не	4	19
181	с ним	8	19
182	уже в	2	19
183	самом деле	7	19
184	это есть	8	19
185	как в	3	19
186	этом смысле	2	19
187	жизни и	6	19
188	того же	5	18
189	не будет	13	18
190	того чтобы	4	18
191	в ее	8	18
192	и ни	3	18
193	не было	4	18
194	не существует	4	18
195	в ней	14	18
196	ни о	3	17
197	что здесь	2	17
198	мы уже	3	17
199	гораздо более	2	17
200	и здесь	5	17
201	но уже	3	17
202	без всякого	7	17
203	это и	12	17
204	совсем не	2	17
205	что они	12	17
206	тех или	6	17
207	есть именно	7	17
208	совершенно не	11	17
209	во всех	5	17
210	но даже	3	16
211	к тому	3	16
212	но все	3	16
213	между собою	12	16
214	в одно	2	16
215	далеко не	2	16
216	для этого	5	16
217	как это	4	16
218	случае не	3	16
219	что она	23	16
220	он и	2	16
221	в чем	10	15
222	и более	4	15
223	казалось бы	3	15
224	в частности	3	15
225	у него	3	15
226	что не	11	15
227	с этим	4	15
228	в той	6	15
229	и сам	3	15
230	нет никакой	4	14
231	не что	12	14
232	не так	2	14
233	что все	2	14
234	говорит о	3	14
235	иное как	12	14
236	все равно	6	14
237	что иное	12	14
238	нас в	3	14
239	в котором	4	14
240	а это	5	14
241	нас не	2	14
242	с другими	8	14
243	то ни	13	14
244	только о	2	14
245	дело в	6	13
246	или другой	3	13
247	те или	5	13
248	из этого	3	13
249	в их	4	13
250	бы и	9	13
251	действительности и	5	13
252	тому что	2	13
253	мы имеем	8	13
254	всегда есть	5	13
255	есть ни	12	13
256	должны сказать	2	13
257	же и	2	13
258	сами по	3	13
