N	2gram	Propp_Isto	Komedia
1	и в	40	77
2	и не	19	47
3	в том	12	44
4	том что	11	42
5	т е	30	33
6	о том	12	33
7	едва ли	2	32
8	но и	21	32
9	может быть	37	30
10	таким образом	13	29
11	из них	5	29
12	в то	4	28
13	и его	5	28
14	в этом	13	27
15	потому что	12	27
16	что он	32	26
17	к тому	6	26
18	не только	28	25
19	вместе с	13	25
20	так как	20	24
21	как и	5	23
22	в доме	4	23
23	в дом	2	23
24	ни в	2	23
25	что в	19	23
26	что и	9	22
27	если бы	8	22
28	так и	13	21
29	а в	15	21
30	то же	21	21
31	ясно что	2	21
32	в его	10	20
33	со стороны	3	19
34	во время	5	19
35	к этому	2	19
36	в этой	9	18
37	и т	39	17
38	тем что	7	17
39	еще не	14	17
40	и здесь	15	17
41	в нем	8	17
42	все же	17	16
43	у него	5	16
44	не менее	7	16
45	при этом	6	16
46	тот же	3	16
47	сих пор	12	16
48	он не	10	16
49	до сих	11	16
50	его в	15	15
51	в своем	5	15
52	не в	11	15
53	между тем	2	15
54	прежде всего	15	15
55	один из	10	15
56	на себя	2	15
57	было бы	11	15
58	в которой	2	15
59	и на	6	15
60	к нему	3	14
61	все это	6	14
62	об этом	11	14
63	и с	5	14
64	столь же	2	14
65	то что	17	13
66	так что	9	13
67	самом деле	2	13
68	но в	13	13
69	в них	2	13
70	того чтобы	3	13
71	что она	10	13
72	мы можем	7	13
73	в одном	8	13
74	как раз	2	13
75	так же	18	12
76	с другой	8	12
77	как это	6	12
78	уже в	2	12
79	не по	2	12
80	в качестве	8	12
81	в истории	2	12
82	в начале	3	12
83	не может	19	12
84	как в	7	12
85	но не	7	12
86	в котором	5	12
87	из которых	3	12
88	по отношению	6	11
89	должны были	9	11
90	наряду с	6	11
91	в их	6	11
92	в частности	3	11
93	с тем	13	11
94	из дому	5	11
95	как мы	3	11
96	то время	3	11
97	к ней	3	11
98	и даже	4	11
99	на этот	2	11
100	и для	5	11
101	с ним	3	11
102	в целом	3	10
103	к себе	2	10
104	ничего не	6	10
105	одной из	6	10
106	из дома	10	10
107	на его	2	10
108	мы не	12	10
109	он был	3	10
110	тут же	2	10
111	с этим	5	10
112	на него	7	10
113	с одной	8	10
114	как бы	6	10
115	еще в	2	10
116	и что	14	10
117	в тех	4	9
118	отличие от	3	9
119	одной стороны	7	9
120	однако в	2	9
121	в образе	3	9
122	ответ на	3	9
123	и по	4	9
124	даже не	2	9
125	в своей	2	9
126	того как	6	9
127	а также	2	9
128	отношению к	6	9
129	время как	3	9
130	но все	9	9
131	друг друга	2	9
132	вовсе не	3	9
133	только в	16	9
134	в ней	10	9
135	возможно что	3	8
136	и ее	3	8
137	как он	5	8
138	то ни	2	8
139	с самого	4	8
140	не знает	7	8
141	то это	9	8
142	а затем	4	8
143	связи с	10	8
144	да и	3	8
145	другой стороны	7	8
146	можно было	8	8
147	бы в	2	8
148	что у	3	8
149	в которых	2	8
150	не было	3	8
151	во всех	3	8
152	вопрос о	8	7
153	в себе	6	7
154	в другом	6	7
155	это время	3	7
156	мы знаем	10	7
157	самого начала	4	7
158	в других	3	7
159	но если	4	7
160	и это	2	7
161	в связи	7	7
162	что они	13	7
163	бы то	2	7
164	из этих	2	7
165	хотя бы	5	7
166	в результате	2	7
167	дело с	2	7
168	и вот	2	7
169	должен был	6	7
170	ни было	2	7
171	в этих	17	7
172	и тот	3	7
173	отнюдь не	2	7
174	для нас	17	7
175	даже в	5	6
176	за то	3	6
177	в силу	7	6
178	в виду	2	6
179	и тем	2	6
180	у тебя	2	6
181	в области	2	6
182	на вопрос	4	6
183	всего в	2	6
184	так в	7	6
185	могут быть	5	6
186	здесь в	4	6
187	что не	2	6
188	в сущности	2	6
189	никто не	3	6
190	в дальнейшем	6	6
191	в древней	2	6
192	и он	4	6
193	на это	3	6
194	это было	2	6
195	тем не	7	6
196	и как	3	6
197	как правило	4	6
198	в середине	3	6
199	как будто	7	6
200	в отличие	3	6
201	в какой	4	6
202	после того	2	6
203	на то	6	6
204	с собой	2	6
205	когда он	9	6
206	в другой	4	6
207	а по	3	6
208	там же	3	6
209	на этом	3	6
210	представляет собой	7	6
211	главным образом	2	6
212	или в	6	6
213	молодых людей	2	6
214	а не	18	6
215	не дает	2	6
216	не мог	4	6
217	никогда не	25	5
218	и если	4	5
219	что их	3	5
220	это не	8	5
221	из всех	2	5
222	отец и	2	5
223	для всех	2	5
224	том как	3	5
225	вслед за	7	5
226	одним из	2	5
227	роль в	3	5
228	и мы	2	5
229	ни одной	2	5
230	после этого	5	5
231	вывод что	2	5
232	по существу	7	5
233	к ним	4	5
234	не так	2	5
235	мы имеем	25	5
236	не могла	2	5
237	между собой	4	5
238	см ниже	2	5
239	же не	3	5
240	из своего	2	5
241	в ее	2	5
242	можно судить	2	5
243	в действительности	2	5
244	который в	2	5
245	сказать что	7	5
246	представление о	3	5
247	и от	2	5
248	для этого	3	5
249	что это	12	5
250	себя в	2	5
251	также в	2	5
252	т д	35	5
253	отказаться от	2	5
254	к своему	3	5
255	восходит к	6	5
256	именно в	5	5
257	приводит к	3	5
258	здесь нет	2	5
259	он и	3	5
260	в это	2	5
261	конечно не	2	5
262	же самое	3	5
263	у меня	4	5
264	но он	5	5
265	чем в	2	5
266	чтобы не	3	4
267	которые в	3	4
268	в глаза	2	4
269	в пользу	2	4
270	к которому	5	4
271	по своей	2	4
272	не всегда	9	4
273	всякого рода	3	4
274	ничем не	2	4
275	видно из	2	4
276	или менее	5	4
277	к сожалению	3	4
278	там и	3	4
279	образом в	2	4
280	а сам	3	4
281	и этим	3	4
282	в более	2	4
283	его не	3	4
284	между ними	2	4
285	что же	4	4
286	же как	7	4
287	обстоит дело	4	4
288	не на	2	4
289	здесь мы	9	4
290	например в	7	4
291	в основе	4	4
292	в состоянии	2	4
293	одна из	4	4
294	хотя в	3	4
295	из этого	3	4
296	одно из	2	4
297	то и	2	4
298	нет ничего	2	4
299	у нее	4	4
300	я не	5	4
301	и почему	3	4
302	был бы	4	4
303	и их	4	4
304	и другие	7	4
305	такой же	2	4
306	в пределах	4	4
307	нас в	2	4
308	именно потому	2	4
309	том чтобы	2	4
310	а то	2	4
311	их в	7	4
312	что мы	9	4
313	мог бы	3	4
314	в поле	2	4
315	что эта	3	4
316	большей частью	2	4
317	по его	3	4
318	в себя	2	4
319	если мы	4	3
320	на улицу	2	3
321	не делает	2	3
322	и потому	3	3
323	не могут	3	3
324	путь к	2	3
325	указывает на	2	3
326	действия и	3	3
327	нисколько не	3	3
328	в одной	3	3
329	ней и	2	3
330	детей и	5	3
331	вплоть до	2	3
332	приходит к	2	3
333	должно было	4	3
334	с той	2	3
335	за собой	3	3
336	должен быть	3	3
337	на пути	2	3
338	а как	2	3
339	же можно	3	3
340	только на	2	3
341	представления о	8	3
342	пока же	3	3
343	в руки	4	3
344	а с	4	3
345	видно что	9	3
346	мы в	4	3
347	от этого	2	3
348	в эту	3	3
349	она не	6	3
350	к этой	5	3
351	они не	8	3
352	с другом	3	3
353	он в	5	3
354	его и	6	3
355	идет речь	2	3
356	этим же	3	3
357	почти не	4	3
358	по этому	2	3
359	на них	2	3
360	в виде	2	3
361	на землю	2	3
362	с ними	2	3
363	и когда	4	3
364	представляют собой	9	3
365	все еще	3	3
366	также что	2	3
367	мы видели	4	3
368	в рамках	2	3
369	могла бы	3	3
370	в эпоху	2	3
371	право на	5	3
372	ее на	2	3
373	возвращается с	3	3
374	не совсем	5	3
375	друг с	4	3
376	знаем их	3	3
377	только для	3	3
378	как о	2	3
379	меньшей мере	2	3
380	и из	2	3
381	и более	3	3
382	не с	3	3
383	можно найти	2	3
384	отношения к	2	3
385	более или	5	3
386	или на	7	3
387	предположение что	2	3
388	связанные с	3	3
389	если это	3	3
390	будто бы	4	3
391	в большинстве	4	3
392	соответствии с	2	3
393	по себе	4	3
394	находится в	6	3
395	относится к	2	3
396	только после	3	3
397	не более	2	3
398	является не	2	3
399	восходят к	6	3
400	ему в	3	3
401	и есть	5	3
402	во всем	3	3
403	своего отца	3	3
404	один и	2	3
405	однако не	2	3
406	его мнению	2	2
407	еще и	2	2
408	в каком	2	2
409	перед нами	5	2
410	тем самым	2	2
411	с которой	2	2
412	как можно	2	2
413	показывают что	7	2
414	ход действия	3	2
415	означает что	4	2
416	ст или	2	2
417	с целью	2	2
418	поэтому он	2	2
419	а потом	4	2
420	не как	3	2
421	связанных с	2	2
422	в конечном	2	2
423	что здесь	9	2
424	даже на	2	2
425	бы его	2	2
426	в новой	2	2
427	доказывает что	2	2
428	у них	2	2
429	начинается с	3	2
430	этого не	6	2
431	в основном	4	2
432	дает нам	3	2
433	они должны	3	2
434	нас не	3	2
435	это дело	4	2
436	это видно	2	2
437	того что	6	2
438	и дает	2	2
439	о нем	5	2
440	что девушка	3	2
441	как уже	2	2
442	источником для	2	2
443	можно привести	3	2
444	здесь же	2	2
445	в ту	2	2
446	была бы	2	2
447	предположить что	2	2
448	зависимости от	3	2
449	ли он	3	2
450	войти в	2	2
451	пока не	5	2
452	лучше всего	2	2
453	большинстве случаев	4	2
454	же что	2	2
455	в основу	2	2
456	точно так	8	2
457	живет в	3	2
458	здесь не	5	2
459	не сам	2	2
460	мы видим	16	2
461	в зависимости	3	2
462	правило в	2	2
463	по отдельным	3	2
464	все эти	6	2
465	чтобы они	2	2
466	себя и	2	2
467	но его	3	2
468	должна быть	5	2
469	следовало бы	3	2
470	эти слова	3	2
471	других случаях	2	2
472	что эти	5	2
473	этом случае	3	2
474	более поздние	3	2
475	чем это	5	2
476	в которую	3	2
477	ей в	2	2
478	еще один	3	2
479	нет в	2	2
480	у вас	2	2
481	по одному	2	2
482	быть не	2	2
483	к которой	2	2
484	с другими	2	2
485	три года	2	2
486	при таком	2	2
487	но это	8	2
488	не все	5	2
489	и так	3	2
490	только с	4	2
491	с ней	2	2
492	дело не	8	2
493	еще до	2	2
494	между прочим	3	2
495	сказал что	3	2
496	с ее	2	2
497	превращается в	4	2
498	это делает	2	2
499	она кормит	2	2
500	себе не	2	2
501	и со	2	2
502	встречается в	3	2
503	а для	2	2
504	не означает	2	2
505	но они	6	2
506	в тот	3	2
507	она и	2	2
508	такие случаи	2	2
509	не должен	8	2
510	для него	2	2
511	в жизни	2	2
512	чтобы понять	3	2
513	а может	2	2
514	этот вопрос	7	2
515	подобно тому	3	2
516	то мы	6	2
517	ее в	7	2
518	другой пример	2	2
519	не вполне	3	2
520	нет необходимости	4	2
521	имеем в	4	2
522	эти две	2	2
523	наталкивается на	2	2
524	что происходит	2	2
525	еще одна	3	2
526	ты не	5	2
527	и она	4	2
528	как она	3	2
529	тому как	3	2
530	не знаем	3	2
531	ко мне	4	2
532	к жизни	2	2
533	в стороне	4	2
534	говорит о	2	2
535	связь с	8	2
536	мы уже	7	2
537	на первый	2	2
538	и только	4	2
539	умер и	3	2
540	в форме	3	2
541	именно на	2	2
542	же и	3	2
543	эта мысль	3	2
544	них не	2	2
545	с такими	2	2
