N	2gram	Vygotskiy_	Istorich
1	и в	65	181
2	и т	19	160
3	т д	6	142
4	может быть	33	115
5	не только	16	114
6	что он	23	111
7	мы имеем	2	102
8	что в	36	90
9	но и	6	85
10	в этом	37	81
11	так как	13	75
12	то что	61	73
13	таким образом	21	72
14	вместе с	10	71
15	и не	20	67
16	все же	10	65
17	мы видим	15	65
18	в этих	3	64
19	еще не	3	63
20	не может	17	61
21	так же	12	57
22	то же	17	56
23	никогда не	9	56
24	в том	46	53
25	том что	28	53
26	с другой	8	52
27	а в	9	52
28	потому что	26	52
29	что и	7	51
30	и что	29	51
31	и здесь	9	51
32	мы видели	7	49
33	о том	17	48
34	а не	11	48
35	связь с	5	47
36	его в	5	47
37	не в	12	47
38	другой стороны	5	46
39	мы должны	3	44
40	но в	5	44
41	это не	7	43
42	и его	8	43
43	мы знаем	3	42
44	в нем	8	42
45	показывает что	4	42
46	только в	9	42
47	как в	8	42
48	этот случай	2	42
49	или в	6	39
50	в его	11	38
51	для нас	14	38
52	тем что	7	38
53	и на	7	38
54	что здесь	2	37
55	так и	3	37
56	он не	11	37
57	уже не	2	37
58	как и	12	37
59	мы уже	12	37
60	мы можем	12	36
61	мы увидим	14	36
62	знаем что	4	36
63	здесь мы	6	35
64	с тем	14	35
65	что они	9	35
66	все эти	7	35
67	мы не	7	35
68	во время	4	34
69	что это	19	34
70	но не	3	34
71	видим что	8	34
72	связи с	2	34
73	у него	6	34
74	там где	7	33
75	же как	3	33
76	об этом	4	33
77	сих пор	6	32
78	в качестве	2	32
79	представляет собой	3	31
80	ничего не	4	31
81	прежде всего	2	31
82	один из	7	31
83	то это	5	31
84	при помощи	7	30
85	с этим	11	30
86	в русской	4	30
87	до сих	7	30
88	с одной	7	30
89	к нему	2	30
90	но все	2	29
91	как мы	12	29
92	одной стороны	6	29
93	но это	6	29
94	например в	5	28
95	что она	34	28
96	и другие	3	28
97	и с	4	28
98	как он	2	27
99	так что	10	27
100	того что	9	27
101	в ней	23	26
102	как это	13	26
103	представляют собой	3	26
104	на него	3	26
105	и он	5	25
106	было бы	22	24
107	если бы	22	24
108	в виде	5	24
109	что мы	6	24
110	к этому	5	24
111	того как	4	24
112	все это	12	23
113	когда он	8	23
114	в частности	3	23
115	точно так	3	23
116	показывают что	2	23
117	в этой	20	23
118	их в	4	23
119	имеем в	3	23
120	и это	13	23
121	как бы	29	23
122	при этом	10	22
123	и по	2	22
124	с ним	6	22
125	в некоторых	2	22
126	совершенно ясно	19	21
127	в одном	9	21
128	сказать что	14	21
129	ее в	7	21
130	в другом	6	21
131	должны были	2	21
132	к тому	18	21
133	они не	2	21
134	здесь не	3	21
135	она не	10	20
136	одна из	6	20
137	из них	10	20
138	в силу	2	20
139	наряду с	4	20
140	видели что	2	20
141	очень часто	2	20
142	из этих	6	20
143	так например	5	19
144	и как	10	19
145	что у	7	19
146	в тех	5	19
147	мы рассмотрим	2	19
148	на то	25	19
149	но он	5	19
150	после этого	5	18
151	что этот	5	18
152	в данном	5	18
153	вовсе не	11	18
154	в то	5	18
155	и говорит	4	18
156	по существу	4	17
157	то и	3	17
158	и только	8	17
159	том как	5	17
160	в них	4	17
161	дело не	3	17
162	можно найти	2	17
163	то мы	2	16
164	всех этих	2	16
165	со стороны	4	16
166	и она	4	16
167	и действительно	2	16
168	перед нами	12	16
169	и все	14	16
170	между двумя	3	16
171	в котором	7	16
172	этот вопрос	5	16
173	во всех	4	16
174	данном случае	5	15
175	в целом	8	15
176	на его	2	15
177	в своей	6	15
178	уже знаем	2	15
179	даже в	2	15
180	и то	10	15
181	и эти	2	15
182	и даже	4	15
183	в которых	9	15
184	как будто	13	15
185	в одной	2	15
186	и тем	4	15
187	он в	3	15
188	и там	2	15
189	увидим что	11	15
190	что при	5	15
191	от него	2	14
192	отношение к	2	14
193	у нас	4	14
194	но мы	4	14
195	такое же	3	14
196	должна быть	5	14
197	с этой	5	14
198	должен был	4	14
199	можно было	7	14
200	из которых	6	14
201	и есть	3	14
202	и ее	4	14
203	и наконец	2	14
204	но они	2	14
205	увидим ниже	2	14
206	образом мы	4	14
207	в нее	3	13
208	к своему	2	13
209	и для	4	13
210	все что	2	13
211	на этом	6	13
212	в своем	8	13
213	время как	6	13
214	не имеет	8	13
215	и если	13	13
216	в себе	9	13
217	не просто	7	13
218	по себе	5	13
219	то время	4	13
220	у нее	2	12
221	кроме того	2	12
222	во всем	2	12
223	в их	3	12
224	к этой	3	12
225	как только	4	12
226	и их	2	12
227	одним из	2	12
228	утверждать что	2	12
229	хотя бы	3	12
230	только после	4	12
231	к себе	2	12
232	о нем	2	12
233	что не	5	12
234	к ней	3	12
235	и вот	6	11
236	же мы	2	11
237	от этого	4	11
238	и более	4	11
239	если он	5	11
240	относится к	2	11
241	главным образом	6	11
242	точки зрения	19	11
243	интересно что	3	11
244	далеко не	3	11
245	же в	2	11
246	у меня	2	11
247	ясно что	11	11
248	к которому	3	11
249	я не	9	11
250	такой же	2	11
251	он видит	2	10
252	что же	3	10
253	в ее	9	10
254	почти всегда	3	10
255	но если	6	10
256	он может	2	10
257	говорит о	6	10
258	что эта	8	10
259	указывает на	8	10
260	но как	3	10
261	есть только	3	10
262	вслед за	4	10
263	не знаем	2	10
264	что эти	5	10
265	ее на	2	10
266	к ним	3	10
267	не мог	4	10
268	и других	5	10
269	а с	4	10
270	но так	2	10
271	ли он	4	10
272	в которой	8	10
273	ни в	6	10
274	исторической действительности	2	10
275	его к	2	10
276	а на	2	10
277	не было	4	10
278	не можем	4	10
279	друг с	2	10
280	и к	5	10
281	он должен	2	9
282	в истории	3	9
283	тот же	5	9
284	в основе	5	9
285	в свою	6	9
286	что за	4	9
287	из этого	10	9
288	из него	4	9
289	она в	4	9
290	не могут	2	9
291	это и	4	9
292	тогда когда	2	9
293	когда она	4	9
294	на этот	2	9
295	зависит от	2	9
296	жизни и	6	9
297	с другом	2	9
298	но по	2	9
299	что на	4	9
300	не будет	2	9
301	стоит в	2	9
302	том чтобы	2	9
303	или же	2	9
304	только на	3	9
305	в чем	3	9
306	и вместе	3	9
307	с его	2	9
308	в течение	5	9
309	и так	4	9
310	целый ряд	6	9
311	тем самым	4	8
312	не имеют	4	8
313	должен быть	4	8
314	роль в	2	8
315	у них	2	8
316	одно из	4	8
317	здесь в	4	8
318	кажется что	2	8
319	для этого	9	8
320	только что	10	8
321	именно в	3	8
322	что такое	2	8
323	во всяком	6	8
324	именно на	3	8
325	мы будем	4	8
326	образом и	3	8
327	в отдельности	2	8
328	он говорит	9	8
329	смысле этого	5	8
330	это значит	4	8
331	на это	6	8
332	надо сказать	4	8
333	в жизни	6	8
334	большей частью	4	8
335	же самое	14	8
336	и другое	6	8
337	оказывается что	2	8
338	ни одной	2	8
339	что его	3	8
340	не так	4	8
341	та же	6	8
342	но с	2	8
343	частный случай	3	8
344	он был	3	8
345	и эта	3	8
346	можно сказать	2	8
347	этот материал	2	8
348	независимо от	2	8
349	значит что	2	8
350	она и	2	8
351	не с	2	8
352	конечно не	6	8
353	на самом	3	7
354	в конце	5	7
355	и о	6	7
356	с самого	10	7
357	состоит в	4	7
358	не то	7	7
359	того чтобы	21	7
360	если в	2	7
361	и часто	2	7
362	как у	2	7
363	о которых	10	7
364	эти два	4	7
365	есть не	2	7
366	но эта	3	7
367	когда мы	5	7
368	тому что	10	7
369	как она	8	7
370	одного из	2	7
371	что ни	3	7
372	и когда	8	7
373	где он	3	7
374	в какой	8	7
375	того же	4	7
376	если мы	19	7
377	будто бы	3	7
378	всяком случае	6	7
379	по его	3	7
380	как на	9	7
381	это мы	2	7
382	между тем	10	7
383	совершенно не	8	7
384	в эту	2	7
385	те же	2	7
386	между собой	2	7
387	был бы	4	7
388	этого слова	5	7
389	ли это	3	7
390	думать что	3	7
391	самом деле	33	7
392	над ним	2	7
393	что оно	5	7
394	указать на	3	7
395	то здесь	2	7
396	уже давно	3	7
397	не по	3	7
398	для него	4	7
399	к которым	7	7
400	здесь совершенно	4	7
401	он все	4	6
402	с той	8	6
403	для того	18	6
404	видим в	2	6
405	нам кажется	2	6
406	почти не	2	6
407	говорит что	17	6
408	как говорит	2	6
409	не ясно	2	6
410	в море	2	6
411	самое что	2	6
412	были бы	5	6
413	ничем не	3	6
414	дело с	5	6
415	этой точки	2	6
416	что все	10	6
417	что ее	3	6
418	и уже	5	6
419	на эту	2	6
420	самого начала	10	6
421	той же	6	6
422	заметить что	2	6
423	не могла	2	6
424	превратилась в	3	6
425	а я	5	6
426	что как	4	6
427	или как	2	6
428	в воде	2	6
429	через реку	2	6
430	но что	3	6
431	в одну	2	6
432	из всего	3	6
433	на той	2	6
434	мы читаем	4	6
435	тому же	2	6
436	это конечно	3	6
437	что по	3	6
438	к чему	6	6
439	чтобы он	3	6
440	отношения к	3	6
441	в каком	8	5
442	и начал	2	5
443	уже с	2	5
444	это только	4	5
445	видит в	3	5
446	только как	2	5
447	ее не	3	5
448	никак не	12	5
449	или не	3	5
450	бы быть	2	5
451	это было	4	5
452	и почему	2	5
453	только для	3	5
454	мы сейчас	2	5
455	в своих	6	5
456	из себя	3	5
457	это можно	2	5
458	что образ	2	5
459	спросить себя	2	5
460	и затем	3	5
461	животных и	3	5
462	друг другу	2	5
463	вот как	2	5
464	по своему	6	5
465	говорит он	3	5
466	для чего	2	5
467	вступить в	2	5
468	эти слова	5	5
469	в которую	3	5
470	что если	6	5
471	но при	2	5
472	показать что	13	5
473	это в	3	5
474	это же	2	5
475	бы в	3	5
476	они дают	2	5
477	к концу	4	5
478	с ее	5	5
479	ее с	5	5
480	мы узнаем	3	5
481	о котором	5	5
482	несмотря на	7	5
483	мы в	4	5
484	указывают на	2	5
485	в совершенно	3	5
486	она может	4	5
487	в виду	6	5
488	от своего	2	5
489	в один	4	5
490	за ней	2	5
491	мы получим	4	5
492	в нашей	2	5
493	лежит в	4	5
494	отличается от	2	5
495	это делает	2	5
496	еще более	2	5
497	со своей	3	5
498	в сторону	2	5
499	или иначе	2	5
500	ясно и	3	5
501	что под	4	5
502	одним словом	2	5
503	на все	2	5
504	и очень	3	5
505	ней и	2	5
506	ее так	2	5
507	и может	5	5
508	он как	2	5
509	и мы	19	5
510	могла бы	6	5
511	к другой	2	5
512	которые не	2	5
513	в таком	6	5
514	нами в	3	5
515	обратимся к	3	5
516	имеем здесь	2	5
517	можно назвать	2	5
518	но когда	2	5
519	однако не	3	5
520	к этим	2	4
521	действия и	3	4
522	бы его	2	4
523	что одна	2	4
524	нисколько не	3	4
525	и во	3	4
526	из одного	3	4
527	следовало бы	2	4
528	все время	36	4
529	роль которую	2	4
530	время в	5	4
531	тем более	2	4
532	все они	3	4
533	находятся в	2	4
534	формы в	2	4
535	столь же	5	4
536	люди не	2	4
537	каждый из	3	4
538	идет от	2	4
539	случай из	2	4
540	и дает	3	4
541	эти три	2	4
542	с этими	2	4
543	и больше	2	4
544	во всей	3	4
545	мы нашли	2	4
546	не от	2	4
547	в результате	3	4
548	силы и	3	4
549	что касается	2	4
550	перед собой	2	4
551	сами по	3	4
552	если же	3	4
553	это одно	3	4
554	как раз	14	4
555	из анализа	2	4
556	очевидно что	4	4
557	для нее	2	4
558	без всяких	3	4
559	и формы	2	4
560	на свою	2	4
561	и этот	6	4
562	могло бы	4	4
563	или его	3	4
564	принадлежит к	3	4
565	в наше	2	4
566	в глаза	3	4
567	как не	3	4
568	она живет	2	4
569	вытекает из	2	4
570	и сейчас	2	4
571	отнюдь не	2	4
572	с точки	11	4
573	на одну	2	4
574	в действительности	3	4
575	ход действия	3	4
576	объяснит нам	2	4
577	еще и	2	4
578	вводится в	2	4
579	вор и	2	4
580	и те	2	4
581	когда в	4	4
582	о его	2	4
583	считает что	2	4
584	человеком и	3	4
585	под этим	2	4
586	на которых	4	4
587	говорит если	2	4
588	и между	4	4
589	только то	3	4
590	так много	2	4
591	мы найдем	2	4
592	указывает что	2	4
593	и которые	3	4
594	с животными	2	4
595	не один	2	4
596	есть в	3	4
597	в самом	41	4
598	перейти к	3	4
599	не могу	3	4
600	здесь дело	3	4
601	к тем	3	4
602	бы что	2	4
603	быть не	2	4
604	по своим	2	4
605	что именно	3	4
606	как же	2	3
607	и поэтому	3	3
608	означало бы	2	3
609	он будет	2	3
610	он весь	2	3
611	своей жизни	2	3
612	на основании	2	3
613	противоречие с	4	3
614	в такой	5	3
615	из всех	3	3
616	уже говорили	4	3
617	рассказ о	2	3
618	бросается в	2	3
619	не могли	5	3
620	представить себе	2	3
621	речь идет	7	3
622	сейчас же	9	3
623	со всем	2	3
624	только один	2	3
625	к каким	2	3
626	на всю	2	3
627	так сказать	6	3
628	при таком	4	3
629	и та	3	3
630	или во	2	3
631	переходит к	2	3
632	так то	2	3
633	себе что	2	3
634	мы могли	5	3
635	по смыслу	2	3
636	а у	2	3
637	второй раз	2	3
638	это означало	3	3
639	нам что	2	3
640	это верно	2	3
641	чтобы не	2	3
642	она должна	3	3
643	и заставляет	3	3
644	дело так	3	3
645	по реке	3	3
646	казалось бы	7	3
647	том смысле	2	3
648	была бы	5	3
649	и такие	2	3
650	одна и	2	3
651	и было	2	3
652	именно как	3	3
653	и другая	2	3
654	совсем не	3	3
655	с теми	4	3
656	что даже	2	3
657	и я	3	3
658	все то	15	3
659	из нее	3	3
660	как если	3	3
661	как они	2	3
662	в несколько	2	3
663	в противоречие	3	3
664	он начинает	3	3
665	это то	4	3
666	всякий раз	6	3
667	к самому	4	3
668	которую мы	5	3
669	все дело	2	3
670	из двух	4	3
671	все те	5	3
672	или от	2	3
673	своей цели	2	3
674	как к	6	3
675	доказать что	2	3
676	больше и	3	3
677	нам в	3	3
678	без всякой	2	3
679	при анализе	2	3
680	могли бы	6	3
681	у древних	2	3
682	может его	2	3
683	и другую	2	3
684	каждого из	4	3
685	остановиться на	3	3
686	только не	3	3
687	внимание на	4	3
688	к его	2	3
689	оно есть	2	3
690	для всех	2	3
691	поэтому он	2	3
692	роль и	2	3
693	имеет в	2	3
694	едва ли	4	3
695	и каждый	2	3
696	вошел в	2	3
697	его мнению	2	3
698	смысл этого	3	3
699	совершенно очевидно	3	3
700	это все	2	3
701	в обратном	3	3
702	один человек	2	3
703	животных в	3	3
704	что сюжет	3	3
705	бы она	2	3
706	он с	2	3
707	что так	2	3
708	и до	4	3
709	что когда	2	3
710	сослаться на	2	3
711	и той	4	3
712	из этой	2	3
713	больше чем	5	3
714	от начала	2	3
715	бы на	2	3
716	в угол	3	3
717	бы не	5	3
718	этими двумя	2	3
719	тех пор	2	3
720	с которым	2	3
721	совершенно ясна	2	3
722	в полном	4	2
723	за этим	3	2
724	все более	4	2
725	материал и	2	2
726	нас на	2	2
727	кто из	2	2
728	свою очередь	3	2
729	о человеке	2	2
730	уже как	2	2
731	бы для	2	2
732	действительно мы	2	2
733	здесь несколько	2	2
734	много в	2	2
735	эта композиция	2	2
736	все было	2	2
737	и ничего	2	2
738	с другим	2	2
739	прямом смысле	2	2
740	он обещает	2	2
741	материала и	2	2
742	и другими	2	2
743	в день	3	2
744	те самые	2	2
745	он ведет	2	2
746	от которых	2	2
747	материала в	3	2
748	весь этот	3	2
749	по которым	2	2
750	или если	2	2
751	событий в	3	2
752	он до	2	2
753	и всякий	2	2
754	и остается	2	2
755	тем и	2	2
756	мире в	2	2
757	здесь с	3	2
758	совершенно правильно	2	2
759	слова а	2	2
760	наше внимание	3	2
761	этих случаев	2	2
762	вместо того	3	2
763	сам себя	2	2
764	т п	7	2
765	одной и	4	2
766	согласиться с	4	2
767	к смерти	2	2
768	одновременно и	3	2
769	сюжета и	2	2
770	это будет	3	2
771	на ее	2	2
772	в прямом	2	2
773	себя как	3	2
774	в основу	2	2
775	и самый	2	2
776	в сущности	16	2
777	с такими	2	2
778	же с	2	2
779	и еще	2	2
780	если она	2	2
781	вводит в	2	2
782	и конечно	3	2
783	как ты	2	2
784	то чтобы	2	2
785	все больше	2	2
786	со всей	3	2
787	уяснить себе	2	2
788	жизнь и	2	2
789	зверей в	2	2
790	когда речь	2	2
791	в мире	3	2
792	это легко	2	2
793	он сказал	4	2
794	развивается в	2	2
795	как с	2	2
796	в конечном	2	2
797	к совершенно	2	2
798	это совершенно	2	2
799	именно из	2	2
800	дано в	4	2
801	совпадает с	2	2
802	более чем	2	2
803	разве не	3	2
804	только одно	3	2
805	не к	5	2
806	которому она	2	2
807	на время	2	2
808	и следовательно	2	2
809	тому чтобы	4	2
810	в известных	2	2
811	с кем	2	2
812	эти события	5	2
813	и прежде	2	2
814	за которой	2	2
815	верно что	2	2
816	как-то в	2	2
817	отнять у	2	2
818	ссылается на	6	2
819	однако мы	3	2
820	общего с	2	2
821	у этих	3	2
822	именно это	3	2
823	мы хотим	4	2
824	с такой	7	2
825	по одному	2	2
826	ниже что	2	2
827	которой мы	4	2
828	для анализа	2	2
829	из своей	2	2
830	одно и	4	2
831	автор не	2	2
832	характер и	2	2
833	в круг	2	2
834	которую они	2	2
835	спрашивается почему	2	2
836	отказаться от	2	2
837	которые мы	2	2
838	те случаи	2	2
839	свой смысл	2	2
840	нас от	2	2
841	мысль что	4	2
842	в самой	9	2
843	такое понимание	2	2
844	говорит не	2	2
845	бы нам	2	2
846	от других	2	2
847	почему он	4	2
848	воздух и	2	2
849	полагает что	5	2
850	она могла	2	2
851	сам по	2	2
852	у всех	4	2
853	на примере	3	2
854	это знает	2	2
855	не более	3	2
856	не следует	3	2
857	на который	2	2
858	и показывают	2	2
859	которых мы	6	2
860	что для	6	2
861	в сборнике	4	2
862	и вдруг	2	2
863	и вся	2	2
864	он хочет	3	2
865	и где	2	2
866	того или	2	2
867	нет никакого	2	2
868	в малой	2	2
869	борьбу с	4	2
870	действительно не	3	2
871	место в	6	2
872	что с	4	2
873	следует понимать	3	2
874	человек и	2	2
875	образом что	2	2
876	с которыми	2	2
877	обратиться к	4	2
878	по мнению	2	2
879	все другие	2	2
880	на свете	2	2
881	случае если	4	2
882	как я	2	2
883	ничего общего	3	2
884	на кладбище	2	2
885	она была	5	2
886	и вместо	3	2
887	что сам	2	2
888	а другая	2	2
889	говорить о	3	2
890	мы узнали	2	2
891	нельзя не	2	2
