N	2gram	Tiupa_Hudo	Psycholo
1	то что	13	193
2	и в	34	190
3	в том	24	163
4	что в	8	123
5	потому что	7	114
6	том что	31	113
7	и что	3	108
8	может быть	12	107
9	в этом	22	100
10	все время	2	86
11	в самом	7	82
12	как бы	11	80
13	для того	3	78
14	того чтобы	6	78
15	что он	14	76
16	не только	22	75
17	на то	4	73
18	и не	15	73
19	что она	10	71
20	самом деле	6	70
21	и т	15	69
22	точки зрения	7	69
23	не может	10	68
24	так как	2	63
25	так же	3	63
26	было бы	8	56
27	если бы	7	55
28	то же	14	54
29	о том	21	54
30	при этом	21	52
31	как и	16	51
32	что и	3	50
33	а не	23	50
34	что это	2	49
35	только в	8	46
36	в сущности	2	46
37	сказать что	3	46
38	по себе	3	46
39	к тому	11	45
40	не в	16	45
41	в этой	11	43
42	ясно что	2	43
43	никогда не	8	42
44	и все	10	42
45	вместе с	2	41
46	с и	2	40
47	как это	8	40
48	но и	13	40
49	как раз	7	39
50	того что	5	39
51	т п	10	38
52	же самое	4	38
53	и это	7	37
54	вовсе не	2	34
55	и его	8	34
56	как на	2	34
57	что все	3	33
58	когда он	2	33
59	все же	5	33
60	тому что	8	33
61	все это	2	32
62	в себе	19	32
63	в ней	6	31
64	мы не	2	31
65	в его	17	31
66	он не	8	31
67	для нас	4	31
68	никак не	3	30
69	как будто	7	30
70	как в	11	30
71	с одной	4	29
72	и для	5	29
73	с точки	5	29
74	одной стороны	4	29
75	в нем	5	29
76	и когда	4	28
77	что они	4	28
78	и то	2	28
79	в основе	3	27
80	с другой	4	27
81	в своих	4	27
82	а в	11	27
83	и на	6	27
84	так что	3	26
85	только что	4	25
86	жизни и	10	25
87	до конца	3	24
88	в целом	2	24
89	до сих	3	24
90	тем что	6	24
91	в своем	9	23
92	сих пор	3	23
93	один из	6	23
94	и даже	4	22
95	т д	5	22
96	как она	3	22
97	что у	4	22
98	казалось бы	12	22
99	когда мы	2	22
100	с этим	3	22
101	между тем	14	22
102	из них	5	22
103	всякий раз	4	22
104	в своей	15	21
105	как мы	5	21
106	в конце	5	21
107	том чтобы	2	21
108	ни в	5	21
109	в котором	5	21
110	той же	3	21
111	и только	2	21
112	в двух	2	21
113	она не	6	20
114	все эти	4	20
115	в то	12	20
116	это не	12	20
117	дело с	2	20
118	несмотря на	7	20
119	там где	2	20
120	на этом	5	20
121	в ее	16	19
122	у него	13	19
123	в одном	3	19
124	что при	3	19
125	мы уже	7	19
126	на самом	2	18
127	перед нами	13	18
128	но в	6	18
129	но не	7	18
130	в которой	2	18
131	с этой	3	18
132	вслед за	3	18
133	можно было	6	18
134	действующих лиц	3	18
135	одна из	4	17
136	иначе говоря	2	17
137	только не	3	17
138	из этих	3	17
139	но это	2	17
140	и о	8	17
141	так и	19	16
142	та же	5	16
143	не имеет	2	16
144	тому как	4	16
145	сводится к	7	16
146	говорит о	4	16
147	и к	6	16
148	и тем	2	16
149	же как	4	16
150	в таком	3	16
151	и потому	3	15
152	мы знаем	4	15
153	еще не	10	15
154	на примере	2	15
155	о которых	2	15
156	только на	6	15
157	в частности	10	15
158	в них	3	15
159	во всех	2	15
160	в результате	2	15
161	для него	15	15
162	и так	3	15
163	о котором	2	15
164	что на	4	14
165	с той	2	14
166	заключает в	2	14
167	в художественном	6	14
168	хотя бы	2	14
169	столь же	6	14
170	с ним	6	14
171	это и	2	14
172	прежде всего	12	14
173	бы в	2	14
174	этом отношении	4	14
175	такой же	3	14
176	в жизни	9	14
177	или в	3	14
178	этих двух	2	14
179	но он	3	14
180	как он	4	13
181	а с	5	13
182	речь идет	3	13
183	с такой	3	13
184	именно в	9	13
185	отнюдь не	4	13
186	рассказа и	2	13
187	едва ли	6	13
188	со стороны	6	13
189	могла бы	2	13
190	и он	6	13
191	знаем что	2	13
192	идет о	3	12
193	состоит в	8	12
194	в этих	7	12
195	в рассказе	23	12
196	в самой	2	12
197	их в	2	12
198	характера и	2	12
199	ничего не	11	12
200	не менее	9	12
201	и другие	5	12
202	что не	4	12
203	например в	3	12
204	я не	8	12
205	это в	4	12
206	и уже	3	12
207	об этом	8	12
208	и другое	2	12
209	в конечном	5	12
210	и с	10	12
211	как только	3	12
212	и поэтому	2	11
213	как к	4	11
214	подобно тому	4	11
215	его в	5	11
216	по поводу	3	11
217	была бы	3	11
218	но мы	2	11
219	с его	9	11
220	на это	2	11
221	конечном счете	4	11
222	раз в	5	11
223	уже в	2	11
224	не было	8	11
225	отдельного человека	2	11
226	данном случае	3	10
227	от него	3	10
228	в состоянии	3	10
229	в другом	3	10
230	противоречие с	4	10
231	это было	2	10
232	но как	3	10
233	в одной	3	10
234	и у	3	10
235	в их	2	10
236	в данном	3	10
237	должно быть	2	10
238	по мнению	6	10
239	именно на	2	10
240	и от	6	10
241	бы не	3	9
242	вопрос о	2	9
243	тем самым	2	9
244	и ее	3	9
245	в силу	2	9
246	и говорит	2	9
247	на его	2	9
248	том случае	2	9
249	и по	3	9
250	внимание на	3	9
251	на него	3	9
252	мысль о	2	9
253	каждого из	3	9
254	но все	2	9
255	роль в	2	9
256	в действительности	5	9
257	о чем	9	9
258	в виде	2	9
259	по своему	3	9
260	в него	2	9
261	так сказать	3	9
262	что даже	2	9
263	можно сказать	9	9
264	с ее	7	9
265	героя и	5	9
266	его и	2	9
267	по его	4	9
268	он все	2	8
269	и составляет	2	8
270	что же	4	8
271	в такой	2	8
272	и эта	3	8
273	и тот	2	8
274	наряду с	4	8
275	себе и	3	8
276	и более	2	8
277	как все	2	8
278	в противоречие	2	8
279	жизни с	3	8
280	том как	5	8
281	бы и	2	8
282	согласиться с	3	8
283	о нем	4	8
284	он в	2	8
285	место в	3	8
286	по преимуществу	6	8
287	то чтобы	2	8
288	со всей	2	8
289	к нему	2	8
290	жизнь и	2	8
291	ни на	2	8
292	будто бы	6	8
293	в полном	2	7
294	приходит к	3	7
295	не как	3	7
296	от себя	3	7
297	видит в	3	7
298	одно из	4	7
299	от этого	2	7
300	они не	2	7
301	связи с	4	7
302	еще раз	2	7
303	того или	4	7
304	дело в	2	7
305	себя и	4	7
306	за ним	3	7
307	действующие лица	2	7
308	нас в	2	7
309	все что	4	7
310	же в	3	7
311	она в	5	7
312	в нашем	2	7
313	а как	2	7
314	когда в	4	7
315	в качестве	13	7
316	признать что	2	7
317	но при	3	7
318	случае если	2	7
319	мысли и	2	7
320	времени и	2	7
321	к этой	4	7
322	на том	3	7
323	слова в	2	7
324	к жизни	6	7
325	для нее	6	6
326	отношение к	3	6
327	а только	4	6
328	не могла	4	6
329	первый раз	2	6
330	не все	2	6
331	тем не	7	6
332	в себя	3	6
333	рядом с	5	6
334	в сторону	2	6
335	у всех	3	6
336	один и	2	6
337	даже в	4	6
338	нуждается в	2	6
339	она как	2	6
340	ничем не	3	6
341	так в	2	6
342	в русской	4	6
343	о его	2	6
344	да и	5	6
345	или иного	4	6
346	то и	5	6
347	к ней	2	6
348	в первый	2	6
349	обратимся к	2	6
350	мы узнаем	5	6
351	ее на	3	6
352	что я	4	6
353	уже не	12	6
354	приводит к	5	6
355	заметить что	2	6
356	говорить о	4	6
357	еще и	2	5
358	не имеют	3	5
359	человека и	4	5
360	мысли в	2	5
361	нас к	2	5
362	легко заметить	2	5
363	все равно	2	5
364	между ними	2	5
365	этими словами	2	5
366	в каждой	2	5
367	на вопрос	2	5
368	художественного построения	3	5
369	в душе	6	5
370	в других	4	5
371	и она	2	5
372	то чего	2	5
373	не вызывает	2	5
374	одновременно и	5	5
375	принадлежит к	2	5
376	если в	4	5
377	то в	6	5
378	все они	2	5
379	только для	4	5
380	в другой	2	5
381	не следует	2	5
382	не знает	2	5
383	наше внимание	3	5
384	или не	3	5
385	вместо того	2	5
386	тем как	2	5
387	и было	2	5
388	по выражению	3	5
389	представляют собой	2	5
390	эти слова	3	5
391	хотя и	3	5
392	себя в	11	5
393	разговор о	2	5
394	дело не	2	5
395	на одном	2	5
396	но еще	3	5
397	человека в	10	5
398	произведения с	2	5
399	только о	2	5
400	и сам	3	5
401	она может	2	5
402	за ней	2	5
403	нет и	2	5
404	а то	2	5
405	в творчестве	4	5
406	и тогда	2	5
407	ни одна	2	5
408	своих героев	2	5
409	высшей степени	2	4
410	ее и	2	4
411	чувства в	2	4
412	этой жизни	2	4
413	от своего	2	4
414	к своему	2	4
415	может и	3	4
416	к другому	5	4
417	то о	2	4
418	не по	2	4
419	любви и	3	4
420	для своего	2	4
421	однако в	4	4
422	самое что	2	4
423	в глазах	11	4
424	в первом	2	4
425	мы с	3	4
426	который в	2	4
427	не с	2	4
428	характер и	3	4
429	в речи	2	4
430	как у	2	4
431	с с	4	4
432	остановимся на	3	4
433	его жизни	6	4
434	все еще	3	4
435	с собой	2	4
436	это так	3	4
437	к числу	3	4
438	что когда	2	4
439	рассказа в	9	4
440	на тех	3	4
441	по отношению	15	4
442	в это	4	4
443	и каждый	2	4
444	говоря о	2	4
445	из нас	5	4
446	только потому	2	4
447	бы на	2	4
448	больше не	3	4
449	его жизнь	2	4
450	не знаем	2	4
451	к области	2	4
452	рассказ и	2	4
453	здесь не	2	4
454	с ними	3	4
455	мы читаем	2	4
456	и смерти	4	4
457	несет в	4	4
458	в связи	3	4
459	в первой	6	4
460	рассказа как	2	4
461	одной из	5	4
462	т е	6	4
463	как например	2	4
464	человека не	3	4
465	к концу	2	4
466	во сне	3	4
467	в пределах	4	4
468	в мире	10	4
469	автора и	4	4
470	а между	4	4
471	произведения и	2	4
472	не могу	3	4
473	тем в	2	4
474	можно назвать	2	4
475	перед ним	2	4
476	же время	11	4
477	не о	3	3
478	ни о	3	3
479	противоречие между	3	3
480	но ведь	2	3
481	этого произведения	2	3
482	сам не	2	3
483	нам о	2	3
484	трудно не	3	3
485	для себя	9	3
486	людей а	2	3
487	друг от	2	3
488	тот и	2	3
489	они были	2	3
490	следующим образом	3	3
491	участие в	3	3
492	характера а	2	3
493	первой половине	3	3
494	что можно	2	3
495	же не	3	3
496	не бывает	3	3
497	не была	3	3
498	в центре	4	3
499	и состоит	4	3
500	как нам	3	3
501	а также	4	3
502	потребность в	2	3
503	в последней	2	3
504	однако и	5	3
505	у нее	10	3
506	которая не	3	3
507	к себе	8	3
508	к рассказу	2	3
509	по своим	2	3
510	превращается в	6	3
511	ни к	2	3
512	речь в	2	3
513	быть только	2	3
514	к той	3	3
515	узнаем что	2	3
516	о самом	2	3
517	от друга	2	3
518	уже знаем	2	3
519	отношения между	2	3
520	о них	4	3
521	личности и	3	3
522	еще в	4	3
523	в море	2	3
524	со своей	3	3
525	ближе к	2	3
526	которой он	2	3
527	пока еще	3	3
528	на стороне	2	3
529	не более	3	3
530	дело здесь	2	3
531	о которой	3	3
532	но с	3	3
533	все в	2	3
534	рассказа это	3	3
535	которого она	2	3
536	зрения на	2	3
537	и об	3	3
538	же мере	2	3
539	вступает в	2	3
540	в ответ	3	3
541	такого рода	4	3
542	героя в	2	3
543	оно было	2	3
544	что говорит	2	3
545	один человек	2	3
546	с такими	2	3
547	не любит	2	3
548	жизнь в	3	3
549	не понимаю	2	3
550	нет ничего	4	3
551	быть может	7	3
552	на ее	3	3
553	на них	2	3
554	и чувства	2	3
555	что художественное	2	3
556	характеры действующих	2	3
557	он сам	3	3
558	мышления и	3	3
559	с другими	2	3
560	перед собой	2	3
561	рассказа мы	2	3
562	на земле	2	3
563	него в	2	3
564	слова как	2	3
565	не столько	4	3
566	отношению к	15	3
567	не могло	2	3
568	в эстетической	2	3
569	романа в	3	3
570	или иначе	3	3
571	это время	2	3
572	там же	2	3
573	души в	2	3
574	он и	2	3
575	но когда	2	3
576	то ни	2	3
577	же и	3	3
578	в форме	2	3
579	и остается	2	3
580	на основе	2	3
581	точкой зрения	2	2
582	с другим	2	2
583	о человеке	2	2
584	во времени	2	2
585	к художественному	2	2
586	жизни в	12	2
587	ему не	3	2
588	героев как	2	2
589	что бы	2	2
590	на других	2	2
591	в следующем	3	2
592	он будет	3	2
593	к внешнему	2	2
594	или с	2	2
595	в любви	2	2
596	но именно	3	2
597	характер ее	2	2
598	своей жизни	6	2
599	к людям	2	2
600	о двух	4	2
601	как уже	3	2
602	этом он	2	2
603	ли в	2	2
604	мысли о	3	2
605	взгляде на	2	2
606	с того	4	2
607	с толстым	3	2
608	во втором	2	2
609	к своим	2	2
610	она из	2	2
611	только тем	2	2
612	своей природе	2	2
613	интерес к	5	2
614	у себя	3	2
615	их как	2	2
616	произведения не	4	2
617	первом случае	2	2
618	тех же	2	2
619	читателя в	6	2
620	все было	3	2
621	ту или	2	2
622	деле в	2	2
623	в значительной	3	2
624	характер героя	2	2
625	себя с	3	2
626	художественного восприятия	2	2
627	и потом	2	2
628	чем не	2	2
629	было на	2	2
630	же мало	2	2
631	в соответствующих	2	2
632	это была	2	2
633	в городе	7	2
634	героев в	3	2
635	жизни как	7	2
636	но у	2	2
637	вся жизнь	3	2
638	которых может	2	2
639	которая была	2	2
640	и ему	5	2
641	за человека	2	2
642	чтобы не	3	2
643	или иной	2	2
644	не согласиться	2	2
645	жизнь которая	2	2
646	когда же	3	2
647	такая же	2	2
648	действующего лица	2	2
649	не раз	2	2
650	по своей	5	2
651	рассказа о	4	2
652	давно уже	3	2
653	и т.д	3	2
654	для других	5	2
655	со своим	5	2
656	нам представляется	3	2
657	из жизни	2	2
658	они и	2	2
659	тенденция к	2	2
660	от нее	2	2
661	xviii в	2	2
662	живет в	2	2
663	наконец в	2	2
664	и герой	2	2
665	узнаем о	2	2
666	различия между	3	2
667	как два	2	2
668	когда тот	2	2
669	его характер	3	2
670	в литературном	2	2
671	тайны и	2	2
672	какая же	2	2
673	в начале	3	2
674	и читатель	2	2
675	на свете	2	2
676	поэтому и	2	2
677	а о	2	2
678	все его	3	2
679	нельзя было	2	2
680	они все	2	2
681	о себе	3	2
682	как о	3	2
683	как по	2	2
684	не означает	2	2
685	по ходу	2	2
686	русской литературе	3	2
687	деле не	2	2
688	первой главе	3	2
689	разговор с	2	2
690	в литературе	3	2
691	говорили о	2	2
692	про себя	2	2
693	говорится о	2	2
694	перед смертью	2	2
695	они в	2	2
696	с какой	3	2
697	жизни не	2	2
698	в сфере	2	2
699	нашей жизни	3	2
700	казалось что	6	2
701	более чем	2	2
702	друг друга	5	2
703	в изображении	2	2
704	же я	2	2
705	что было	3	2
706	так или	3	2
707	чем же	2	2
708	и ей	3	2
709	и читателя	5	2
