N	3gram	Ircho_Kome	StatiiOP
1	в том что	13	47
2	и т д	4	32
3	о том что	6	29
4	в этом отношении	3	24
5	для того чтобы	3	19
6	и т п	7	19
7	до сих пор	3	19
8	во всяком случае	4	13
9	с другой стороны	6	13
10	в то же	5	9
11	то же время	5	9
12	на то что	2	9
13	можно было бы	3	9
14	вместе с тем	4	9
15	тем не менее	2	8
16	к тому что	3	8
17	том что он	4	7
18	в конце концов	4	7
19	в этой области	2	7
20	в то время	8	7
21	по отношению к	5	6
22	я думаю что	2	6
23	речь идет о	5	6
24	в одном из	4	6
25	в этом смысле	2	6
26	за то что	4	5
27	после того как	3	5
28	с самого начала	2	5
29	что он не	2	5
30	то время как	6	5
31	но и в	2	5
32	в это время	3	4
33	то что он	2	4
34	в связи с	3	4
35	с одной стороны	5	4
36	что и в	2	4
37	так или иначе	4	4
38	обращает на себя	4	4
39	бы то ни	4	3
40	по меньшей мере	2	3
41	в той же	2	3
42	т е в	2	3
43	таким образом в	2	3
44	можно судить по	2	3
45	говоря уже о	4	3
46	в первую очередь	5	3
47	на себя внимание	4	3
48	в том числе	4	3
49	не говоря уже	4	3
50	на этот раз	5	3
51	к тому же	12	3
52	только потому что	2	3
53	что у него	3	3
54	и на этот	2	2
55	то же самое	2	2
56	в политическом отношении	3	2
57	в г и	3	2
58	как и в	2	2
59	независимо от того	3	2
60	еще в г	2	2
61	в обоих случаях	3	2
62	в отличие от	3	2
63	то ни было	4	2
64	чуть ли не	2	2
65	сомневаться в том	2	2
66	ни в одном	2	2
