N	2gram	Ircho_Kome	Psycholo
1	то что	8	193
2	и в	40	190
3	в том	19	163
4	что в	12	123
5	потому что	8	114
6	том что	19	113
7	и что	2	108
8	может быть	16	107
9	таким образом	13	102
10	в этом	9	100
11	все время	2	86
12	в самом	5	82
13	как бы	3	80
14	для того	3	78
15	того чтобы	4	78
16	что он	11	76
17	не только	12	75
18	на то	3	73
19	и не	19	73
20	что она	3	71
21	и т	11	69
22	точки зрения	7	69
23	не может	3	68
24	так как	6	63
25	так же	4	63
26	было бы	8	56
27	если бы	4	55
28	то же	7	54
29	о том	12	54
30	при этом	5	52
31	как и	12	51
32	что и	10	50
33	что это	5	49
34	только в	6	46
35	в сущности	3	46
36	по себе	2	46
37	к тому	15	45
38	не в	8	45
39	в этой	9	43
40	ясно что	9	43
41	и все	4	42
42	вместе с	8	41
43	с и	5	40
44	как это	7	40
45	но и	14	40
46	как раз	4	39
47	т п	7	38
48	же самое	2	38
49	и это	3	37
50	и как	3	36
51	с тем	5	35
52	вовсе не	3	34
53	и если	2	34
54	и его	17	34
55	как на	2	34
56	все же	7	33
57	тому что	4	33
58	все это	7	32
59	в себе	3	32
60	в ней	2	31
61	мы не	4	31
62	в его	8	31
63	он не	5	31
64	как будто	3	30
65	как в	8	30
66	с одной	5	29
67	и для	4	29
68	одной стороны	5	29
69	в нем	8	29
70	что они	4	28
71	мы можем	6	28
72	с другой	7	27
73	в своих	2	27
74	а в	9	27
75	и на	9	27
76	в трагедии	3	26
77	так что	6	26
78	и здесь	6	25
79	только что	2	25
80	жизни и	4	25
81	до конца	3	24
82	в целом	6	24
83	указывает на	2	24
84	до сих	3	24
85	тем что	5	24
86	в своем	6	23
87	сих пор	3	23
88	для этого	2	23
89	целый ряд	2	23
90	из этого	2	23
91	могут быть	3	23
92	один из	9	23
93	и даже	5	22
94	т д	4	22
95	что у	6	22
96	казалось бы	3	22
97	с этим	5	22
98	между тем	9	22
99	из них	16	22
100	в своей	3	21
101	как мы	5	21
102	и вот	4	21
103	в конце	7	21
104	ни в	9	21
105	в котором	6	21
106	той же	3	21
107	в двух	6	21
108	в то	14	20
109	тот же	5	20
110	это не	2	20
111	дело с	3	20
112	несмотря на	5	20
113	другой стороны	6	20
114	на этом	3	20
115	в ее	2	19
116	в какой	2	19
117	у него	6	19
118	в одном	10	19
119	но в	6	18
120	но не	3	18
121	в которой	9	18
122	с этой	3	18
123	вслед за	4	18
124	можно было	5	18
125	действующих лиц	8	18
126	в виду	2	17
127	одна из	4	17
128	во всяком	4	17
129	у нас	3	17
130	из этих	5	17
131	но это	2	17
132	и о	3	17
133	время как	6	17
134	так и	17	16
135	самого начала	2	16
136	и к	2	16
137	от того	3	16
138	и тем	2	16
139	из которых	5	16
140	же как	3	16
141	то это	3	16
142	к этому	8	16
143	с самого	3	16
144	мы знаем	5	15
145	еще не	7	15
146	о которых	6	15
147	которых мы	2	15
148	что именно	3	15
149	только на	2	15
150	в частности	7	15
151	в них	7	15
152	во всех	4	15
153	в результате	5	15
154	что на	4	14
155	с той	2	14
156	хотя бы	2	14
157	столь же	9	14
158	главным образом	4	14
159	прежде всего	8	14
160	в области	3	14
161	того как	3	14
162	бы в	3	14
163	этом отношении	3	14
164	такой же	2	14
165	всяком случае	4	14
166	в стихе	2	14
167	то время	8	14
168	или в	5	14
169	но он	2	14
170	как он	2	13
171	речь идет	6	13
172	с такой	2	13
173	не могли	2	13
174	указывает что	2	13
175	именно в	5	13
176	отнюдь не	2	13
177	едва ли	16	13
178	со стороны	3	13
179	могла бы	2	13
180	в той	2	13
181	но если	4	12
182	идет о	5	12
183	того же	4	12
184	в этих	5	12
185	в самой	2	12
186	конце концов	4	12
187	может служить	2	12
188	в свою	2	12
189	ничего не	4	12
190	и очень	2	12
191	не менее	6	12
192	и другие	3	12
193	что по	3	12
194	и уже	2	12
195	об этом	2	12
196	и с	8	12
197	и поэтому	2	11
198	отличие от	4	11
199	и из	2	11
200	ли это	2	11
201	и других	7	11
202	его в	6	11
203	по поводу	7	11
204	на все	3	11
205	мы видели	2	11
206	с его	4	11
207	на это	3	11
208	на этот	5	11
209	раз в	2	11
210	уже в	9	11
211	в тех	5	10
212	в состоянии	3	10
213	в другом	5	10
214	здесь мы	3	10
215	представить себе	3	10
216	это было	5	10
217	не является	2	10
218	и их	3	10
219	и у	3	10
220	в их	6	10
221	совсем не	2	10
222	по мнению	2	10
223	именно на	2	10
224	ее в	2	10
225	и от	2	10
226	тому же	14	10
227	вопрос о	5	9
228	и следовательно	2	9
229	и ее	5	9
230	в силу	4	9
231	на основании	7	9
232	ту же	2	9
233	на его	5	9
234	и по	6	9
235	мы найдем	4	9
236	на него	4	9
237	каждого из	2	9
238	но все	4	9
239	роль в	2	9
240	в действительности	4	9
241	о чем	2	9
242	в виде	3	9
243	в чем	3	9
244	по своему	5	9
245	ответ на	2	9
246	из его	6	9
247	с ее	2	9
248	в отличие	3	9
249	по его	2	9
250	не к	2	9
251	и таким	2	8
252	всех остальных	2	8
253	из всех	2	8
254	из того	2	8
255	гораздо более	2	8
256	большей частью	3	8
257	именно потому	2	8
258	что же	2	8
259	и во	4	8
260	наряду с	7	8
261	и более	2	8
262	в сознании	4	8
263	тем же	2	8
264	представление о	3	8
265	в общем	2	8
266	на сцене	5	8
267	место в	7	8
268	содержания и	2	8
269	во время	11	8
270	относится к	2	8
271	больше чем	5	8
272	из двух	2	8
273	к нему	5	8
274	из области	2	8
275	жизнь и	2	8
276	будто бы	2	8
277	меньше всего	3	8
278	этом смысле	2	8
279	в полном	2	7
280	в руках	4	7
281	от этого	2	7
282	для всех	5	7
283	только при	3	7
284	ни одного	2	7
285	если это	2	7
286	здесь в	4	7
287	связи с	3	7
288	только один	2	7
289	чем это	2	7
