N	2gram	Propp_Isto	Tvorches
1	и в	40	56
2	как бы	6	41
3	в его	10	37
4	в то	4	30
5	то же	21	25
6	не только	28	24
7	но в	13	24
8	и его	5	23
9	и не	19	23
10	а в	15	23
11	как и	5	23
12	и т	39	22
13	в этом	13	22
14	в том	12	21
15	что в	19	21
16	том что	11	19
17	он не	10	19
18	может быть	37	19
19	потому что	12	19
20	у него	5	18
21	то что	17	18
22	что он	32	17
23	все это	6	17
24	т д	35	17
25	и на	6	17
26	таким образом	13	17
27	никогда не	25	16
28	прежде всего	15	16
29	как в	7	16
30	при этом	6	16
31	не может	19	16
32	но и	21	16
33	xix века	2	15
34	в этой	9	15
35	но это	8	15
36	и с	5	15
37	это не	8	14
38	и даже	4	14
39	там же	3	13
40	о том	12	13
41	а не	18	13
42	тем самым	2	12
43	в целом	3	12
44	в котором	5	12
45	все же	17	11
46	в своей	2	11
47	для него	2	11
48	отнюдь не	2	11
49	не в	11	10
50	в основном	4	10
51	так и	13	10
52	уже в	2	10
53	в русской	7	10
54	представление о	3	10
55	но не	7	10
56	когда он	9	10
57	только в	16	10
58	как будто	7	10
59	в нем	8	9
60	один из	10	9
61	а затем	4	9
62	и от	2	9
63	наряду с	6	9
64	даже в	5	8
65	так же	18	8
66	в себе	6	8
67	в их	6	8
68	одной из	6	8
69	не менее	7	8
70	на его	2	8
71	так как	20	8
72	вовсе не	3	8
73	к этому	2	8
74	об этом	11	8
75	еще не	14	8
76	одним из	2	8
77	именно в	5	8
78	соответствии с	2	8
79	вместе с	13	8
80	он видит	3	7
81	за собой	3	7
82	самом деле	2	7
83	своего рода	2	7
84	например в	7	7
85	в дальнейшем	6	7
86	и он	4	7
87	что она	10	7
88	в которой	2	7
89	в этих	17	7
90	уже не	3	7
91	в книге	4	6
92	его в	15	6
93	приводит к	3	6
94	героя в	6	6
95	так что	9	6
96	на эту	3	6
97	все эти	6	6
98	и ее	3	6
99	одна из	4	6
100	хотя бы	5	6
101	и как	3	6
102	если бы	8	6
103	в конечном	2	6
104	с ним	3	6
105	ничего не	6	5
106	из всех	2	5
107	в одной	3	5
108	приходит к	2	5
109	по отношению	6	5
110	но если	4	5
111	однако это	3	5
112	как он	5	5
113	в виде	2	5
114	в образе	3	5
115	в своем	5	5
116	а с	4	5
117	не так	2	5
118	в них	2	5
119	и это	2	5
120	что этот	5	5
121	значит что	2	5
122	что не	2	5
123	что и	9	5
124	в ее	2	5
125	в ту	2	5
126	мы не	12	5
127	и по	4	5
128	что они	13	5
129	в истории	2	5
130	во всей	2	5
131	тот же	3	5
132	показывает что	7	5
133	что это	12	5
134	с этим	5	5
135	дело не	8	5
136	на него	7	5
137	между тем	2	5
138	и другие	7	5
139	отношению к	6	5
140	что у	3	5
141	с другой	8	5
142	как правило	4	5
143	из них	5	5
144	я не	5	5
145	не было	3	5
146	но с	3	5
147	в пользу	2	5
148	но его	3	5
149	перед нами	5	4
150	в область	4	4
151	при помощи	2	4
152	и потому	3	4
153	роль в	3	4
154	эта мысль	3	4
155	только на	2	4
156	в частности	3	4
157	как это	6	4
158	отличие от	3	4
159	не знает	7	4
160	в такой	2	4
161	самого начала	4	4
162	того что	6	4
163	к нему	3	4
164	так в	7	4
165	могут быть	5	4
166	сих пор	12	4
167	однако в	2	4
168	же не	3	4
169	на землю	2	4
170	же как	7	4
171	с ними	2	4
172	мы видим	16	4
173	который в	2	4
174	в основе	4	4
175	говорит о	2	4
176	и когда	4	4
177	и мы	2	4
178	тут же	2	4
179	восходит к	6	4
180	нет ничего	2	4
181	так сказать	3	4
182	дело в	3	4
183	себя в	2	4
184	у нее	4	4
185	превращается в	4	4
186	тем что	7	4
187	и наконец	5	4
188	и есть	5	4
189	такой же	2	4
190	его и	6	4
191	отказаться от	2	4
192	ведет к	2	4
193	не означает	2	4
194	в отличие	3	4
195	с самого	4	4
196	и более	3	4
197	не мог	4	4
198	связан с	4	4
199	зависит от	3	4
200	не вполне	3	4
201	с собой	2	4
202	этот вопрос	7	4
203	в которых	2	4
204	представляет собой	7	4
205	еще в	2	4
206	к жизни	2	4
207	связана с	7	4
208	но он	5	4
209	до сих	11	4
210	не есть	2	3
211	этого вопроса	3	3
212	действия и	3	3
213	на самом	3	3
214	вплоть до	2	3
215	даже не	2	3
216	герой в	2	3
217	к себе	2	3
218	в другом	6	3
219	едва ли	2	3
220	друг друга	2	3
221	к которому	5	3
222	в виду	2	3
223	и тем	2	3
224	со стороны	3	3
225	в области	2	3
226	но что	2	3
227	мы знаем	10	3
228	не по	2	3
229	так например	7	3
230	как уже	2	3
231	в него	2	3
232	в свете	4	3
233	только с	4	3
234	к тому	6	3
235	связь с	8	3
236	в ней	10	3
237	на себя	2	3
238	другой стороны	7	3
239	не то	4	3
240	по этому	2	3
241	прошлого и	2	3
242	точно так	8	3
243	и др	11	3
244	должны быть	4	3
245	ранних стадиях	2	3
246	там где	5	3
247	никто не	3	3
248	эти слова	3	3
249	как мы	3	3
250	вот почему	2	3
251	да и	3	3
252	сказать что	7	3
253	в мир	2	3
254	во многих	2	3
255	время в	2	3
256	из этих	2	3
257	в начале	3	3
258	и тогда	3	3
259	не все	5	3
260	его как	2	3
261	к ней	3	3
262	с ее	2	3
263	мысль о	2	3
264	кроме того	3	3
265	и вот	2	3
266	был бы	4	3
267	только для	3	3
268	ее в	7	3
269	и их	4	3
270	дает ему	2	3
271	себе не	2	3
272	не с	3	3
273	живет в	3	3
274	в жизни	2	3
275	на этот	2	3
276	тут и	2	3
277	но уже	3	3
278	в себя	2	3
279	и если	4	3
280	а по	3	3
281	на этом	3	3
282	не существует	2	3
283	он и	3	3
284	не боится	2	3
285	по себе	4	3
286	как она	3	3
287	в й	3	3
288	в русском	2	3
289	и что	14	3
290	или в	6	3
291	и только	4	3
292	в которую	3	3
293	в одном	8	3
294	в нее	2	2
295	в таких	4	2
296	в доме	4	2
297	ты мне	2	2
298	в жертву	2	2
299	не могут	3	2
300	означает что	4	2
301	но мы	2	2
302	говорили что	3	2
303	но как	2	2
304	в тех	4	2
305	вслед за	7	2
306	в силу	7	2
307	по своей	2	2
308	есть не	2	2
309	должен быть	3	2
310	отметим что	2	2
311	я буду	4	2
312	а как	2	2
313	относится и	2	2
314	после этого	5	2
315	начинается с	3	2
316	в современной	3	2
317	всякого рода	3	2
318	точку зрения	3	2
319	нас не	3	2
320	связано с	2	2
321	здесь нет	2	2
322	в руки	4	2
323	образом в	2	2
324	о нем	5	2
325	с тем	13	2
326	быть назван	2	2
327	следовало бы	3	2
328	она не	6	2
329	не сами	2	2
330	он в	5	2
331	тоже не	2	2
332	была бы	2	2
333	точка зрения	2	2
334	большую роль	3	2
335	ответ на	3	2
336	между прочим	3	2
337	с героем	2	2
338	то это	9	2
339	между собой	4	2
340	не видно	2	2
341	что же	4	2
