N	2gram	Bakhtin_Fr	Freidism
1	и не	25	34
2	таким образом	22	34
3	точки зрения	8	31
4	не может	5	30
5	может быть	10	28
6	и в	68	28
7	в этом	28	28
8	прежде всего	23	26
9	в его	21	25
10	и его	26	22
11	с помощью	5	20
12	как бы	7	19
13	как мы	18	18
14	то что	11	17
15	вовсе не	18	16
16	так как	7	15
17	с точки	4	15
18	все эти	16	15
19	самом деле	5	14
20	так и	8	14
21	в своей	11	14
22	с ним	3	14
23	во всех	8	13
24	и все	16	13
25	но в	20	13
26	как и	17	13
27	по отношению	3	13
28	и потому	6	12
29	том что	6	12
30	то же	14	12
31	что он	7	12
32	мы видели	6	12
33	ни в	6	12
34	в самом	6	12
35	и наконец	5	12
36	для него	7	12
37	все это	6	12
38	сказать что	3	11
39	его в	7	11
40	отношению к	2	11
41	мы знаем	3	11
42	только в	9	11
43	никогда не	2	10
44	и с	15	10
45	все те	2	10
46	не только	21	10
47	но и	17	10
48	не в	2	10
49	он не	11	10
50	в том	12	10
51	мы уже	19	10
52	все что	4	10
53	один из	9	10
54	тот же	4	10
55	конечно не	4	10
56	к этому	6	9
57	те же	6	9
58	и др	9	9
59	к нему	4	9
60	в чем	3	9
61	уже не	2	9
62	и на	16	9
63	мы не	3	9
64	а не	6	9
65	во всяком	2	9
66	с его	6	9
67	все же	6	8
68	с этим	2	8
69	было бы	4	8
70	и вот	4	8
71	еще не	3	8
72	а в	3	8
73	в ней	6	8
74	на этом	3	8
75	всяком случае	2	8
76	при этом	5	8
77	так сказать	7	7
78	до конца	10	7
79	в то	14	7
80	в себе	5	7
81	что в	14	7
82	и ее	3	7
83	хотя бы	2	7
84	и для	6	7
85	отношение к	11	7
86	быть и	2	7
87	роль в	7	7
88	того что	3	7
89	на протяжении	7	7
90	и у	2	7
91	но не	4	7
92	что все	2	7
93	об этом	3	7
94	связь с	6	7
95	в нем	12	7
96	и к	4	7
97	из них	8	7
98	и прежде	4	7
99	жизни и	6	7
100	в этой	15	7
101	одно из	3	6
102	на самом	7	6
103	для этого	3	6
104	мы имеем	2	6
105	из этих	2	6
106	всех этих	5	6
107	не менее	2	6
108	для того	5	6
109	в таком	2	6
110	и о	5	6
111	в корне	3	6
112	можно сказать	2	6
113	в свою	3	6
114	большинстве случаев	3	6
115	здесь в	6	6
116	как раз	8	6
117	и что	2	6
118	же время	13	6
119	во время	17	6
120	в основе	7	6
121	что это	4	5
122	ничего не	4	5
123	со стороны	2	5
124	в заключение	4	5
125	с их	5	5
126	в которой	6	5
127	и по	4	5
128	другими словами	4	5
129	во второй	2	5
130	со всеми	5	5
131	между ними	4	5
132	в этих	8	5
133	конечно и	3	5
134	что и	3	5
135	в общем	2	5
136	в более	4	5
137	далеко не	3	5
138	в своих	7	5
139	в большинстве	3	5
140	только то	2	5
141	это не	5	5
142	той же	9	5
143	того чтобы	6	5
144	не было	7	5
145	в ее	5	5
146	с ними	4	5
147	и до	14	5
148	в себя	2	5
149	вместе с	4	5
150	данном случае	3	4
151	одна из	3	4
152	и вообще	3	4
153	в таких	3	4
154	дает нам	4	4
155	все время	3	4
156	характер и	3	4
157	его к	3	4
158	так же	3	4
159	и образы	3	4
160	но это	5	4
161	в развитии	2	4
162	в области	5	4
163	этот процесс	4	4
164	мысли и	2	4
165	в другом	3	4
166	в этот	2	4
167	этом отношении	4	4
168	если бы	3	4
169	это вовсе	2	4
170	мы увидим	3	4
171	в первый	2	4
172	именно и	2	4
173	в виду	8	4
174	в основном	7	4
175	но ведь	3	4
176	свою очередь	2	4
177	это как	2	4
178	только на	4	4
179	в последнем	2	4
180	и за	3	4
181	у него	14	4
182	как в	4	4
183	в своем	11	4
184	влияние на	2	4
185	по своему	3	4
186	в котором	3	4
187	связанные с	4	4
188	потому что	3	4
189	именно в	5	4
190	уже указывали	2	4
191	и т.п	17	4
192	выражение в	2	4
193	главным образом	3	4
194	мы находим	3	4
195	смысле слова	5	4
196	в целом	3	4
197	отметить что	2	4
198	должны быть	2	4
199	это и	4	4
200	в истории	5	4
201	всех своих	2	4
202	в данном	5	4
203	слова и	3	4
204	в узком	3	4
205	не дает	4	4
206	и то	2	3
207	с этими	2	3
208	и от	4	3
209	все то	2	3
210	в эпоху	18	3
211	нуждается в	4	3
212	и даже	7	3
213	и тот	4	3
214	он дает	3	3
215	тем же	2	3
216	и как	5	3
217	он был	5	3
218	одним из	2	3
219	и при	2	3
220	у нас	4	3
221	и со	2	3
222	такой же	3	3
223	одной и	2	3
224	как на	3	3
225	всем этим	3	3
226	и той	2	3
227	сих пор	6	3
228	наших дней	5	3
229	и очень	2	3
230	узком смысле	2	3
231	и следовательно	3	3
232	не так	3	3
233	значение в	4	3
234	о том	5	3
235	это уже	2	3
236	они не	4	3
237	при анализе	3	3
238	один и	3	3
239	того же	4	3
240	все его	2	3
241	остается в	2	3
242	их в	7	3
243	в одном	7	3
244	в основу	2	3
245	в них	19	3
246	очень важный	2	3
247	уже в	4	3
248	себя в	2	3
249	раз и	2	3
250	со всею	5	3
251	говорит о	2	3
252	мы видим	9	3
253	в условиях	3	3
254	и есть	5	3
255	и сам	5	3
256	под влиянием	2	3
257	во всей	3	3
258	них не	2	3
259	в нашем	5	3
260	до сих	6	3
261	между тем	3	3
262	представляется нам	2	3
263	на основе	3	3
264	да и	2	2
265	них и	2	2
266	в книге	5	2
267	поэтому они	2	2
268	в отношении	3	2
269	не исчерпывается	2	2
270	к этой	3	2
271	вот как	4	2
272	следовательно и	2	2
273	или иной	2	2
274	в различных	2	2
275	а также	6	2
276	то в	2	2
277	всего этого	2	2
