N	3gram	Vygotskiy_	StatiiOP
1	в том что	30	47
2	о том что	10	29
3	в этом отношении	6	24
4	для того чтобы	19	19
5	до сих пор	4	19
6	с точки зрения	34	14
7	во всяком случае	5	13
8	с другой стороны	10	13
9	то обстоятельство что	2	11
10	не может быть	8	11
11	в то же	2	9
12	в самом деле	5	9
13	то же время	2	9
14	на то что	9	9
15	можно было бы	6	9
16	вместе с тем	5	9
17	дело в том	2	9
18	на самом деле	3	8
19	к тому что	3	8
20	том что он	2	7
21	в данном случае	5	7
22	заключается в том	10	7
23	в то время	5	7
24	по отношению к	11	6
25	так же как	6	6
26	вопрос о том	2	6
27	том что в	3	6
28	не только не	2	6
29	речь идет о	4	6
30	в одном из	2	6
31	в этом смысле	3	6
32	с самого начала	9	5
33	что он не	2	5
34	то время как	4	5
35	в том же	3	5
36	то что в	2	5
37	как раз в	3	5
38	в том чтобы	6	5
39	то что он	2	4
40	в предисловии к	4	4
41	и в самом	2	4
42	и мн др	2	4
43	в другом месте	6	4
44	в связи с	3	4
45	с одной стороны	14	4
46	на вопрос о	4	4
47	прежде всего в	2	3
48	можно сказать что	5	3
49	в первую очередь	3	3
50	в известном смысле	3	3
51	в том числе	3	3
52	виде в каком	2	3
53	а с другой	6	3
54	потому что он	3	3
55	состоит в том	4	3
56	в значительной степени	2	3
57	по этому пути	2	2
58	но вместе с	5	2
59	в равной мере	2	2
60	то же самое	4	2
61	все более и	3	2
62	сам по себе	3	2
63	если бы мы	3	2
64	только тогда когда	4	2
65	себе отчета в	2	2
66	как и в	2	2
67	той или иной	2	2
68	независимо от того	2	2
69	в отличие от	3	2
70	на этот вопрос	5	2
71	в зависимости от	8	2
72	точно так же	2	2
73	я не могу	2	2
74	в этой книге	2	2
75	то что у	2	2
76	том числе и	3	2
77	что мы знаем	3	2
78	сомнений в том	2	2
79	на точку зрения	2	2
80	более и более	3	2
81	в свою очередь	3	2
