N	2gram	Bakhtin_Fr	TeoriaLi
1	в качестве	2	33
2	в мире	6	26
3	не только	21	24
4	и в	68	24
5	в частности	4	23
6	то есть	31	22
7	может быть	10	22
8	в том	12	20
9	при этом	5	20
10	и не	25	17
11	а в	3	15
12	но и	17	14
13	так и	8	14
14	а не	6	14
15	в себе	5	14
16	такого рода	5	13
17	но не	4	13
18	в этом	28	12
19	то же	14	12
20	но в	20	12
21	в его	21	12
22	том что	6	11
23	точки зрения	8	11
24	своего рода	5	11
25	и его	26	11
26	по отношению	3	10
27	лишь в	3	10
28	отношению к	2	10
29	что в	14	10
30	в данном	5	9
31	не в	2	9
32	с другой	8	9
33	в то	14	9
34	только в	9	9
35	не может	5	8
36	по своей	4	8
37	как бы	7	8
38	в своей	11	8
39	же время	13	8
40	или иной	2	7
41	в своем	11	7
42	а также	6	7
43	мы имеем	2	7
44	себя в	2	7
45	отношение к	11	7
46	во второй	2	7
47	в области	5	7
48	отличие от	3	7
49	в самом	6	7
50	в отличие	3	7
51	и т.п	17	7
52	в нем	12	7
53	другой стороны	5	6
54	в первой	3	6
55	со стороны	2	6
56	не менее	2	6
57	еще не	3	6
58	то что	11	6
59	как и	17	6
60	уже не	2	6
61	между ними	4	6
62	в ее	5	6
63	в основе	7	6
64	с его	6	6
65	данном случае	3	5
66	по преимуществу	3	5
67	как в	4	5
68	и одновременно	3	5
69	ни в	6	5
70	в виду	8	5
71	для того	5	5
72	и о	5	5
73	для него	7	5
74	между тем	3	5
75	жизни как	2	5
76	в художественном	3	5
77	того чтобы	6	5
78	того что	3	5
79	он не	11	5
80	в себя	2	5
81	можно сказать	2	5
82	никогда не	2	4
83	сказать что	3	4
84	в отношении	3	4
85	его в	7	4
86	это не	5	4
87	так в	4	4
88	и ее	3	4
89	в форме	3	4
90	в другом	3	4
91	этого слова	3	4
92	в их	6	4
93	в этих	8	4
94	что он	7	4
95	по своему	3	4
96	в литературе	10	4
97	далеко не	3	4
98	речи и	2	4
99	того же	4	4
100	слова в	3	4
101	мира и	4	4
102	входит в	2	4
103	в свою	3	4
104	в целом	3	4
105	и что	2	4
106	не на	2	4
107	и сам	5	4
108	отношения к	2	4
109	в нашем	5	4
110	в слове	2	4
111	хотя и	2	4
112	но он	9	4
113	даже в	4	3
114	и то	2	3
115	перед нами	4	3
116	и потому	6	3
117	во всех	8	3
118	из этих	2	3
119	одной стороны	4	3
120	о чем	3	3
121	в которой	6	3
122	в противоположность	2	3
123	и для	6	3
124	и как	5	3
125	если бы	3	3
126	к которому	2	3
127	роль в	7	3
128	в узком	3	3
129	или в	3	3
130	мира в	2	3
131	подобно тому	2	3
132	свою очередь	2	3
133	в культуре	4	3
134	в таком	2	3
135	одним из	2	3
136	и вот	4	3
137	в романе	24	3
138	с одной	5	3
139	и др	9	3
140	в произведении	3	3
141	или иных	2	3
142	их в	7	3
143	культуры в	3	3
144	именно в	5	3
145	потому что	3	3
146	тому как	2	3
147	том числе	4	3
148	имеем в	2	3
149	прежде всего	23	3
150	и к	4	3
151	на языке	2	3
152	с точки	4	3
153	все эти	16	3
154	той или	2	3
155	и по	4	3
156	связи с	8	3
157	в связи	7	3
158	таким образом	22	3
159	нового времени	2	3
160	во всей	3	3
161	принадлежит к	2	3
162	например в	2	3
163	тех или	2	3
164	в этой	15	3
165	в одном	7	3
166	как раз	8	3
167	вовсе не	18	3
168	еще и	6	2
169	к одному	2	2
170	имеет в	2	2
171	право на	2	2
172	значительной степени	2	2
173	то в	2	2
174	так же	3	2
175	но как	5	2
176	дело не	3	2
177	дело в	4	2
178	с их	5	2
179	включает в	2	2
180	о своем	2	2
181	это было	2	2
182	об этом	3	2
183	и даже	7	2
184	в конце	8	2
185	и здесь	5	2
186	и прежде	4	2
187	это и	4	2
188	превращается в	4	2
189	времени и	5	2
190	в значительной	3	2
191	к нашему	2	2
192	у нас	4	2
193	только на	4	2
194	и другие	4	2
195	вследствие этого	2	2
196	своей жизни	3	2
197	у него	14	2
198	самом деле	5	2
199	в чем	3	2
200	вместе с	4	2
201	перед лицом	2	2
202	на котором	2	2
203	на уровне	2	2
204	здесь мы	3	2
205	одной из	3	2
206	для понимания	5	2
207	к нему	4	2
208	ни для	4	2
209	числе и	3	2
210	и это	5	2
211	о том	5	2
212	в произведениях	2	2
213	этой системе	2	2
214	в мировой	4	2
215	образом и	2	2
216	и на	16	2
217	не входит	2	2
218	на этом	3	2
219	в году	11	2
220	всякий раз	2	2
221	он и	10	2
222	один из	9	2
223	в них	19	2
224	здесь не	5	2
225	на мир	2	2
226	в той	7	2
227	к жизни	2	2
228	что и	3	2
229	а затем	2	2
230	с ними	4	2
231	о его	2	2
232	и особенно	2	2
233	все это	6	2
234	что они	3	2
235	как будто	2	2
236	в большинстве	3	2
237	который в	2	2
238	xix века	5	2
239	основе своей	2	2
240	на основе	3	2
241	тем же	2	2
242	быть и	2	2
243	в системе	3	2
