N	2gram	Bakhtin_Pr	Hudozhes
1	то есть	86	26
2	в мире	8	24
3	и в	83	23
4	не только	14	20
5	в том	22	20
6	может быть	23	19
7	при этом	6	19
8	и не	41	16
9	но и	16	14
10	а в	4	13
11	в себе	10	13
12	но не	9	13
13	а не	19	13
14	то же	10	12
15	в этом	24	12
16	и его	13	12
17	так и	9	12
18	как бы	27	11
19	точки зрения	17	11
20	в его	15	11
21	но в	12	10
22	по отношению	6	10
23	отношению к	5	10
24	не в	10	9
25	или иной	2	9
26	том что	9	9
27	не может	18	9
28	с другой	4	9
29	своего рода	7	9
30	в то	8	8
31	в области	6	8
32	в самом	7	7
33	и т.п	42	7
34	по своей	12	7
35	отношение к	14	7
36	я и	2	7
37	в своей	5	7
38	только в	10	7
39	же время	8	7
40	как это	2	7
41	что в	5	7
42	в основе	6	7
43	более или	3	6
44	мы имеем	4	6
45	уже не	5	6
46	другой стороны	3	6
47	а также	4	6
48	в нем	21	6
49	с ее	3	6
50	можно сказать	12	6
51	в ее	3	6
52	с его	4	6
53	или менее	3	6
54	тем самым	2	5
55	ни в	4	5
56	с другими	6	5
57	той или	2	5
58	могут быть	5	5
59	между ними	14	5
60	и одновременно	6	5
61	место в	3	5
62	в виду	3	5
63	а на	2	5
64	в их	7	5
65	героя и	3	5
66	что он	6	5
67	то что	14	5
68	не менее	4	5
69	прежде всего	20	5
70	в слове	2	4
71	и то	2	4
72	сказать что	12	4
73	в отношении	3	4
74	его в	4	4
75	далеко не	4	4
76	это не	10	4
77	а только	2	4
78	к тому	2	4
79	речи и	3	4
80	между тем	2	4
81	и т.д	5	4
82	жизни как	4	4
83	в форме	6	4
84	не знает	8	4
85	еще не	10	4
86	и тем	4	4
87	и что	3	4
88	говорить о	2	4
89	в этих	8	4
90	он не	5	4
91	и о	3	4
92	например в	8	4
93	в себя	8	4
94	в своем	2	4
95	хотя и	10	4
96	со своей	2	4
97	даже в	3	3
98	в жизни	14	3
99	к нему	3	3
100	и для	5	3
101	по своему	6	3
102	и притом	2	3
103	в произведении	3	3
104	и ее	8	3
105	в романе	9	3
106	в роли	2	3
107	как и	13	3
108	авторской позиции	3	3
109	того же	5	3
110	их в	3	3
111	потому что	9	3
112	о чем	2	3
113	слова в	3	3
114	том числе	15	3
115	в целом	3	3
116	имеем в	3	3
117	к его	2	3
118	человеческой жизни	3	3
119	к действительности	3	3
120	и к	13	3
121	во всех	15	3
122	личности и	2	3
123	человека с	3	3
124	тем не	2	3
125	из этих	3	3
126	и на	27	3
127	в той	2	3
128	и прежде	6	3
129	как раз	6	3
130	с точки	13	3
131	себя и	3	3
132	в связи	2	3
133	к области	2	3
134	таким образом	9	3
135	в таком	3	3
136	есть в	7	3
137	в которой	2	3
138	во всей	5	3
139	в рассказе	2	3
140	этом смысле	5	3
141	отношении к	2	3
142	в пределах	8	3
143	в одном	4	3
144	человека к	3	3
145	но он	3	3
146	в структуре	4	3
147	никогда не	10	2
148	самим собою	6	2
149	о том	3	2
150	одной из	6	2
151	рассказ о	2	2
152	для понимания	3	2
153	в литературе	8	2
154	одна из	9	2
155	как в	10	2
156	начиная с	4	2
157	и др	18	2
158	художественной литературы	2	2
159	не могли	2	2
160	всей своей	2	2
161	на время	2	2
162	и это	3	2
163	ее в	4	2
164	в повести	3	2
165	и потому	6	2
166	от всех	2	2
167	а для	2	2
168	при всем	3	2
169	высказывания и	2	2
170	в самой	2	2
171	еще и	4	2
172	слова не	2	2
173	или в	7	2
174	строго говоря	2	2
175	это своего	2	2
176	именно в	3	2
177	жизни на	2	2
178	жизни в	4	2
179	но как	2	2
180	все эти	9	2
181	тем более	2	2
182	жизнь на	2	2
183	не всегда	3	2
184	о себе	2	2
185	человека и	10	2
186	мира и	3	2
187	времени и	4	2
188	образом и	3	2
189	или иных	2	2
190	что она	2	2
191	с их	3	2
192	за пределы	7	2
193	быть и	2	2
194	не как	5	2
195	но она	3	2
196	с самим	7	2
197	так же	4	2
198	отличается от	2	2
199	об этом	3	2
200	может служить	2	2
201	из которых	2	2
202	но на	2	2
203	в европейской	2	2
204	и по	5	2
205	он и	2	2
206	я не	6	2
207	тех или	2	2
208	один из	7	2
209	в них	4	2
210	по себе	3	2
211	сама по	2	2
212	несмотря на	3	2
213	собою в	2	2
214	ведет к	3	2
215	к жизни	2	2
216	но во	2	2
217	на этом	4	2
218	слова и	5	2
219	все это	11	2
220	с ними	2	2
221	между двумя	4	2
222	своей природе	4	2
223	числе и	13	2
224	что и	4	2
225	и некоторые	2	2
226	такова например	2	2
227	в году	2	2
228	могут оказаться	2	2
229	и особенно	3	2
230	xix века	2	2
231	одним из	6	2
232	к своему	4	2
233	и другие	14	2
234	мире и	2	2
235	нового времени	8	2
236	в формах	2	2
237	своей жизни	3	2
238	а затем	5	2
239	и более	3	2
240	этого слова	3	2
241	жить и	4	2
242	в этой	3	2
243	но только	2	2
244	человеческих отношений	2	2
245	жанровой традиции	8	2
246	жизни а	2	2
247	с ним	3	2
248	превращается в	5	2
249	этих двух	5	2
250	вовсе не	12	2
251	если мы	5	2
252	на основе	4	2
253	у него	5	2
254	с человеком	3	2
255	при всей	3	2
256	здесь не	5	2
