N	2gram	Vinokur_Vv	DiskursI
1	в качестве	8	72
2	а не	5	60
3	может быть	30	56
4	не только	26	49
5	и в	35	49
6	как и	7	47
7	тогда как	2	47
8	при этом	3	46
9	в том	38	44
10	и не	13	44
11	представляет собой	14	41
12	том что	30	40
13	в этом	35	38
14	в себе	4	37
15	состоит в	2	37
16	в частности	3	36
17	но и	7	35
18	своего рода	3	32
19	но не	9	31
20	со стороны	16	28
21	так и	2	28
22	отличие от	4	28
23	но в	10	28
24	не может	19	27
25	в отличие	4	27
26	как в	3	25
27	такого рода	3	24
28	еще не	4	23
29	а также	3	20
30	все же	9	19
31	прежде всего	10	19
32	в нем	13	19
33	в своей	4	19
34	по отношению	4	17
35	в данном	11	17
36	то же	11	17
37	с другой	8	17
38	отношению к	4	17
39	точки зрения	12	16
40	только в	16	16
41	в его	12	15
42	то что	19	15
43	о том	16	15
44	это не	8	14
45	или иной	3	14
46	не в	10	14
47	не менее	9	14
48	одной стороны	4	14
49	можно сказать	4	14
50	ни к	2	14
51	с одной	4	14
52	в целом	5	13
53	как бы	7	13
54	данном случае	5	12
55	в своем	3	12
56	того же	3	12
57	при всей	2	12
58	в своих	2	12
59	и на	3	12
60	что в	13	11
61	в тексте	4	11
62	и как	9	11
63	не было	2	11
64	а в	6	10
65	а с	2	10
66	не столько	2	10
67	той или	3	10
68	также и	20	10
69	и т.д	5	10
70	же время	6	10
71	в то	6	9
72	в силу	3	9
73	между тем	10	9
74	в них	5	9
75	уже не	6	9
76	себя в	2	9
77	внимание на	5	9
78	в соответствии	2	8
79	этом отношении	4	8
80	как уже	5	8
81	к тому	4	8
82	потому что	18	8
83	хотя и	5	8
84	и даже	6	8
85	в этих	3	8
86	не с	3	8
87	в котором	4	8
88	соответствии с	2	8
89	в одном	4	8
90	из них	4	8
91	не следует	3	8
92	его в	6	7
93	о чем	4	7
94	могут быть	6	7
95	и ее	4	7
96	одной из	4	7
97	и для	4	7
98	но это	2	7
99	что и	5	7
100	например в	2	7
101	в этой	3	7
102	другой стороны	5	7
103	к этому	3	7
104	той же	4	7
105	и его	6	7
106	таким образом	21	7
107	никогда не	3	6
108	значении этого	2	6
109	не как	3	6
110	отношение к	3	6
111	что он	5	6
112	одно из	5	6
113	одновременно и	3	6
114	именно в	8	6
115	тому как	2	6
116	времени в	3	6
117	однако в	3	6
118	что же	3	6
119	здесь не	3	6
120	крайней мере	4	6
121	в принципе	3	6
122	в сущности	3	6
123	в истории	9	6
124	в ее	11	6
125	и то	7	6
126	одна из	3	6
127	в строгом	3	6
128	дело в	5	6
129	во всех	2	6
130	в особенности	4	6
131	времени и	4	6
132	по крайней	4	6
133	в конечном	3	6
134	в которых	6	6
135	с точки	4	6
136	и того	3	6
137	ничего не	2	5
138	в другом	3	5
139	в виду	5	5
140	в их	12	5
141	свою очередь	2	5
142	и потому	2	5
143	того что	12	5
144	в прошлом	2	5
145	стороны и	3	5
146	во втором	2	5
147	несмотря на	2	5
148	же касается	2	5
149	один из	6	5
150	в ряду	2	5
151	представляют собой	9	5
152	того как	3	5
153	как будто	3	5
154	сказать что	6	5
155	из этих	9	5
156	во второй	3	5
157	из двух	4	5
158	в значительной	3	5
159	одного и	2	5
160	на протяжении	2	5
161	в свою	2	5
162	подобно тому	2	5
163	можно говорить	3	5
164	может служить	3	5
165	на этом	3	5
166	не вполне	4	5
167	в той	10	5
168	как раз	4	5
169	говорить о	5	5
170	же самое	3	5
171	не к	2	5
172	своей природе	3	5
173	в ней	3	5
174	тем что	6	5
175	до конца	3	4
176	свое время	3	4
177	не могут	6	4
178	из того	2	4
179	который по	2	4
180	и тем	5	4
181	у них	2	4
182	и др	2	4
183	в свое	3	4
184	по своему	5	4
185	как это	5	4
186	и это	6	4
187	только на	3	4
188	ни одна	2	4
189	что не	5	4
190	и до	2	4
191	что они	2	4
192	в первом	5	4
193	во всяком	5	4
194	особого рода	4	4
195	мы имеем	4	4
196	с ней	2	4
197	это в	2	4
198	хотя в	2	4
199	в результате	4	4
200	этом случае	6	4
201	по мере	4	4
202	тем не	9	4
203	связи с	3	4
204	одним из	5	4
205	в какой	6	4
206	но уже	2	4
207	в самом	13	4
208	будто бы	2	4
209	не есть	5	4
210	и к	3	4
211	зависит от	3	4
212	по себе	11	4
213	говорит о	3	4
214	в основании	3	4
215	и есть	3	4
216	еще и	4	3
217	вопрос о	10	3
218	истории в	2	3
219	в тех	2	3
220	этого рода	9	3
221	он мог	3	3
222	в обоих	2	3
223	в форме	2	3
224	это понятие	2	3
225	текста и	3	3
226	языка и	15	3
227	в области	4	3
228	в формах	2	3
229	на основании	5	3
230	в каждой	2	3
231	то она	2	3
232	как на	12	3
233	мере в	6	3
234	но как	2	3
235	о котором	8	3
236	на том	3	3
237	об этом	6	3
238	не говоря	2	3
239	котором он	2	3
240	этого термина	3	3
241	не бывает	2	3
242	для этого	3	3
243	все эти	3	3
244	было бы	7	3
245	этой традиции	2	3
246	мы не	2	3
247	говоря уже	2	3
248	дело не	5	3
249	должна быть	2	3
250	на языке	2	3
251	как мы	11	3
252	да и	4	3
253	одно и	2	3
254	с этим	3	3
255	в начале	3	3
256	с их	5	3
257	хотя бы	6	3
258	не просто	5	3
259	но также	16	3
260	русский язык	3	3
261	заключается в	4	3
262	дело с	9	3
263	имеет свою	2	3
264	но все	4	3
265	воззрения на	2	3
266	не имеет	4	3
267	входит в	3	3
268	на почве	5	3
269	уже в	5	3
270	ближе к	2	3
271	всяком случае	5	3
272	жизни и	2	3
273	к числу	2	3
274	имеет дело	5	3
275	на рубеже	2	3
276	может оказаться	3	3
277	и сам	3	3
278	и что	6	3
279	однако не	4	3
280	и без	2	3
281	вместе с	6	3
282	в широком	7	2
283	и развития	2	2
284	в отношении	3	2
285	о природе	7	2
286	которых не	3	2
287	его к	2	2
288	мы должны	2	2
289	той мере	6	2
290	не совпадает	2	2
291	каждый из	2	2
292	в каждом	4	2
293	что собственно	3	2
294	есть не	5	2
295	литературы в	3	2
296	быть и	2	2
297	было сказано	3	2
298	культуры не	3	2
299	и при	2	2
300	о которых	2	2
301	к своему	2	2
302	самом деле	7	2
303	одной и	2	2
304	в чем	4	2
305	и требует	2	2
306	что даже	3	2
307	этого понятия	5	2
308	по существу	2	2
309	мы видели	3	2
310	так например	6	2
311	со всей	3	2
312	к нему	3	2
313	только с	4	2
314	в г	5	2
315	а только	8	2
316	в различных	5	2
317	а потому	5	2
318	ответ на	4	2
319	что может	3	2
320	вообще в	2	2
321	или меньшей	3	2
322	речь идет	2	2
323	тем или	2	2
324	большей части	2	2
325	что с	3	2
326	в собственном	3	2
327	следует понимать	2	2
328	как нечто	8	2
329	все это	6	2
330	этого слова	2	2
331	же как	3	2
332	заявляет что	2	2
333	отсюда и	2	2
334	вовсе не	6	2
335	но зато	2	2
336	и вообще	3	2
337	это еще	2	2
338	нашего времени	2	2
339	не могли	2	2
340	до нас	3	2
341	том чтобы	6	2
342	время в	2	2
343	же это	2	2
344	тем более	2	2
345	должно быть	2	2
346	что она	3	2
347	что могло	4	2
348	не нужно	2	2
349	в определенной	2	2
350	о литературе	3	2
351	мысли и	2	2
352	что представляет	3	2
353	мы можем	2	2
354	если бы	3	2
355	и той	3	2
356	в языке	2	2
357	это делает	2	2
358	для того	23	2
359	с этой	5	2
360	обратим внимание	2	2
361	себе и	2	2
362	отношении к	2	2
363	наших дней	2	2
364	текст и	3	2
365	в научной	2	2
366	языка с	2	2
367	и должно	2	2
368	к языку	2	2
369	на этот	6	2
370	т.д в	2	2
371	ни с	2	2
372	из наиболее	4	2
373	значение в	2	2
374	уже было	2	2
375	на то	2	2
376	с понятием	3	2
377	а между	2	2
378	в и	4	2
379	внимания к	2	2
380	и с	2	2
381	о них	2	2
382	или иным	2	2
383	жизни как	2	2
384	обратить внимание	2	2
385	из которых	3	2
386	большей или	3	2
387	исторического знания	3	2
388	он сам	3	2
389	и собственно	2	2
390	по его	2	2
391	только о	2	2
392	нельзя не	6	2
393	во всем	2	2
394	этих двух	2	2
395	а как	5	2
396	с помощью	2	2
