N	2gram	Vygotskiy_	Istorich
1	и в	37	181
2	может быть	19	115
3	не только	29	114
4	что он	16	111
5	мы имеем	2	102
6	что в	25	90
7	но и	23	85
8	в этом	32	81
9	так как	11	75
10	то что	32	73
11	таким образом	39	72
12	вместе с	14	71
13	и не	15	67
14	все же	6	65
15	мы видим	7	65
16	в этих	3	64
17	не может	16	61
18	так же	18	57
19	то же	12	56
20	никогда не	8	56
21	в том	47	53
22	том что	42	53
23	с другой	16	52
24	а в	4	52
25	потому что	11	52
26	что и	3	51
27	и что	11	51
28	мы видели	8	49
29	о том	14	48
30	а не	5	48
31	связь с	2	47
32	не в	9	47
33	другой стороны	10	46
34	превращается в	3	45
35	мы должны	11	44
36	но в	9	44
37	и пр	2	44
38	это не	5	43
39	и его	10	43
40	мы знаем	3	42
41	в нем	2	42
42	показывает что	4	42
43	только в	8	42
44	как в	7	42
45	представление о	7	41
46	или в	2	39
47	в его	16	38
48	для нас	4	38
49	тем что	7	38
50	и на	8	38
51	что здесь	2	37
52	так и	12	37
53	он не	11	37
54	уже не	2	37
55	как и	20	37
56	мы уже	7	37
57	мы можем	11	36
58	мы увидим	3	36
59	с тем	8	35
60	что они	5	35
61	все эти	6	35
62	мы не	13	35
63	что это	8	34
64	но не	6	34
65	а именно	2	34
66	связи с	7	34
67	у него	2	34
68	там где	8	33
69	же как	8	33
70	об этом	6	33
71	сих пор	4	32
72	в качестве	12	32
73	представляет собой	13	31
74	ничего не	6	31
75	прежде всего	12	31
76	один из	3	31
77	то это	2	31
78	при помощи	2	30
79	с этим	8	30
80	до сих	4	30
81	с одной	14	30
82	но все	3	29
83	как мы	11	29
84	одной стороны	15	29
85	что она	6	28
86	и с	10	28
87	как он	7	27
88	так что	2	27
89	того что	28	27
90	могут быть	5	27
91	в ином	2	27
92	в ней	2	26
93	как это	6	26
94	и др	5	26
95	представляют собой	2	26
96	предположить что	2	26
97	на него	3	26
98	вопрос о	11	25
99	раньше чем	3	24
100	было бы	12	24
101	если бы	10	24
102	в виде	3	24
103	что мы	9	24
104	к этому	7	24
105	того как	6	24
106	все это	9	23
107	когда он	5	23
108	в частности	8	23
109	точно так	2	23
110	показывают что	3	23
111	в этой	13	23
112	их в	6	23
113	и это	3	23
114	как бы	16	23
115	представлений о	2	23
116	при этом	6	22
117	и по	3	22
118	с ним	3	22
119	в одном	5	21
120	сказать что	16	21
121	ее в	3	21
122	это представление	3	21
123	в другом	7	21
124	должны были	6	21
125	к тому	10	21
126	связано с	3	21
127	в связи	3	21
