N	3gram	Vygotskiy_	Problema
1	тем не менее	6	56
2	о том что	9	39
3	в том что	21	37
4	и т д	10	33
5	то же самое	8	30
6	в настоящее время	2	30
7	в связи с	2	29
8	во всяком случае	7	25
9	с точки зрения	12	25
10	с другой стороны	7	25
11	в конце концов	6	23
12	в таком случае	3	23
13	сама по себе	2	21
14	сам по себе	4	21
15	и то что	3	20
16	на то что	12	19
17	в этом смысле	3	19
18	для того чтобы	11	17
19	то есть в	2	17
20	в то же	2	17
21	точно так же	6	16
22	и тем не	2	15
23	до сих пор	8	14
24	не что иное	2	14
25	что иное как	2	14
26	как будто бы	2	14
27	на самом деле	6	13
28	сами по себе	4	13
29	можно было бы	2	13
30	не может быть	14	12
31	в то время	6	12
32	можно сказать что	2	12
33	то время как	6	12
34	и в частности	2	12
35	бы то ни	2	11
36	с одной стороны	6	11
37	тех или иных	2	11
38	более или менее	3	10
39	не только не	4	10
40	вместе с тем	3	10
41	только то что	2	10
42	по этому поводу	3	9
43	только тогда когда	4	8
44	потому что он	2	8
45	никак не может	3	8
46	только в том	4	8
47	заключается в том	13	8
48	хотя и не	2	7
49	и если мы	2	7
50	в этой области	3	7
51	то или иное	2	7
52	только потому что	2	7
53	так и в	2	6
54	ни в какой	3	6
55	само по себе	8	6
56	в самом деле	13	6
57	в этом отношении	7	6
58	указывает на то	4	5
59	по себе а	3	5
60	в собственном смысле	3	5
61	в том виде	2	5
62	только при помощи	2	5
63	же как и	2	5
64	только о том	2	5
65	том что он	2	5
66	в зависимости от	6	5
67	так же как	8	5
68	в какой мере	3	5
69	этой точки зрения	7	4
70	не потому что	2	4
71	не было бы	3	4
72	именно потому что	2	4
73	слова то есть	2	4
74	собственном смысле слова	2	4
75	подобно тому как	7	4
76	до тех пор	2	4
77	то есть как	2	4
78	в том чтобы	9	4
79	от того что	2	3
80	мы никогда не	5	3
81	к тому что	2	3
82	случае не может	2	3
83	несмотря на то	2	3
84	с этой точки	5	3
85	к выводу что	2	3
86	потому что она	2	3
87	как и в	5	3
88	что и в	5	3
89	в чем же	2	3
90	в сущности говоря	6	3
91	потому что все	2	3
92	то что и	2	3
93	в отличие от	4	3
94	то что у	3	3
95	так как они	2	3
96	с тем что	2	3
97	по сравнению с	3	3
98	в том случае	3	2
99	заключается только в	2	2
100	в основе своей	2	2
101	как только мы	2	2
102	тот и другой	2	2
103	одной и той	5	2
104	столько же сколько	2	2
105	и в самом	3	2
106	и что даже	2	2
107	все больше и	2	2
108	больше и больше	2	2
109	то же что	2	2
110	и в том	2	2
111	и не может	2	2
112	и что в	2	2
113	в свою очередь	3	2
114	в эстетике и	2	2
115	мы не можем	2	2
116	таким образом в	2	2
117	никогда не может	3	2
118	и тот же	2	2
119	того и другого	3	2
120	в том и	4	2
121	заключается не в	2	2
122	и т п	23	2
123	выходит за пределы	2	2
124	в сознании и	2	2
125	и той же	5	2
126	в последнее время	2	2
127	все дело в	2	2
128	совершенно ясно что	16	2
129	один и тот	2	2
130	и тем что	2	2
131	сказать что в	3	2
132	а в том	2	2
133	принять во внимание	2	2
134	что в этом	3	2
