N	2gram	Propp_Isto	KFilosof
1	может быть	31	45
2	в его	16	42
3	в нем	10	32
4	не может	10	29
5	и не	19	28
6	и в	44	28
7	по отношению	2	26
8	в котором	2	24
9	отношению к	2	22
10	и его	15	18
11	только в	8	18
12	в своем	3	17
13	в ее	4	17
14	а не	5	17
15	в этом	20	15
16	не в	11	13
17	для него	2	13
18	точки зрения	3	13
19	но не	8	12
20	и это	5	12
21	к нему	5	12
22	ни в	2	12
23	в своей	3	11
24	во всех	3	11
25	из себя	4	11
26	все эти	11	11
27	это не	8	10
28	в целом	4	10
29	от себя	2	10
30	и для	3	10
31	все это	4	10
32	и есть	3	10
33	но и	16	9
34	как бы	4	9
35	и все	4	9
36	себя в	6	8
37	если бы	5	8
38	не было	2	8
39	лишь в	2	8
40	со стороны	6	8
41	жизни и	4	8
42	было бы	2	8
43	в себя	3	8
44	и здесь	12	7
45	должен быть	2	7
46	совершенно не	2	7
47	то что	16	7
48	уже не	14	7
49	что и	11	7
50	во всем	4	7
51	вовсе не	6	7
52	этот момент	2	7
53	ее и	3	6
54	отношение к	3	6
55	но эта	2	6
56	в том	13	6
57	но все	8	6
58	не имеет	4	6
59	и действительно	6	6
60	но это	10	6
61	он не	5	6
62	никогда не	5	5
63	его в	17	5
64	все же	17	5
65	не только	17	5
66	мы имеем	22	5
67	но как	2	5
68	хотя бы	2	5
69	то же	9	5
70	еще не	16	5
71	а в	9	5
72	но в	7	5
73	как и	12	5
74	в одном	2	5
75	там где	11	5
76	с ним	9	5
77	в основе	3	5
78	что это	8	4
79	тем самым	2	4
80	нет в	2	4
81	том что	12	4
82	что в	18	4
83	не как	5	4
84	не по	3	4
85	о нем	3	4
86	прежде всего	7	4
87	здесь мы	7	4
88	к ним	2	4
89	в своих	4	4
90	мира и	2	4
91	входит в	5	4
92	для нас	6	4
93	меня не	2	4
94	с ними	4	4
95	при этом	4	4
96	из него	3	4
97	должна быть	3	4
98	ничего не	4	3
99	ним и	2	3
100	в то	5	3
101	от него	2	3
102	здесь не	3	3
103	человека и	2	3
104	всех этих	2	3
105	в другом	2	3
106	в некотором	2	3
107	это и	3	3
108	тем что	12	3
109	и тем	7	3
110	та же	2	3
111	для того	3	3
112	самом деле	2	3
113	людей и	2	3
114	себе и	2	3
115	и пр	6	3
116	с человеком	2	3
117	нем и	3	3
118	не менее	6	3
119	о том	11	3
120	мы здесь	4	3
121	что этот	5	3
122	в ней	8	3
123	в свою	3	3
124	могут быть	9	3
125	но для	4	3
126	и этим	6	3
127	тогда когда	3	3
128	здесь нет	3	3
129	и на	11	3
130	что не	3	3
131	того что	3	3
132	мы не	6	3
133	и может	2	3
134	из его	2	3
135	меня в	4	3
136	не дает	2	3
137	ясно что	5	3
138	и то	5	2
139	с этого	2	2
140	для этого	3	2
141	и мы	3	2
142	и потому	2	2
143	в данном	3	2
144	его к	3	2
145	вокруг него	3	2
146	ли это	2	2
147	его с	3	2
148	его на	5	2
149	не потому	5	2
150	к этому	5	2
151	вопрос о	5	2
152	это было	2	2
153	в это	3	2
154	к себе	3	2
155	из нее	2	2
156	знает и	2	2
157	тем не	6	2
158	и как	5	2
159	в виде	13	2
160	то или	2	2
161	а как	3	2
162	и других	5	2
163	случае мы	2	2
164	это только	2	2
165	а с	2	2
166	этих предметов	2	2
167	что он	29	2
168	из которых	7	2
169	или как	3	2
170	так и	9	2
171	его и	2	2
172	что есть	2	2
173	может иметь	2	2
174	с тем	9	2
175	это уже	2	2
176	как в	11	2
177	на первом	2	2
178	от этого	6	2
179	думать что	2	2
180	в него	5	2
181	одна и	2	2
182	она не	7	2
183	и она	3	2
184	он может	4	2
185	на нем	3	2
186	но есть	4	2
187	ему в	3	2
188	есть на	2	2
189	имеем в	2	2
190	а по	3	2
191	он имеет	4	2
192	если не	4	2
193	его изнутри	2	2
194	один из	6	2
195	что за	2	2
196	него и	6	2
197	по себе	2	2
198	потому что	18	2
199	которой он	2	2
200	того чтобы	3	2
201	или иное	2	2
202	что эта	2	2
203	именно на	2	2
204	в качестве	13	2
205	в этой	5	2
206	с его	3	2
