N	3gram	Bakhtin_Pr	FransuaR
1	в то же	10	55
2	то же время	10	55
3	мы уже говорили	2	43
4	как мы уже	2	28
5	до сих пор	3	27
6	в том что	10	27
7	в большинстве случаев	3	22
8	в этом отношении	7	20
9	но в то	5	20
10	с точки зрения	21	20
11	для того чтобы	3	17
12	о том что	5	17
13	как мы видели	3	16
14	и до конца	4	16
15	то есть в	10	15
16	жизни и смерти	7	15
17	нужно сказать что	2	14
18	начала и до	2	14
19	с начала и	2	14
20	на самом деле	4	13
21	не может быть	8	13
22	в той же	3	13
23	с другой стороны	3	12
24	и в то	3	12
25	все то что	3	11
26	можно сказать что	3	11
27	в отличие от	3	11
28	той или иной	3	10
29	в конце концов	7	10
30	в той или	2	10
31	в данном случае	3	10
32	не только в	2	10
33	по отношению к	17	9
34	зрения на мир	7	9
35	мы видим что	2	9
36	в его целом	8	8
37	таким образом в	2	8
38	и т.п все	2	8
39	на протяжении всего	2	8
40	в своей книге	2	7
41	и в романе	3	7
42	можно было бы	4	7
43	в самом деле	5	7
44	подобно тому как	5	7
45	в то время	3	7
46	с самого начала	3	6
47	то есть только	2	6
48	в сущности только	2	6
49	но все же	3	6
50	как мы сказали	2	6
51	имеем в виду	2	6
52	выходит за пределы	2	6
53	мы имеем в	2	5
54	во всяком случае	3	5
55	как бы в	3	5
56	это и есть	3	5
57	друг с другом	4	5
58	по сравнению с	2	5
59	только то что	2	5
60	потому что он	2	5
61	точку зрения на	4	4
62	то есть с	2	4
63	и еще не	2	4
64	как раз и	2	4
65	на мир и	3	4
66	но он не	2	4
67	в нем и	2	4
68	в одном из	3	4
69	в самом начале	3	4
70	и не может	3	4
71	по ту сторону	2	4
72	так же как	4	4
73	точки зрения на	2	4
74	таким образом все	2	4
75	это вовсе не	2	4
76	бы то ни	3	3
77	но это не	3	3
78	он не только	2	3
79	в этом смысле	12	3
80	является одним из	2	3
81	заключается в том	2	3
82	именно потому что	3	3
83	в его творчестве	3	3
84	и в том	2	3
85	и как бы	3	3
86	в дантовском мире	2	3
87	говорит об этом	2	3
88	не входит в	3	3
89	мы уже отмечали	2	3
90	он как бы	2	3
91	или иной степени	2	3
92	между тем как	4	3
93	переходит в другое	2	3
94	в одной плоскости	7	3
95	смысле этого слова	2	3
96	и в этом	8	3
97	друг от друга	2	3
98	в целом ряде	2	3
99	точка зрения на	2	2
100	видения и понимания	3	2
101	можем сказать что	2	2
102	совершенно так же	2	2
103	мир и на	3	2
104	потому что она	3	2
105	то что было	3	2
106	он остается в	2	2
107	потому что они	2	2
108	но не только	2	2
109	не потому что	3	2
110	понять и оценить	2	2
111	и в его	3	2
112	к нему и	2	2
113	была для него	3	2
114	в обычном смысле	2	2
115	мы можем сказать	2	2
116	они и не	2	2
117	то ни было	2	2
118	и в целом	2	2
119	на равных правах	2	2
120	же как и	3	2
121	том что он	4	2
122	друг к другу	4	2
123	же время не	3	2
124	в его произведениях	3	2
125	что дело идет	2	2
126	целом ряде других	2	2
127	может быть только	3	2
128	еще раз подчеркнуть	2	2
129	в себе все	2	2
130	он и не	3	2
131	но именно этот	2	2
132	и в сущности	2	2
133	нам важна здесь	4	2
134	но и не	2	2
