N	2gram	Bakhtin_Pr	Myslijsy
1	потому что	8	182
2	то есть	3	142
3	и в	64	121
4	может быть	43	107
5	в том	12	103
6	то что	21	83
7	в слове	3	78
8	для нас	2	75
9	что в	11	73
10	и не	55	73
11	только в	13	72
12	не только	26	67
13	а не	29	67
14	таким образом	15	64
15	том что	8	59
16	так как	9	59
17	в этом	33	59
18	но и	26	59
19	то же	18	56
20	не в	15	54
21	если бы	12	53
22	в себе	11	53
23	не может	26	52
24	по себе	16	52
25	того что	3	47
26	в сознании	3	46
27	в нем	28	45
28	было бы	8	45
29	не есть	4	42
30	как и	25	42
31	так что	6	39
32	мы не	4	38
33	что и	7	38
34	так и	8	37
35	при этом	8	37
36	как в	7	37
37	тем что	6	33
38	и что	5	32
39	по отношению	12	30
40	а в	10	30
41	но не	12	29
42	что не	3	29
43	между тем	7	29
44	вовсе не	12	28
45	для него	23	28
46	могут быть	9	27
47	с этим	3	27
48	и т	14	26
49	то и	3	26
50	не было	5	26
51	отношению к	12	26
52	этого слова	3	25
53	между собою	5	24
54	в то	15	24
55	от того	4	23
56	того как	3	23
57	как бы	33	23
58	но в	14	22
59	а потому	2	22
60	по мере	4	22
61	не имеет	2	22
62	с другой	7	22
63	то это	3	22
64	и потому	7	21
65	не менее	3	21
66	в ней	2	20
67	в одном	20	20
68	это не	12	20
69	мысли и	6	19
70	и как	9	19
71	с ним	8	19
72	сказать что	4	19
73	что это	2	19
74	из этих	3	19
75	но это	6	19
76	должно быть	8	19
77	тем не	2	19
78	о том	5	19
79	того же	3	19
80	еще не	10	18
81	не могут	10	18
82	в человеке	6	18
83	бы не	2	18
84	в самом	17	18
85	что я	7	18
86	в таком	3	18
87	заметить что	2	17
88	в его	30	17
89	слова и	8	17
90	по крайней	2	17
91	крайней мере	2	17
92	точки зрения	31	17
93	что оно	2	17
94	во всяком	7	17
95	уже в	5	17
96	слова в	12	17
97	в своем	12	16
98	к тому	4	16
99	в которой	2	16
100	так же	8	16
101	или же	2	16
102	есть нечто	2	16
103	если б	2	16
104	в них	5	16
105	что если	3	16
106	на то	5	16
107	и на	16	16
108	т д	4	15
109	в этих	5	15
110	тому как	3	15
111	что он	15	15
112	прежде всего	16	15
113	только как	2	15
114	с другими	8	15
115	уже не	15	15
116	мы должны	3	14
117	должны быть	3	14
118	связи с	3	14
119	в истории	2	14
120	там где	12	14
121	само по	4	14
122	то в	2	14
123	мысли в	2	14
124	так сказать	9	14
125	в котором	7	14
126	в одно	4	14
127	все же	11	14
128	сам по	2	14
129	во всех	4	14
130	бы ни	3	14
131	же время	13	14
132	что все	2	13
133	и все	6	13
134	те же	3	13
135	т п	10	13
136	например в	5	13
137	а между	2	13
138	в смысле	3	13
139	из них	3	13
140	и его	21	13
141	как на	4	13
142	никогда не	11	12
143	человека и	2	12
144	друг друга	4	12
145	и при	2	12
146	одно из	2	12
147	что же	9	12
148	все это	9	12
149	как мы	13	12
150	есть в	2	12
151	сих пор	9	12
152	человеческого духа	2	12
153	что такое	2	12
154	оно не	3	12
155	или менее	4	12
156	это последнее	2	12
157	хотя и	5	12
158	другой стороны	6	12
159	в каждом	15	12
160	более или	4	12
161	всяком случае	4	12
162	до сих	9	12
163	к одному	7	11
164	той же	8	11
165	того чтобы	2	11
166	в первом	2	11
167	только на	3	11
168	что для	2	11
169	все что	4	11
170	и если	2	11
171	и их	3	11
172	же что	5	11
173	его в	8	11
174	указывает на	2	11
175	к нему	11	11
176	речи и	4	11
177	с нею	2	11
178	же в	2	11
179	сами по	4	11
180	подобно тому	3	11
181	и это	8	11
182	и только	3	11
183	и следовательно	7	10
184	и понимания	4	10
185	и для	7	10
186	хотя бы	4	10
