N	2gram	Tiupa_Narr	Narrotol
1	не только	32	62
2	и не	20	50
3	при этом	9	47
4	но и	23	45
5	а не	12	38
6	в качестве	21	35
7	в частности	14	31
8	может быть	25	30
9	и в	19	30
10	в том	18	29
11	своего рода	12	28
12	том что	14	28
13	тогда как	12	28
14	в этом	17	28
15	а в	11	27
16	такого рода	7	26
17	состоит в	13	25
18	представляет собой	13	25
19	только в	4	25
20	в данном	5	24
21	как и	7	24
22	не в	14	23
23	то что	11	23
24	то есть	19	22
25	в тексте	16	22
26	не может	10	20
27	в рассказе	4	18
28	данном случае	4	17
29	в себе	8	17
30	так и	9	17
31	а также	7	17
32	со стороны	9	16
33	в его	9	16
34	но в	6	15
35	можно сказать	5	15
36	иначе говоря	6	15
37	к тому	7	15
38	и т.п	8	15
39	картина мира	5	14
40	и его	5	14
41	в своем	2	13
42	то же	4	13
43	времени и	7	13
44	у него	4	13
45	о том	6	13
46	уже не	5	13
47	перед нами	4	12
48	картины мира	5	12
49	все же	7	12
50	прежде всего	4	12
51	как в	7	12
52	на протяжении	6	12
53	как бы	4	12
54	сводится к	3	12
55	тем самым	6	11
56	по отношению	7	11
57	к себе	5	11
58	и тем	4	11
59	героя в	8	11
60	отличие от	5	11
61	в нем	4	11
62	в этой	5	11
63	жизни в	3	11
64	отношению к	6	11
65	в отличие	5	11
66	в мире	9	11
67	хотя и	3	11
68	никогда не	3	10
69	события рассказывания	5	10
70	всего лишь	2	10
71	в то	3	10
72	нарративного дискурса	9	10
73	и т.д	7	10
74	ничего не	2	10
75	как это	6	10
76	один из	3	10
77	точки зрения	10	10
78	того что	2	10
79	как правило	4	10
80	не является	8	10
81	и все	2	10
82	но не	6	10
83	коммуникативного события	12	10
84	жизни и	3	10
85	тому же	5	10
86	между тем	3	10
87	с его	6	10
88	во времени	8	9
89	еще не	7	9
90	что он	6	9
91	коммуникативное событие	3	9
92	что в	3	9
93	отнюдь не	5	9
94	не сводится	2	9
95	в рамках	12	9
96	тем не	3	9
97	той или	4	9
98	для него	2	9
99	повествуемого мира	3	9
100	далеко не	5	9
101	столь же	3	9
102	истории в	3	9
103	как раз	2	9
104	или иной	5	8
105	о чем	2	8
106	матери и	4	8
107	самом деле	2	8
108	не менее	3	8
109	одна из	3	8
110	преосвященного петра	3	8
111	мы имеем	2	8
112	и он	3	8
113	у нее	2	8
114	мира в	5	8
115	этом отношении	3	8
116	по мысли	3	8
117	в литературе	2	8
118	и для	2	8
119	в той	6	8
120	же время	4	8
121	в таком	2	8
122	он не	3	8
123	современной нарратологии	2	8
124	не мог	4	8
125	в свою	3	7
126	это не	2	7
127	вслед за	4	7
128	при всей	4	7
129	в принципе	4	7
130	а во	3	7
131	событийной цепи	3	7
132	в ней	3	7
133	одного из	4	7
134	на себя	3	7
135	в ее	3	7
136	имеет место	4	7
137	нарративной истории	2	7
138	же в	4	7
139	в силу	4	7
140	с другой	8	7
141	пока еще	4	7
142	рассказывания в	2	7
143	и на	3	7
144	или в	2	7
145	в форме	5	7
146	одной стороны	7	6
147	в коммуникативном	3	6
148	вплоть до	2	6
149	в детстве	5	6
150	о нем	4	6
151	и пространстве	5	6
152	они не	2	6
153	во втором	4	6
154	нарративного высказывания	6	6
155	однако в	2	6
156	в известном	2	6
157	на другой	2	6
158	между двумя	5	6
159	о ней	3	6
160	представляют собой	2	6
161	например в	2	6
162	главного героя	2	6
163	сказать что	4	6
164	известном смысле	2	6
165	в архиерее	3	6
166	то в	6	6
167	из этих	3	6
168	здесь не	4	6
169	в результате	2	6
170	на него	3	6
171	героя и	4	6
172	с одной	7	6
173	что у	2	6
174	нарративного текста	4	6
175	в конечном	3	6
176	рецептивная установка	3	6
177	присутствия в	3	6
178	в случае	7	6
179	имеем дело	2	6
180	не всегда	2	5
181	а именно	3	5
182	или напротив	4	5
183	точку зрения	4	5
184	повествователя и	2	5
185	дело с	2	5
186	к нему	5	5
187	высказывания в	6	5
188	точка зрения	6	5
189	мира и	2	5
190	являет собой	2	5
191	между собой	2	5
192	не столько	4	5
193	исходя из	2	5
194	теперь как	4	5
195	несобственно-прямой речи	4	5
196	было бы	4	5
197	свою очередь	3	5
198	рассказываемой истории	2	5
199	да и	4	5
200	что это	3	5
201	было как	4	5
202	читателя в	2	5
203	тем более	2	5
204	себя в	5	5
205	с ее	3	5
206	и даже	3	5
207	подобно тому	2	5
208	в пределах	2	5
209	в какой	2	5
210	его жизни	2	5
211	событие в	2	5
212	не случайно	2	5
213	центрального персонажа	2	5
214	именно в	6	5
215	следует признать	2	5
216	если не	4	5
217	из них	3	5
218	и племянницы	3	5
219	тому как	2	5
220	не было	2	5
221	и того	2	5
222	он сам	2	5
223	как будто	3	5
224	даже в	2	4
225	не о	3	4
226	в третьем	3	4
227	бытия в	3	4
228	и ее	2	4
229	эпизоды и	2	4
230	роль в	2	4
231	по сути	2	4
232	в области	2	4
233	картину мира	2	4
234	в аспекте	2	4
235	не являются	2	4
236	она не	2	4
237	на том	3	4
238	и судия	2	4
239	ему в	2	4
240	жизненной позиции	4	4
241	что на	2	4
242	не будет	3	4
243	что касается	2	4
244	не все	5	4
245	о своей	2	4
246	и когда	2	4
247	не на	2	4
248	что они	3	4
249	персонажа и	2	4
250	в первом	3	4
251	который в	2	4
252	как мы	3	4
253	в основе	5	4
254	хотя бы	4	4
255	конечном счете	2	4
256	другой день	2	4
257	за границей	4	4
258	и как	5	4
259	не имеет	2	4
260	событии рассказывания	2	4
261	человека в	2	4
262	статус события	3	4
263	в эпизоде	3	4
264	не могло	2	4
265	не с	3	4
266	повествовательного текста	3	4
267	свободен теперь	2	4
268	зависит от	2	4
269	оно не	2	4
270	и с	4	4
271	не существует	3	4
272	жизни а	2	4
273	по себе	5	4
274	мог бы	3	4
275	несмотря на	2	4
276	по своей	3	4
277	и судии	2	4
278	или даже	2	4
279	нового времени	2	4
280	в себя	6	4
281	как птица	2	4
282	в обоих	2	4
283	текста в	2	4
284	эпизоды в	2	3
285	и потому	2	3
286	идет о	2	3
287	так же	2	3
288	но как	2	3
289	различного рода	3	3
290	каждый из	2	3
291	чеховский рассказ	2	3
292	как к	2	3
293	со словами	2	3
294	за собой	4	3
295	внутреннего зрения	4	3
296	события в	2	3
297	сообщают о	2	3
298	низких потолков	3	3
299	как известно	2	3
300	первые два	2	3
301	то они	2	3
302	а с	3	3
303	главного персонажа	2	3
304	одно из	2	3
305	одной из	4	3
306	к эпизоду	2	3
307	событийность излагаемых	2	3
308	в церкви	4	3
309	каким он	2	3
310	обращает на	3	3
311	матери с	2	3
312	глядела на	2	3
313	между ними	2	3
314	участок текста	2	3
315	же не	4	3
316	быстро весело	3	3
317	точно так	2	3
318	что не	4	3
319	на эпизоды	2	3
320	о приезде	3	3
321	очевидным образом	2	3
322	же как	3	3
323	для автора	2	3
324	все эти	2	3
325	и самого	3	3
326	связи с	4	3
327	в пространстве	4	3
328	отец сисой	3	3
329	в связи	2	3
330	более не	2	3
331	этого эпизода	3	3
332	времени в	2	3
333	нарративный дискурс	5	3
334	речь идет	4	3
335	особенно в	3	3
336	происходит и	2	3
337	или иного	2	3
338	первом случае	2	3
339	того или	2	3
340	о воскресении	2	3
341	все было	3	3
342	можно было	2	3
343	н.д тамарченко	4	3
344	текста как	2	3
345	бы быть	3	3
346	и представляет	2	3
347	свидетель и	3	3
348	героя из	2	3
349	эпизодов в	2	3
350	героя к	3	3
351	во второй	2	3
352	в чужой	2	3
353	бы не	2	3
354	он уже	2	3
355	в противовес	4	3
356	в культуре	2	3
357	купца еракина	2	3
358	было ясно	2	3
359	всех его	2	3
360	прошлого и	2	3
361	племянницы в	3	3
362	в памяти	2	3
363	своей матери	2	3
364	восходит к	3	3
365	ни для	7	3
366	всей своей	2	3
367	в роли	2	3
368	сути дела	2	3
369	выговорить ни	2	3
370	ключ к	2	3
371	смерть героя	2	3
372	жизни как	3	3
373	приводит к	2	3
374	себя внимание	3	3
375	надежда на	3	3
376	еще одна	3	3
377	художественных текстах	2	3
378	бы отдал	4	3
379	что мы	2	3
380	казалось что	5	3
381	с точки	2	3
382	говорит о	2	3
383	интриги в	3	3
384	говорить о	2	3
385	не обязательно	3	3
386	и только	2	3
387	что именно	2	3
388	жизни но	2	3
389	и после	2	3
390	в нарративном	2	3
391	по терминологии	2	3
392	наряду с	2	3
393	каменных плит	2	2
394	первого цикла	2	2
395	он идет	2	2
396	эпизоде первого	2	2
397	события смерти	2	2
398	архиерея в	2	2
399	в будущем	2	2
400	о матери	3	2
401	она может	2	2
402	рецептивную компетенцию	2	2
403	значении этого	3	2
404	эпизодов не	2	2
405	события как	2	2
406	как было	3	2
407	идет по	2	2
408	быть прочитан	2	2
409	с архиереем	2	2
410	выступает в	2	2
411	даже не	3	2
412	повествуемом мире	2	2
413	первого эпизода	2	2
414	художественного высказывания	2	2
415	наконец в	2	2
416	или менее	2	2
417	форме несобственно-прямой	2	2
418	рассказа о	2	2
419	лица и	2	2
420	родился монахом	2	2
421	кто говорит	2	2
422	седьмые эпизоды	2	2
423	это все	2	2
424	таким каким	2	2
425	когда преосвященный	2	2
426	трех докторов	2	2
427	событийного статуса	3	2
428	действующее лицо	2	2
429	постукивая палочкой	2	2
430	происходящего в	2	2
431	третьем эпизоде	2	2
432	а до	3	2
433	себе самом	2	2
434	по полю	2	2
435	материнского начала	2	2
436	один человек	2	2
437	они и	2	2
438	в повествуемом	3	2
439	в произведении	3	2
440	от эпизода	2	2
441	жизнь бы	3	2
442	прочитан как	2	2
443	актуального членения	6	2
444	более или	2	2
445	те же	4	2
446	ударили к	2	2
447	умирание героя	2	2
448	первого евангелия	2	2
449	которая в	2	2
450	на свой	2	2
451	как сияние	2	2
452	например как	2	2
453	могут быть	3	2
454	за границу	3	2
455	архиерея но	2	2
456	событие не	4	2
457	быть может	2	2
458	жалких дешевых	2	2
459	рассказ в	2	2
460	нестерпимо захотелось	3	2
461	не предполагает	5	2
462	по бахтину	3	2
463	героя с	2	2
464	долго жить	2	2
465	и физически	2	2
466	приезд матери	3	2
467	события но	2	2
468	по выражению	2	2
469	петра а	2	2
470	они все	2	2
471	все те	4	2
472	было в	2	2
473	преосвященный петр	2	2
474	в сущности	3	2
475	нами не	2	2
476	личности в	2	2
477	коммуникативной ситуации	2	2
478	оказывается всего	2	2
479	в двух	2	2
480	эпизода к	2	2
481	но о	3	2
482	приезде матери	2	2
483	служба кончилась	3	2
484	весело постукивая	2	2
485	всеми кроме	2	2
486	во внешнем	2	2
487	одного сознания	2	2
488	будет продолжаться	2	2
489	дискурс в	2	2
490	будто он	3	2
491	если в	3	2
492	все то	2	2
493	граница эпизода	2	2
494	но все	4	2
495	в молчание	2	2
496	отдал только	2	2
497	время в	2	2
498	чуда сверхсобытия	2	2
499	другой стороны	4	2
500	хотя в	2	2
501	текста на	3	2
502	его как	2	2
503	в диегетическом	2	2
504	потолков и	2	2
505	один голос	2	2
506	это позиция	2	2
507	переход от	4	2
508	в детство	2	2
509	речь центрального	2	2
510	субъекта и	2	2
511	и одновременно	2	2
512	захотелось вдруг	3	2
513	на первый	2	2
514	из многочисленных	2	2
515	тем что	3	2
516	адресата в	2	2
517	та же	2	2
518	не есть	3	2
519	в особенности	4	2
520	рассказе о	2	2
521	персонажа глава	2	2
522	чеховского нарратива	2	2
523	уходом из	2	2
524	вдруг за	3	2
525	и есть	2	2
526	одним из	2	2
527	себе не	2	2
528	дискурса в	2	2
529	что иное	2	2
530	которым можно	2	2
531	матерью и	2	2
532	как говорит	3	2
533	должна быть	2	2
534	отца сисоя	2	2
535	отношение к	2	2
536	краткий эпизод	2	2
537	сами по	2	2
538	есть в	2	2
539	конфигурация эпизодов	3	2
540	сын человеческий	2	2
541	прямо родился	2	2
542	аспект нарративного	2	2
543	и про	2	2
544	всей его	2	2
545	представлялось ему	2	2
546	точек зрения	2	2
547	как будет	3	2
548	первый взгляд	2	2
549	в последние	2	2
550	том свете	2	2
551	когда он	3	2
552	или иначе	3	2
553	будто бы	3	2
554	в самую	2	2
555	полю быстро	2	2
556	зрения на	2	2
557	на будущее	3	2
558	а по	2	2
559	к которому	2	2
560	из которых	4	2
561	таком случае	2	2
562	иное как	2	2
563	приказал долго	2	2
564	начала жизни	2	2
565	в алтаре	2	2
566	протяжении этого	2	2
567	живет теперь	3	2
568	кроме матери	2	2
569	про жениха	2	2
570	к другому	2	2
571	нарратологического анализа	3	2
572	в присутствии	3	2
573	жизнью и	2	2
574	это и	3	2
575	может оказаться	2	2
576	только бы	2	2
577	тексте архиерея	2	2
578	шестые эпизоды	2	2
579	явственно приобретает	2	2
580	совершенно иной	2	2
581	после смерти	2	2
582	в организации	2	2
583	преосвященного в	2	2
584	чтобы стать	2	2
585	дешевых ставен	2	2
586	детстве и	4	2
587	про чертог	2	2
588	как хорошо	2	2
589	он прямо	2	2
