N	2gram	Propp_Isto	Morfolog
1	и т	39	62
2	может быть	31	61
3	т д	36	60
4	и пр	6	45
5	в сказке	46	27
6	таким образом	21	26
7	т е	27	25
8	могут быть	9	21
9	так как	19	20
10	мы имеем	22	19
11	не может	10	19
12	в этом	20	18
13	в этих	7	17
14	представляет собой	8	17
15	и в	44	17
16	и не	19	16
17	представляют собой	6	16
18	мы видим	12	15
19	этих случаях	10	15
20	перед нами	2	14
21	с этим	7	14
22	прежде всего	7	14
23	по существу	2	13
24	при помощи	11	12
25	и др	6	12
26	связи с	10	12
27	видим что	5	12
28	чаще всего	3	11
29	а не	5	11
30	вопрос о	5	10
31	но если	2	10
32	мы увидим	6	10
33	то же	9	10
34	в том	13	10
35	не всегда	9	10
36	то что	16	10
37	так и	9	10
38	что в	18	10
39	что и	11	10
40	а затем	7	10
41	в связи	6	10
42	этом случае	13	10
43	все же	17	9
44	но и	16	9
45	с другой	11	9
46	не только	17	8
47	в тех	4	8
48	но не	8	8
49	а в	9	8
50	можно наблюдать	5	8
51	имеем в	2	8
52	иногда в	3	8
53	мы не	6	8
54	в качестве	13	8
55	как мы	9	8
56	в лес	3	7
57	не могут	2	7
58	том что	12	7
59	если в	4	7
60	по отношению	2	7
61	образом мы	3	7
62	тем не	6	7
63	наряду с	7	7
64	или же	6	7
65	не менее	6	7
66	отношению к	2	7
67	как это	5	7
68	а также	5	7
69	и здесь	12	7
70	и этим	6	7
71	нет необходимости	5	7
72	точки зрения	3	7
73	этот случай	7	7
74	один из	6	7
75	потому что	18	7
76	очень часто	4	6
77	это не	8	6
78	сказки и	2	6
79	но это	10	6
80	во всех	3	6
81	и как	5	6
82	или в	7	6
83	во время	12	6
84	и другие	5	6
85	наблюдать что	3	6
86	увидим ниже	4	6
87	в иное	9	6
88	иное царство	7	6
89	также и	2	6
90	подобно тому	2	6
91	о том	11	6
92	в образе	16	6
93	большей частью	3	6
94	в форме	5	6
95	как бы	4	6
96	вовсе не	6	6
97	одна из	6	5
98	на коне	2	5
99	ничего не	4	5
100	хотя бы	2	5
101	не будем	6	5
102	мы можем	6	5
103	это явление	4	5
104	было бы	2	5
105	об этом	6	5
106	то мы	3	5
107	со стороны	6	5
108	ложного героя	2	5
109	героя в	11	5
110	что он	29	5
111	как в	11	5
112	здесь можно	5	5
113	герой получает	2	5
114	со змеем	5	5
115	то это	8	5
116	в сказку	3	5
117	из которых	7	5
118	в целом	4	5
119	главным образом	2	5
120	другой стороны	10	5
121	в море	5	5
122	тому как	2	5
123	там где	11	5
124	в других	4	5
125	и затем	2	5
126	сюда же	3	5
127	все эти	11	5
128	что они	3	5
129	он не	5	5
130	раньше чем	7	5
131	этот момент	2	5
132	ясно что	5	5
133	сказать что	2	4
134	его в	17	4
135	тех же	2	4
136	так же	14	4
137	в то	5	4
138	значит что	2	4
139	в руки	3	4
140	к этому	5	4
141	как таковые	2	4
142	на него	10	4
143	есть и	3	4
144	тем что	12	4
145	еще не	16	4
146	встречается в	3	4
147	самом деле	2	4
148	из них	4	4
149	но в	7	4
150	на котором	3	4
151	не хватает	2	4
152	но все	8	4
153	что его	4	4
154	и для	3	4
155	летучий корабль	2	4
156	как и	12	4
157	а если	2	4
158	змея и	11	4
159	входит в	5	4
160	уже не	14	4
161	этот вопрос	2	4
162	и к	3	4
163	на этом	5	4
164	он похищает	2	4
165	несмотря на	3	4
166	того чтобы	3	4
167	на пути	2	4
168	в некоторых	6	4
169	никто не	4	4
170	мы уже	6	4
171	в таких	3	3
172	другие формы	2	3
173	то в	2	3
174	время как	3	3
175	означает что	3	3
176	утверждать что	2	3
177	но эти	4	3
178	мы должны	7	3
179	у яги	2	3
180	в сказках	5	3
181	но как	2	3
182	сказки в	4	3
183	здесь не	3	3
184	как таковое	2	3
185	в которой	4	3
186	а на	2	3
187	это было	2	3
188	даже не	2	3
189	что это	8	3
190	и у	3	3
191	целый ряд	4	3
192	но есть	4	3
193	друг друга	5	3
194	только что	3	3
195	если бы	5	3
196	в последнем	2	3
197	в виде	13	3
198	состоит из	4	3
199	это и	3	3
200	же она	2	3
201	и тем	7	3
202	та же	2	3
203	он должен	2	3
204	же можно	4	3
205	из двух	2	3
206	не в	11	3
207	то здесь	4	3
208	для того	3	3
209	героя и	3	3
210	и при	3	3
211	с этой	4	3
212	о герое	2	3
213	к ней	2	3
214	в пределах	5	3
215	женится на	2	3
216	того что	3	3
217	приводит к	2	3
218	здесь мы	7	3
219	так например	3	3
220	ее в	8	3
221	к нему	5	3
222	сказка знает	4	3
223	это уже	2	3
224	они не	5	3
225	на то	3	3
226	ни в	2	3
227	на нем	3	3
228	но мы	5	3
229	с собой	6	3
230	что при	5	3
231	по воздуху	5	3
232	но для	4	3
233	а по	3	3
234	здесь же	2	3
235	встречается и	2	3
236	и убивает	2	3
237	и змей	3	3
238	следует за	2	3
239	и что	13	3
240	то время	3	3
241	и тогда	2	3
242	животных и	2	3
243	и по	3	3
244	же в	3	3
245	и его	15	3
246	или на	3	3
247	только в	8	3
248	в ином	3	3
249	и есть	3	3
250	приводят к	3	3
251	от погони	2	3
252	все еще	6	3
253	в этой	5	3
254	из дому	2	3
255	с его	3	3
256	данном случае	2	2
257	три сына	2	2
258	в нее	7	2
259	с этого	2	2
260	это еще	3	2
261	в очень	2	2
262	коня и	2	2
263	и заставляет	2	2
264	переходит на	2	2
265	герой не	3	2
266	в доме	3	2
267	себя в	6	2
268	в данном	3	2
269	в наши	2	2
270	ряд других	2	2
271	мы пока	2	2
272	из этих	5	2
273	том как	5	2
274	от него	2	2
275	одной стороны	7	2
276	таких случаях	2	2
277	к другой	2	2
278	д все	2	2
279	это делается	6	2
280	а потом	3	2
281	б в	2	2
282	герой в	5	2
283	к себе	3	2
284	в другом	2	2
285	также в	2	2
286	и даже	4	2
287	иногда и	4	2
288	что она	3	2
289	и таким	2	2
290	когда герой	6	2
291	можно бы	5	2
292	роль в	3	2
293	в числе	2	2
294	на спине	2	2
295	после чего	3	2
296	помощи которой	2	2
297	превращается в	10	2
298	в частности	9	2
299	одним из	4	2
300	этого не	2	2
301	он получает	3	2
302	их на	3	2
303	его и	2	2
304	перед боем	3	2
305	на берег	3	2
306	право на	2	2
307	на вопрос	3	2
308	с одной	7	2
309	должна быть	3	2
310	или другой	2	2
311	в свое	2	2
312	или просто	2	2
313	но вот	2	2
314	а с	2	2
315	на птице	2	2
316	и более	3	2
317	на съедение	3	2
318	увидим что	3	2
319	одной из	3	2
320	не по	3	2
321	змей и	5	2
322	на этот	2	2
323	с тем	9	2
324	стороны их	2	2
325	входить в	2	2
326	не имеет	4	2
327	но так	3	2
328	таких случаев	2	2
329	за которым	2	2
330	во сне	5	2
331	она не	7	2
332	живое существо	2	2
333	он может	4	2
334	другой пример	2	2
335	чтобы овладеть	2	2
336	их в	7	2
337	с большой	3	2
338	можно показать	3	2
339	один раз	2	2
340	сделать из	2	2
341	в своих	4	2
342	в различных	3	2
343	ту же	2	2
344	перейти к	2	2
345	в другую	2	2
346	на той	2	2
347	в которых	4	2
348	сказки то	2	2
349	это так	2	2
350	время боя	3	2
351	к отдельным	2	2
352	однако в	2	2
353	с другими	4	2
354	если он	2	2
355	для нас	6	2
356	очень много	2	2
357	такую же	2	2
358	что мы	4	2
359	или вообще	2	2
360	точно так	3	2
361	что этот	5	2
362	в одной	5	2
363	должны быть	2	2
364	волшебного помощника	2	2
365	можно вызвать	2	2
366	что эта	2	2
367	за ней	2	2
368	убивает его	7	2
369	сказке о	3	2
370	все это	4	2
371	она в	2	2
372	поставить вопрос	2	2
373	в основе	3	2
374	у него	7	2
375	как будто	2	2
376	и конь	4	2
377	случаях когда	2	2
378	из таких	3	2
379	например в	11	2
380	уже видели	2	2
381	можно сказать	2	2
382	но оно	3	2
383	из его	2	2
384	это мы	3	2
385	для него	2	2
386	в одном	2	2
387	в лесу	3	2
388	того как	8	2
