N	2gram	Voloshinov	Narrotol
1	не только	10	62
2	и не	34	50
3	при этом	8	47
4	но и	10	45
5	а не	9	38
6	в качестве	2	35
7	может быть	28	30
8	и в	28	30
9	в том	10	29
10	том что	12	28
11	в этом	28	28
12	а в	8	27
13	такого рода	2	26
14	представляет собой	2	25
15	только в	11	25
16	в данном	4	24
17	как и	13	24
18	не в	10	23
19	то что	17	23
20	не может	30	20
21	данном случае	4	17
22	в себе	7	17
23	так и	14	17
24	а также	2	17
25	со стороны	5	16
26	в его	25	16
27	но в	13	15
28	можно сказать	6	15
29	к тому	6	15
30	и т.п	4	15
31	в жизни	7	14
32	и его	22	14
33	в своем	4	13
34	в своей	14	13
35	то же	12	13
36	у него	4	13
37	о том	3	13
38	уже не	9	13
39	все же	8	12
40	прежде всего	26	12
41	как в	4	12
42	на протяжении	7	12
43	как бы	19	12
44	сводится к	4	12
45	по отношению	13	11
46	к себе	3	11
47	и тем	2	11
48	отличие от	2	11
49	об этом	7	11
50	в нем	7	11
51	в этой	7	11
52	если бы	4	11
53	жизни в	3	11
54	отношению к	11	11
55	в отличие	2	11
56	в мире	2	11
57	никогда не	10	10
58	в то	7	10
59	ничего не	5	10
60	как это	5	10
61	один из	10	10
62	точки зрения	31	10
63	того что	7	10
64	не является	7	10
65	и все	13	10
66	но не	7	10
67	жизни и	7	10
68	между тем	3	10
69	с его	9	10
70	еще не	8	9
71	что он	12	9
72	что в	7	9
73	отнюдь не	5	9
74	тем не	4	9
75	для него	12	9
76	далеко не	5	9
77	потому что	4	9
78	с ним	14	9
79	как раз	6	9
80	или иной	2	8
81	матери и	2	8
82	самом деле	14	8
83	не менее	6	8
84	того чтобы	5	8
85	одна из	4	8
86	мы имеем	6	8
87	мира в	2	8
88	этом отношении	4	8
89	у нас	3	8
90	и для	7	8
91	в самом	12	8
92	и к	7	8
93	же время	6	8
94	в таком	6	8
95	он не	10	8
96	в свою	6	7
97	это не	5	7
98	в конце	2	7
99	едва ли	4	7
100	в чем	9	7
101	в ней	8	7
102	на себя	3	7
103	в целом	4	7
104	в ее	5	7
105	из наиболее	3	7
106	также и	2	7
107	с другой	2	7
108	в котором	4	7
109	и на	9	7
110	одной стороны	2	6
111	о нем	2	6
112	в сознании	3	6
113	они не	3	6
114	во втором	3	6
115	ответ на	3	6
116	на другой	2	6
117	между двумя	3	6
118	что и	5	6
119	сказать что	11	6
120	то в	2	6
121	из этих	6	6
122	однако и	2	6
123	в результате	3	6
124	на него	4	6
125	с одной	2	6
126	в нашем	3	6
127	в конечном	3	6
128	к его	3	6
129	все что	10	6
130	таким образом	34	6
131	на самом	6	5
132	для нее	2	5
133	в другом	4	5
134	и у	7	5
135	не всегда	4	5
136	а именно	2	5
137	точку зрения	12	5
138	и о	6	5
139	к нему	9	5
140	точка зрения	15	5
141	между собой	4	5
142	было бы	8	5
143	мы не	9	5
144	свою очередь	4	5
145	я не	4	5
146	да и	2	5
147	и то	3	5
148	по поводу	5	5
149	и от	3	5
150	что это	5	5
151	читателя в	3	5
152	с ними	5	5
153	так сказать	7	5
154	бы и	2	5
155	себя в	3	5
156	с ее	4	5
157	и даже	3	5
158	в центре	3	5
159	для того	6	5
160	в пределах	6	5
161	в какой	3	5
162	его жизни	7	5
163	за пределами	2	5
164	их в	3	5
165	именно в	4	5
166	в своих	5	5
167	о них	3	5
168	но для	3	5
169	из них	7	5
170	в одном	3	5
171	не было	5	5
172	он сам	5	5
173	и уже	2	5
174	и сам	3	5
175	и ее	7	4
176	но именно	2	4
177	роль в	7	4
178	а на	2	4
179	в виду	4	4
180	в области	4	4
181	жизни так	3	4
182	только на	4	4
183	друг друга	2	4
184	по своему	4	4
185	в душе	13	4
186	в них	3	4
187	тому что	5	4
188	она не	6	4
189	это уже	3	4
190	все его	3	4
191	и по	5	4
192	в первом	2	4
193	как мы	18	4
194	в основе	6	4
195	в поле	2	4
196	быть и	7	4
197	от этих	2	4
198	хотя бы	7	4
199	к этому	9	4
200	конечном счете	3	4
201	исключительно в	2	4
202	содержание сознания	2	4
203	это было	2	4
204	к ней	4	4
205	и как	3	4
206	не имеет	2	4
207	человека в	4	4
208	как по	2	4
209	со всеми	5	4
210	внутренней речи	5	4
211	для себя	2	4
212	во сне	3	4
213	зависит от	2	4
214	и притом	3	4
215	оно не	3	4
216	и с	10	4
217	не существует	4	4
218	жизни а	2	4
219	для нас	2	4
220	по себе	4	4
221	мог бы	2	4
222	всяком случае	8	4
223	которой он	3	4
224	во всяком	9	4
225	в себя	5	4
226	не к	2	4
227	о которой	3	4
228	вместе с	5	4
229	до конца	7	3
230	ни о	6	3
231	и потому	12	3
232	так же	4	3
233	сознания в	3	3
234	но как	2	3
235	и сама	2	3
236	с таким	2	3
237	как к	2	3
238	должен быть	2	3
239	в следующем	2	3
240	а как	3	3
241	за ними	2	3
242	этого не	3	3
243	связано с	3	3
244	и вот	8	3
245	а его	2	3
246	его не	2	3
247	не знает	5	3
248	а с	2	3
249	одно из	6	3
250	в него	2	3
251	между ними	5	3
252	личность не	2	3
253	же как	2	3
254	все эти	15	3
255	той же	5	3
256	во время	6	3
257	в зависимости	4	3
258	все время	4	3
259	характер и	4	3
260	но это	4	3
261	дело в	2	3
262	что она	5	3
263	дело не	2	3
264	в которой	5	3
265	даже если	2	3
266	себя с	3	3
267	зависимости от	4	3
268	во второй	5	3
269	в этих	5	3
270	сих пор	3	3
271	освободиться от	3	3
272	на этот	3	3
273	о себе	4	3
274	входит в	2	3
275	приводит к	3	3
276	могли бы	2	3
277	он и	2	3
278	что мы	3	3
279	только не	3	3
280	в следующей	5	3
281	с точки	15	3
282	говорит о	3	3
283	и что	6	3
284	говорить о	5	3
285	первого и	2	3
286	и только	6	3
287	как на	3	3
288	не следует	2	3
289	же самое	2	3
290	жизни но	2	3
291	при которой	2	3
292	чем он	2	3
293	нам в	3	3
294	тем же	3	3
295	до сих	3	3
296	в каком	7	2
297	и смерть	3	2
298	вот как	2	2
299	это сделать	3	2
300	другого человека	2	2
301	случае в	2	2
302	в человеке	6	2
303	является его	2	2
304	что с	2	2
305	оно и	8	2
306	в их	2	2
307	иным как	3	2
308	к своему	2	2
309	в момент	2	2
310	на две	3	2
311	в детской	3	2
312	утверждает что	3	2
313	на основании	5	2
314	что может	5	2
315	себе самом	3	2
316	они и	2	2
317	только с	4	2
318	в общем	5	2
319	жизнь в	2	2
320	в более	5	2
321	те же	9	2
322	теперь уже	2	2
323	не входит	2	2
324	могут быть	9	2
325	в процессе	5	2
326	другому человеку	3	2
327	можно ли	3	2
328	все остальное	2	2
329	что же	10	2
330	для них	3	2
331	ли он	2	2
332	и во	2	2
333	все те	10	2
334	обстоит дело	2	2
335	содержания сознания	2	2
336	как для	2	2
337	хх века	2	2
338	вовсе не	16	2
