N	2gram	Vygotskiy_	Tvorches
1	и в	37	56
2	как бы	16	41
3	в его	16	37
4	в то	7	30
5	то же	12	25
6	не только	29	24
7	но в	9	24
8	же время	2	24
9	и его	10	23
10	и не	15	23
11	а в	4	23
12	как и	20	23
13	в этом	32	22
14	в том	47	21
15	что в	25	21
16	том что	42	19
17	он не	11	19
18	может быть	19	19
19	потому что	11	19
20	у него	2	18
21	то что	32	18
22	что он	16	17
23	все это	9	17
24	и на	8	17
25	таким образом	39	17
26	никогда не	8	16
27	прежде всего	12	16
28	как в	7	16
29	при этом	6	16
30	не может	16	16
31	но и	23	16
32	в этой	13	15
33	с его	7	15
34	и с	10	15
35	это не	5	14
36	и даже	5	14
37	о том	14	13
38	а не	5	13
39	тем самым	8	12
40	в целом	29	12
41	в котором	6	12
42	все же	6	11
43	в своей	7	11
44	для него	5	11
45	отнюдь не	2	11
46	в конце	2	10
47	не в	9	10
48	так и	12	10
49	уже в	8	10
50	представление о	7	10
51	по нашему	2	10
52	но не	6	10
53	в самом	16	10
54	когда он	5	10
55	он сам	3	10
56	только в	8	10
57	в свою	4	9
58	в нем	2	9
59	один из	3	9
60	а затем	5	9
61	и от	4	9
62	по мнению	2	9
63	наряду с	3	9
64	в своих	6	9
65	даже в	4	8
66	так же	18	8
67	в себе	8	8
68	человека и	6	8
69	в их	5	8
70	одной из	4	8
71	так как	11	8
72	вовсе не	5	8
73	к этому	7	8
74	об этом	6	8
75	именно в	8	8
76	хотя и	2	8
77	вместе с	14	8
78	казалось бы	8	7
79	за собой	4	7
80	самом деле	8	7
81	в чем	5	7
82	что она	6	7
83	в которой	6	7
84	в этих	3	7
85	уже не	2	7
86	и сам	2	7
87	в книге	3	6
88	приводит к	8	6
89	так что	2	6
90	и все	7	6
91	на эту	2	6
92	не столько	4	6
93	все эти	6	6
94	и ее	9	6
95	хотя бы	7	6
96	конечном счете	4	6
97	и как	7	6
98	если бы	10	6
99	в конечном	4	6
100	с ним	3	6
101	начиная с	2	5
102	ничего не	6	5
103	из всех	3	5
104	в одной	3	5
105	приходит к	4	5
106	по отношению	12	5
107	но если	3	5
108	но эта	3	5
109	и других	4	5
110	том же	4	5
111	как он	7	5
112	в виде	3	5
113	это как	2	5
114	в своем	10	5
115	а с	8	5
116	в них	5	5
117	и это	3	5
118	что этот	2	5
119	что не	2	5
120	что и	3	5
121	в ее	3	5
122	в ту	2	5
123	мы не	13	5
124	и по	3	5
125	что они	5	5
126	в истории	7	5
127	во всей	8	5
128	тот же	7	5
129	показывает что	4	5
130	что это	8	5
131	все время	8	5
132	с этим	8	5
133	из этой	2	5
134	в первой	3	5
135	мысли и	7	5
136	на него	3	5
137	на деле	5	5
138	между тем	10	5
139	в известной	2	5
140	отношению к	11	5
141	что у	3	5
142	с другой	16	5
143	если не	3	5
144	из них	4	5
145	я не	4	5
146	но с	3	5
147	в пользу	6	5
148	перед нами	7	4
149	при помощи	2	4
150	и потому	3	4
151	эта мысль	3	4
152	в частности	8	4
153	как это	6	4
154	утверждает что	3	4
155	отличие от	3	4
156	в такой	4	4
157	самого начала	9	4
158	того что	28	4
159	что все	8	4
160	он говорит	2	4
161	точки зрения	49	4
162	ту же	3	4
163	что на	2	4
164	могут быть	5	4
165	сих пор	4	4
166	же как	8	4
167	мы видим	7	4
168	и я	2	4
169	который в	7	4
170	в основе	9	4
171	как известно	8	4
172	и мы	3	4
173	дело в	3	4
174	говорит что	9	4
175	превращается в	3	4
176	тем что	7	4
177	и наконец	3	4
178	и есть	2	4
179	с этой	7	4
180	такой же	3	4
181	что его	6	4
182	в отличие	3	4
183	с самого	9	4
184	и более	6	4
185	связан с	5	4
186	зависит от	2	4
187	с собой	5	4
188	этот вопрос	6	4
189	в которых	6	4
190	представляет собой	13	4
191	этой книги	2	4
192	с точки	34	4
193	говорить о	4	4
194	по самой	2	4
195	той же	4	4
196	связана с	4	4
197	до сих	4	4
198	в ходе	9	3
199	опираясь на	3	3
200	его к	3	3
201	действия и	4	3
202	на самом	4	3
203	в процессе	19	3
204	к себе	2	3
205	в другом	7	3
206	едва ли	5	3
207	для себя	7	3
208	друг друга	5	3
209	к которому	4	3
210	в виду	5	3
211	на все	5	3
212	и тем	8	3
213	со стороны	4	3
214	в области	4	3
215	действительности и	4	3
216	но что	3	3
217	не выдерживает	2	3
218	в один	4	3
219	мы знаем	3	3
220	мы находим	7	3
221	о котором	3	3
222	как уже	9	3
223	в свете	5	3
224	более того	2	3
225	только с	2	3
226	к тому	10	3
227	связь с	2	3
228	в ней	2	3
229	одного из	4	3
230	другой стороны	10	3
231	что оно	6	3
232	всяком случае	5	3
233	иными словами	2	3
234	не то	3	3
235	развития в	8	3
236	по этому	4	3
237	точно так	2	3
238	и др	5	3
239	должны быть	2	3
240	что с	6	3
241	и до	5	3
242	там где	8	3
243	в первом	2	3
244	можно сказать	6	3
245	заключается в	12	3
246	как мы	11	3
247	вот почему	5	3
248	сказать что	16	3
249	бы он	3	3
250	этой проблемы	10	3
251	его с	2	3
252	из этих	6	3
253	в начале	2	3
254	и еще	2	3
255	с ее	3	3
256	только что	7	3
257	лишь в	9	3
258	и вот	3	3
259	был бы	2	3
260	не является	16	3
261	только для	6	3
262	как по	2	3
263	ее в	3	3
264	для того	19	3
265	и их	5	3
266	со всеми	2	3
267	рассматривать в	2	3
268	человека к	4	3
269	на протяжении	3	3
270	не с	2	3
271	живет в	3	3
272	в жизни	2	3
273	на этот	7	3
274	в себя	2	3
275	что для	8	3
276	для которого	3	3
277	образом и	4	3
278	и если	4	3
279	и к	9	3
280	но на	4	3
281	на этом	3	3
282	не существует	4	3
283	по себе	9	3
284	несмотря на	6	3
285	может не	4	3
286	жизни и	2	3
287	и что	11	3
288	во всяком	6	3
289	или в	2	3
290	и только	2	3
291	в одном	5	3
292	самому себе	2	2
293	данном случае	5	2
294	все более	4	2
295	в отношении	14	2
296	в первую	3	2
297	во все	3	2
