N	2gram	Voloshinov	slovoVRo
1	и в	13	92
2	в нем	2	59
3	может быть	8	59
4	и его	12	59
5	и не	8	51
6	не только	6	44
7	не может	8	41
8	но и	3	39
9	литературного языка	2	37
10	в этом	2	36
11	а не	2	34
12	так и	3	30
13	точки зрения	7	30
14	могут быть	2	29
15	и др	2	29
16	языка и	5	29
17	в пределах	3	29
18	в его	7	27
19	все это	4	25
20	слово в	3	24
21	слова и	2	24
22	как бы	6	24
23	то же	4	23
24	не в	3	21
25	как в	2	21
26	вовсе не	2	21
27	в процессе	5	20
28	прежде всего	9	19
29	как и	3	18
30	все же	5	17
31	все эти	2	17
32	таким образом	6	17
33	при этом	2	16
34	в них	2	16
35	но в	4	16
36	там где	2	15
37	с точки	5	15
38	только в	6	14
39	и следовательно	2	13
40	и для	3	13
41	с другой	2	13
42	на фоне	4	13
43	никогда не	3	12
44	в отношении	2	12
45	а в	2	12
46	и наконец	5	12
47	и к	2	12
48	языка как	3	11
49	с ними	2	11
50	одной стороны	2	11
51	с одной	2	11
52	для него	2	11
53	и их	7	10
54	в том	2	10
55	и все	3	10
56	в себе	3	10
57	лишь в	4	10
58	в языке	2	10
59	более того	2	9
60	в их	3	9
61	в своей	4	9
62	так как	3	9
63	героя и	2	9
64	может стать	2	8
65	в зависимости	2	8
66	в ней	2	8
67	языка но	2	8
68	не на	2	8
69	с этим	3	8
70	зависимости от	2	8
71	в самом	2	8
72	входит в	2	8
73	том что	2	7
74	в целом	2	7
75	за пределы	3	7
76	связанные с	2	7
77	во всем	2	7
78	мы уже	2	7
79	наконец в	2	6
80	роль в	2	6
81	точку зрения	3	6
82	а также	2	6
83	что в	3	6
84	другой стороны	2	6
85	говорить о	3	6
86	хотя бы	5	6
87	в одном	3	6
88	в языковом	2	6
89	слов и	4	6
90	между тем	2	6
91	в каждом	4	5
92	не как	3	5
93	а как	2	5
94	поэтического языка	2	5
95	не менее	2	5
96	в поэзии	5	5
97	отношению к	3	5
98	мы не	4	5
99	в данном	2	5
100	и при	2	5
101	по отношению	3	5
102	связанных с	2	5
103	и может	2	5
104	не является	4	5
105	уже в	2	5
106	каждое слово	2	5
107	с помощью	2	5
108	к предмету	2	4
109	так же	2	4
110	его на	2	4
111	и ее	2	4
112	в другом	2	4
113	истории литературы	2	4
114	может иметь	2	4
115	разрыв между	2	4
116	те же	2	4
117	в чем	2	4
118	не столько	3	4
119	одно и	3	4
120	только и	4	4
121	в которой	3	4
122	если бы	2	4
123	с этой	2	4
124	к тому	2	4
125	и уже	3	4
126	материал в	2	4
127	данном случае	2	3
128	нуждается в	2	3
129	и стиль	2	3
130	форм и	2	3
131	смысле слова	2	3
132	было бы	4	3
133	не исчерпывается	2	3
134	конечно в	2	3
135	и то	3	3
136	или иного	2	3
137	произведения как	4	3
138	того или	2	3
139	в сознании	4	3
140	от этого	2	3
141	тем что	2	3
142	в связи	2	3
143	материала и	3	3
144	связана с	3	3
145	и тем	2	3
146	же слово	2	3
147	и отчасти	2	2
148	которое может	2	2
149	и социально	2	2
150	но мы	4	2
151	но такое	2	2
152	материалом для	2	2
153	есть не	2	2
154	речи не	2	2
155	языком как	2	2
156	самого начала	2	2
157	то что	6	2
158	в руках	2	2
159	с самого	2	2
160	при анализе	3	2
161	и т.п	7	2
162	его вне	2	2
163	в ее	3	2
164	мы видим	2	2
165	что они	2	2
166	во всей	2	2
167	в двух	4	2
168	является уже	2	2
169	да и	3	2
170	человеческой речи	2	2
171	языковых форм	2	2
172	к единству	3	2
173	и эта	5	2
174	в области	2	2
175	к одному	3	2
176	в течение	2	2
177	мы можем	4	2
178	от всех	2	2
179	в своих	2	2
180	на язык	2	2
181	материала в	4	2
182	несмотря на	2	2
183	социальной группы	4	2
