N	3gram	Bakhtin_Pr	Problemy
1	то же время	8	26
2	в то же	8	26
3	с точки зрения	13	25
4	по отношению к	5	18
5	к себе самому	6	18
6	человека из подполья	2	16
7	в этом смысле	5	16
8	с самим собою	6	14
9	не может быть	8	14
10	на чужое слово	2	13
11	в большинстве случаев	9	12
12	в пределах одного	6	11
13	но в то	3	11
14	до сих пор	8	10
15	в отношении к	2	10
16	в романах достоевского	4	10
17	с самого начала	4	9
18	в творчестве достоевского	5	9
19	с другой стороны	3	9
20	в произведениях достоевского	2	8
21	и не может	6	8
22	друг с другом	6	8
23	в том что	6	8
24	как бы в	2	7
25	и в то	3	7
26	мы уже говорили	3	7
27	сама по себе	2	7
28	в одной плоскости	2	7
29	то перед нами	4	7
30	на свой предмет	2	7
31	по крайней мере	2	5
32	той или иной	2	5
33	и в нем	2	5
34	в зависимости от	3	5
35	хотя бы и	2	5
36	последняя смысловая инстанция	3	5
37	можно было бы	2	5
38	на устную речь	3	5
39	и прежде всего	5	4
40	тем не менее	2	4
41	более или менее	3	4
42	может быть и	2	4
43	о том что	3	4
44	так и в	2	4
45	и наконец в	2	4
46	как мы сказали	4	4
47	как и в	4	4
48	а между тем	2	4
49	человека с человеком	3	4
50	может быть даже	2	4
51	хотя и не	3	4
52	пределах одного контекста	4	4
53	смысле этого слова	2	4
54	из одного куска	2	4
55	на чужую речь	3	4
56	слово у достоевского	3	3
57	все то что	2	3
58	оно должно быть	2	3
59	в большей или	5	3
60	большей или меньшей	6	3
61	того и другого	2	3
62	как мы уже	5	3
63	нам кажется что	3	3
64	на то что	2	3
65	прямым авторским словом	2	3
66	отношение к себе	3	3
67	в братьях карамазовых	4	3
68	или меньшей степени	5	3
69	если б я	2	3
70	в его творчестве	4	3
71	можно сказать что	6	3
72	не проникает внутрь	2	2
73	аристократ бульварного романа	2	2
74	никогда не может	2	2
75	сделаны из одного	2	2
76	одного монологического контекста	2	2
77	для своих целей	2	2
78	установку на устную	2	2
79	большинстве случаев сказ	2	2
80	и в словах	2	2
81	своего прямого предметного	2	2
82	друг друга но	2	2
83	типа а не	2	2
84	таким образом и	2	2
85	перед нами уже	2	2
86	точки зрения своего	2	2
87	друг от друга	2	2
88	положение в котором	2	2
89	в него как	2	2
90	авантюрный сюжет не	2	2
91	а следовательно и	2	2
92	в этом произведении	3	2
93	мне все равно	2	2
94	человека и его	3	2
95	беспрерывно постановляется на	2	2
96	дело в том	3	2
97	пределах одного монологического	2	2
98	пьедестал будущий человек	2	2
99	проявляется и в	2	2
100	что в большинстве	2	2
101	на пьедестал будущий	2	2
102	тело и душа	2	2
103	но только в	2	2
104	в авторский контекст	2	2
105	и в сущности	2	2
106	чем пойдет рассказ	2	2
