N	3gram	Bakhtin_Fr	Dialekti
1	с точки зрения	6	46
2	в том что	6	25
3	не может быть	5	18
4	то же время	5	15
5	в то же	5	14
6	о том что	3	12
7	подобно тому как	2	9
8	содержит в себе	2	9
9	той или иной	5	7
10	вовсе не в	2	7
11	можно сказать что	3	7
12	и в частности	2	7
13	и прежде всего	4	6
14	для того чтобы	2	6
15	ни на что	2	6
16	во всяком случае	2	6
17	с одной стороны	2	6
18	и в то	2	6
19	на самом деле	2	5
20	до сих пор	7	5
21	по сравнению с	2	5
22	как раз и	2	4
23	и даже в	2	4
24	как бы ни	2	4
25	на что не	2	4
26	но даже и	2	4
27	в этом отношении	5	4
28	не могут быть	2	4
29	самом же деле	3	3
30	но в то	2	3
31	не только в	5	3
32	прежде всего от	2	3
33	на самом же	3	3
34	в себе и	2	3
35	и не может	2	3
36	но все же	3	3
37	в той или	5	3
38	друг с другом	2	2
39	в разной степени	2	2
40	но все это	2	2
41	жизни и мира	2	2
42	прежде всего необходимо	2	2
43	и ни на	3	2
44	в это время	2	2
45	и вовсе не	2	2
46	в собственном смысле	3	2
47	дело в том	2	2
48	по своему существу	2	2
49	мы уже сказали	4	2
50	и в том	2	2
