N	2gram	Voloshinov	VeschiIm
1	не есть	2	79
2	и не	14	57
3	не только	28	48
4	то что	9	48
5	не может	13	46
6	и в	42	45
7	может быть	13	39
8	а не	7	37
9	потому что	7	25
10	было бы	7	24
11	не просто	4	24
12	в себе	10	23
13	только в	7	23
14	сказать что	3	22
15	и следовательно	5	20
16	что такое	4	20
17	как бы	30	20
18	что это	4	19
19	но и	16	19
20	что же	8	19
21	все же	9	18
22	в этом	10	18
23	есть не	2	17
24	и это	8	17
25	прежде всего	22	17
26	так как	8	17
27	что мы	11	17
28	того что	4	16
29	таким образом	8	16
30	в том	3	15
31	как и	12	15
32	в ней	8	15
33	уже не	4	15
34	не в	6	14
35	и то	5	14
36	но это	2	14
37	том что	3	13
38	не будет	3	13
39	и больше	2	13
40	и для	3	13
41	в самом	5	13
42	ничего не	8	12
43	иное как	2	12
44	совершенно не	3	12
45	точки зрения	11	12
46	что и	3	12
47	и как	10	12
48	не что	4	12
49	то же	16	12
50	еще не	3	12
51	что иное	2	12
52	и даже	3	12
53	о том	4	12
54	если мы	4	12
55	и с	5	12
56	еще и	2	11
57	в то	9	11
58	вовсе не	2	11
59	себя в	4	11
60	и их	5	11
61	и пр	4	11
62	также и	2	11
63	что оно	3	10
64	ясно что	2	10
65	это не	3	9
66	другими словами	7	9
67	бы и	2	9
68	должно быть	2	9
69	хотя бы	18	9
70	бы в	6	9
71	я и	2	9
72	у нас	4	9
73	но не	2	9
74	но что	3	9
75	и его	7	9
76	с ним	2	9
77	в отношении	2	8
78	его в	4	8
79	и потому	2	8
80	что он	2	8
81	но в	5	8
82	в ее	3	8
83	мы не	9	8
84	все это	4	8
85	можно сказать	4	8
86	с другими	2	8
87	мы имеем	2	8
88	если бы	4	8
89	с тем	8	8
90	для него	3	8
91	не с	3	8
92	как с	2	8
93	отнюдь не	10	8
94	от того	3	7
95	и тем	7	7
96	из них	3	7
97	самом деле	5	7
98	а в	5	7
99	необходимо чтобы	3	7
100	все эти	3	7
101	относится к	2	7
102	слова и	5	7
103	тем что	2	7
104	ни на	3	7
105	и тогда	2	7
106	никогда не	7	6
107	в каком	2	6
108	вопрос о	2	6
109	независимо от	5	6
