N	2gram	Bakhtin_Pr	TeoriaLi
1	в мире	10	26
2	не только	26	24
3	и в	59	24
4	в частности	2	23
5	то есть	64	22
6	может быть	38	22
7	в том	17	20
8	при этом	5	20
9	и не	66	17
10	а в	9	15
11	но и	22	14
12	так и	13	14
13	а не	30	14
14	в себе	9	14
15	в рамках	2	13
16	но не	13	13
17	в этом	40	12
18	то же	15	12
19	но в	7	12
20	в его	44	12
21	том что	15	11
22	точки зрения	36	11
23	и его	21	11
24	по отношению	17	10
25	лишь в	4	10
26	отношению к	17	10
27	как это	2	10
28	что в	14	10
29	в данном	3	9
30	не в	10	9
31	в искусстве	2	9
32	с другой	3	9
33	в то	15	9
34	только в	15	9
35	не может	31	8
36	как бы	40	8
37	в своей	17	8
38	же время	10	8
39	или иной	3	7
40	в своем	12	7
41	мы имеем	2	7
42	себя в	5	7
43	отношение к	4	7
44	в области	3	7
45	отличие от	3	7
46	в самом	19	7
47	в отличие	3	7
48	однако в	2	7
49	место в	2	7
50	не столько	3	7
51	и т.п	8	7
52	в нем	38	7
53	тем самым	3	6
54	другой стороны	3	6
55	в первой	3	6
56	со стороны	6	6
57	не менее	3	6
58	героя и	11	6
59	еще не	11	6
60	то что	21	6
61	как и	21	6
62	с другими	11	6
63	в русской	3	6
64	уже не	14	6
65	приводит к	4	6
66	между ними	4	6
67	в ее	4	6
68	в основе	6	6
69	с его	14	6
70	данном случае	3	5
71	а и	2	5
72	по преимуществу	3	5
73	как в	10	5
74	как к	3	5
75	и одновременно	5	5
76	ни в	5	5
77	в виду	2	5
78	и тем	2	5
79	не является	2	5
80	для того	3	5
81	и о	5	5
82	в пределах	13	5
83	для него	23	5
84	за пределами	2	5
85	на почве	5	5
86	между тем	5	5
87	могут быть	5	5
88	в художественном	5	5
89	того чтобы	5	5
90	того что	4	5
91	он не	11	5
92	в себя	3	5
93	можно сказать	3	5
94	художественного творчества	3	5
95	никогда не	19	4
96	сказать что	9	4
97	в отношении	3	4
98	его в	6	4
99	это не	13	4
100	во времени	4	4
101	художественного мира	5	4
102	и ее	5	4
103	в форме	8	4
104	этого слова	3	4
105	и т.д	2	4
106	в их	5	4
107	одного и	2	4
108	в этих	5	4
109	что он	16	4
110	в литературе	7	4
111	порядка в	3	4
112	далеко не	3	4
113	а только	3	4
114	слова в	4	4
115	мира и	8	4
116	входит в	11	4
117	в целом	8	4
118	личности в	7	4
119	совпадает с	3	4
120	отношении к	3	4
121	и что	2	4
122	говорить о	3	4
123	или даже	2	4
124	не на	6	4
125	с ее	5	4
126	и сам	5	4
127	отношения к	4	4
128	в нашем	3	4
129	не знает	5	4
130	но он	3	4
131	даже в	7	3
132	в художественной	4	3
133	перед нами	8	3
134	и притом	3	3
135	герой не	2	3
136	и потому	9	3
137	во всех	8	3
138	авторской позиции	8	3
139	из этих	2	3
140	в которой	6	3
141	не все	2	3
142	в противоположность	3	3
143	и для	5	3
144	и как	10	3
145	если бы	12	3
146	роль в	2	3
147	или в	2	3
148	мира в	6	3
149	художественного мышления	2	3
150	подобно тому	5	3
151	в таком	2	3
152	одним из	11	3
153	а именно	4	3
154	в момент	4	3
155	и вот	4	3
156	была бы	5	3
157	в романе	12	3
158	а с	4	3
159	есть в	10	3
160	в жизни	7	3
161	в произведении	4	3
162	для себя	5	3
163	в точке	5	3
164	в контексте	2	3
165	их в	8	3
166	именно в	8	3
167	потому что	20	3
168	тому как	5	3
169	имеем в	2	3
170	прежде всего	17	3
171	человеческой жизни	4	3
172	и к	5	3
173	на языке	2	3
174	этом смысле	12	3
175	из которого	2	3
176	от себя	2	3
177	с точки	21	3
178	все эти	12	3
179	той или	3	3
180	и по	4	3
181	таким образом	22	3
182	нового времени	4	3
183	во всей	2	3
184	например в	5	3
185	в этой	5	3
186	в одном	14	3
187	как раз	9	3
188	вовсе не	13	3
189	одного сознания	10	3
190	в каком	2	2
191	не могли	3	2
192	не от	2	2
193	не могут	6	2
194	свою жизнь	2	2
195	идет о	5	2
196	для меня	2	2
197	так же	10	2
198	сознания в	2	2
199	но как	4	2
200	тем более	2	2
201	автора как	3	2
202	человека и	2	2
203	ни был	2	2
204	что она	6	2
205	с их	9	2
206	за пределы	10	2
207	о своем	2	2
208	это было	3	2
209	отличается от	3	2
210	об этом	4	2
211	но на	2	2
212	и даже	4	2
213	в конце	9	2
214	к более	2	2
215	и здесь	5	2
216	сама по	3	2
217	позиция автора	5	2
218	лишь один	2	2
219	собою в	2	2
220	и прежде	2	2
221	я и	2	2
222	это и	10	2
223	превращается в	4	2
224	это делает	2	2
225	жизни в	3	2
226	ни было	4	2
227	у нас	2	2
228	и другие	4	2
229	вследствие этого	2	2
230	самом начале	3	2
231	своей жизни	2	2
232	у него	9	2
233	самом деле	9	2
234	в рассказе	3	2
235	автора и	7	2
236	на вопрос	2	2
237	в чем	2	2
238	вместе с	2	2
239	в какой	2	2
240	русской литературе	2	2
241	на котором	3	2
242	здесь мы	3	2
243	самим собою	3	2
244	для понимания	5	2
245	к нему	13	2
246	для такого	2	2
247	к нам	2	2
248	всей его	2	2
249	и это	5	2
250	ее в	2	2
251	тому что	3	2
252	о том	5	2
253	в произведениях	5	2
254	зрения и	2	2
255	в самой	10	2
256	могли бы	3	2
257	о себе	12	2
258	героя как	2	2
259	оно не	2	2
260	к чужому	2	2
261	и на	15	2
262	вступает в	5	2
263	на себя	3	2
264	не входит	3	2
265	в диалоге	3	2
266	этой точки	3	2
267	во мне	2	2
268	из тех	3	2
269	к герою	6	2
270	из которых	3	2
271	он и	9	2
272	один из	4	2
273	внешнего мира	3	2
274	в них	5	2
275	по себе	13	2
276	что может	2	2
277	несмотря на	7	2
278	здесь не	2	2
279	на мир	10	2
280	жизни а	2	2
281	в той	9	2
282	что и	10	2
283	тем или	2	2
284	перед ним	2	2
285	для автора	6	2
286	к другому	2	2
287	с ними	3	2
288	то ни	3	2
289	себя и	4	2
290	заключается в	3	2
291	и особенно	2	2
292	в пространстве	3	2
293	все это	12	2
294	что они	3	2
295	времени в	2	2
296	как будто	4	2
297	в первом	3	2
298	жизнь личности	2	2
299	в большинстве	3	2
300	бы то	3	2
301	который в	2	2
302	я не	7	2
