N	2gram	Vygotskiy_	SlovoVZh
1	не может	30	16
2	точки зрения	32	14
3	может быть	35	14
4	и его	14	13
5	как бы	11	13
6	и в	55	12
7	таким образом	38	12
8	и не	24	10
9	так как	28	9
10	если бы	10	9
11	прежде всего	5	8
12	для нас	5	7
13	сказать что	12	7
14	художественного произведения	22	7
15	художественную форму	3	6
16	все время	6	6
17	при этом	28	6
18	в том	55	6
19	в нем	5	6
20	только в	18	6
21	в процессе	7	6
22	в ней	3	6
23	никогда не	13	5
24	как в	17	5
25	что мы	9	5
26	в жизни	5	5
27	в виду	6	5
28	можно сказать	2	5
29	но в	5	5
30	том что	30	5
31	то же	17	5
32	как и	25	5
33	и следовательно	4	5
34	художественной формы	17	5
35	должна быть	3	5
36	хотя бы	4	5
37	а не	18	5
38	то что	47	5
39	отнюдь не	11	5
40	поэтическое произведение	2	5
41	в самом	18	4
42	в этом	21	4
43	не только	25	4
44	на самом	6	4
45	что не	2	4
46	его в	3	4
47	зависимости от	7	4
48	жизни и	5	4
49	материала и	2	4
50	мы все	3	4
51	не в	19	4
52	ни было	2	4
53	с другой	7	4
54	все же	9	4
55	дело в	2	4
56	к нему	3	4
57	за пределы	2	4
58	и к	5	4
59	так и	6	4
60	и на	6	4
61	уже не	3	4
62	от того	6	4
63	отношение к	3	4
64	как к	2	3
65	в них	4	3
66	в поэзии	5	3
67	по себе	21	3
68	в каком	3	3
69	и вообще	3	3
70	о том	11	3
71	и для	9	3
72	или не	2	3
73	ее и	2	3
74	имеет в	3	3
75	не к	2	3
76	из этого	5	3
77	и уже	2	3
78	ни в	9	3
79	все эти	7	3
80	в котором	5	3
81	бы то	3	3
82	и наконец	2	3
83	то ни	2	3
84	так же	29	3
85	в своей	6	3
86	мы не	15	3
87	конечно не	2	3
88	точка зрения	6	3
89	в себе	6	3
90	художественное произведение	16	3
91	нуждается в	3	3
92	еще не	2	3
93	все это	11	3
94	только на	7	3
95	когда он	11	3
96	и ее	4	3
97	между тем	6	3
98	и с	5	3
99	этой точки	7	3
100	бы мы	3	3
101	в творчестве	5	3
102	точек зрения	3	3
103	не менее	9	3
104	сих пор	8	3
105	с ним	2	3
106	до сих	8	3
107	отношении к	3	3
108	произведения и	2	3
109	и по	7	3
110	поэтического произведения	3	3
111	формы и	11	3
112	в такой	2	3
113	в художественном	9	3
114	самом деле	19	3
115	того что	15	3
116	тем не	6	3
117	художественном произведении	8	3
118	художественного творчества	6	3
119	и более	3	3
120	но и	12	3
121	ясно что	22	3
122	едва ли	5	2
123	в особенности	3	2
124	формы то	3	2
125	и то	4	2
126	мы в	3	2
127	тем как	2	2
128	в его	8	2
129	которые мы	4	2
130	имеет место	2	2
131	до конца	9	2
132	как форма	2	2
133	и здесь	3	2
134	произведение и	2	2
135	что в	39	2
136	к ним	4	2
137	не так	2	2
138	стороны и	3	2
139	в отношении	3	2
140	мы никогда	5	2
141	не есть	4	2
142	искусства и	24	2
143	ничего не	4	2
144	с его	3	2
145	и те	5	2
146	как не	2	2
147	что и	27	2
148	и все	8	2
149	там где	5	2
150	с точки	12	2
151	и содержания	2	2
152	содержания и	3	2
153	от всех	3	2
154	форма в	3	2
155	она не	6	2
156	тому же	4	2
157	в своем	3	2
158	на все	6	2
159	дело с	10	2
160	в зависимости	6	2
161	его к	2	2
162	но мы	3	2
163	с другими	2	2
164	независимо от	3	2
165	действия и	4	2
166	зависит от	2	2
167	не остается	2	2
168	мы имеем	7	2
169	и что	28	2
170	на примере	5	2
171	в то	8	2
172	себя и	3	2
173	те же	9	2
174	уже в	3	2
175	смысл и	2	2
176	с этой	8	2
177	в этих	6	2
178	одной стороны	7	2
179	форму и	4	2
180	и другие	5	2
181	но это	3	2
182	в настоящее	2	2
183	не поймем	2	2
184	он не	8	2
185	в какой	6	2
186	такой же	9	2
187	как только	3	2
188	точку зрения	3	2
189	как на	6	2
190	и потому	2	2
191	может стать	3	2
192	оно не	2	2
193	но не	5	2
194	как это	8	2
195	на это	2	2
196	если же	3	2
197	в себя	3	2
198	на один	2	2
199	мы можем	6	2
200	была бы	2	2
201	ни на	3	2
202	могут быть	15	2
203	совпадает с	4	2
204	в чем	5	2
205	настоящее время	2	2
206	и так	7	2
207	с одной	6	2
208	какой степени	2	2
209	относится к	4	2
210	к этому	5	2
211	нашего сознания	3	2
212	же самое	8	2
213	между ними	2	2
214	этих двух	4	2
215	и значение	2	2
216	что форма	5	2
217	тогда когда	7	2
218	от этой	2	2
219	но что	3	2
220	другой стороны	7	2
221	вместе с	10	2
222	на него	2	2
223	и совершенно	7	2
