N	2gram	Medvedev_V	slovoVRo
1	и в	26	92
2	в романе	4	89
3	и т	25	82
4	т п	9	72
5	в нем	7	59
6	может быть	23	59
7	и его	6	59
8	и не	20	51
9	не только	26	44
10	не может	17	41
11	но и	10	39
12	в этом	29	36
13	а не	7	34
14	во всех	7	32
15	так и	6	30
16	точки зрения	3	30
17	могут быть	8	29
18	и др	10	29
19	в пределах	5	29
20	в его	15	27
21	все это	13	25
22	как бы	5	24
23	то же	10	23
24	не в	6	21
25	вовсе не	3	21
26	в то	6	20
27	в процессе	17	20
28	прежде всего	13	19
29	или иной	2	18
30	как и	7	18
31	же время	5	18
32	все же	6	17
33	все эти	8	17
34	и даже	2	17
35	таким образом	32	17
36	в них	5	16
37	но в	2	16
38	со своим	3	15
39	так сказать	2	14
40	только в	8	14
41	это не	7	13
42	с его	4	13
43	в особенности	2	13
44	и для	2	13
45	с другой	11	13
46	в слове	3	13
47	никогда не	5	12
48	и потому	2	12
49	а в	3	12
50	или в	3	12
51	во всяком	2	12
52	и наконец	2	12
53	еще не	2	12
54	и к	3	12
55	в плане	5	11
56	один из	6	11
57	с ними	4	11
58	одной стороны	2	11
59	всех его	2	11
60	с одной	2	11
61	для него	9	11
62	все они	2	10
63	в своем	8	10
64	и их	3	10
65	в том	15	10
66	она не	3	10
67	в себе	6	10
68	с другими	2	10
69	всех этих	3	10
70	т д	16	10
71	лишь в	2	10
72	далеко не	3	10
73	может не	2	10
74	его в	3	9
75	и от	3	9
76	одним из	5	9
77	в основном	7	9
78	или менее	6	9
79	более или	6	9
80	в их	5	9
81	и мир	3	9
82	в своей	4	9
83	сказать что	5	9
84	одна из	4	9
85	но не	2	9
86	он не	2	9
87	не могут	10	8
88	человека и	3	8
89	п в	3	8
90	в зависимости	6	8
91	в ней	2	8
92	с этим	3	8
93	в значительной	3	8
94	зависимости от	5	8
95	человека в	2	8
96	в самом	4	8
97	всяком случае	2	8
98	перед нами	5	7
99	том что	8	7
100	его не	3	7
101	ту же	2	7
102	в целом	5	7
103	у тургенева	3	7
104	связи с	5	7
105	например в	3	7
106	у него	6	7
107	также и	2	7
108	жизни и	3	7
109	не было	7	7
110	и непосредственно	2	7
111	же и	3	7
112	даже в	5	6
113	которые в	2	6
114	и слова	2	6
115	роль в	4	6
116	на этом	2	6
117	единого и	2	6
118	бы и	6	6
119	например у	2	6
120	что в	11	6
121	большей или	3	6
122	или меньшей	3	6
123	в качестве	12	6
124	можно сказать	4	6
125	другой стороны	8	6
126	говорить о	2	6
127	стороны и	2	6
128	хотя бы	20	6
129	он в	2	6
130	именно в	3	6
131	по себе	2	6
132	в одном	5	6
133	мира и	3	6
134	между тем	6	6
135	слова не	2	5
136	в каждом	2	5
137	а как	2	5
138	меньшей степени	2	5
139	не менее	2	5
140	отношению к	7	5
141	а затем	2	5
142	и по	3	5
143	должен быть	4	5
144	хотя и	2	5
145	и при	5	5
146	по отношению	7	5
147	в результате	5	5
148	вне его	2	5
149	и может	2	5
150	этом отношении	14	5
151	не является	5	5
152	для того	3	5
153	должна быть	2	5
154	не с	2	5
155	они не	2	5
156	о том	10	5
157	к его	2	5
158	и сам	2	5
159	вместе с	8	5
160	в различных	2	4
161	так же	3	4
162	но как	3	4
163	образом в	3	4
164	и ее	4	4
165	и формы	2	4
166	в другом	2	4
167	что и	3	4
168	в виду	4	4
169	что он	4	4
170	том же	6	4
171	не всегда	2	4
172	данного автора	3	4
173	в частности	12	4
174	того что	3	4
175	мы видели	3	4
176	до сих	2	4
177	все его	2	4
178	даже и	3	4
179	в чем	2	4
180	что оно	3	4
181	тогда когда	2	4
182	не столько	2	4
183	точном смысле	2	4
184	того чтобы	3	4
185	же как	2	4
186	в точном	2	4
187	одной из	2	4
188	и дальше	2	4
189	в которой	2	4
190	и как	3	4
191	если бы	3	4
192	в известной	2	4
193	сих пор	2	4
194	формы и	2	4
195	к тому	5	4
196	от его	2	4
197	которая не	2	4
198	при всем	3	4
199	он может	2	4
200	из них	11	4
201	художественный образ	5	4
202	по существу	4	4
203	в большей	2	4
204	как раз	4	4
205	в системе	2	4
206	его от	2	3
207	у каждого	2	3
208	как это	12	3
209	тому что	7	3
210	не приходится	2	3
211	только с	2	3
212	говорит и	8	3
213	и социальной	2	3
214	смысле слова	2	3
215	идеологического творчества	2	3
216	отметить что	2	3
217	было бы	8	3
218	произведения как	6	3
219	к этому	9	3
220	того или	2	3
221	в сознании	4	3
222	из этих	7	3
223	этот процесс	3	3
224	должно быть	2	3
225	легко и	2	3
226	этого типа	3	3
227	отличается от	2	3
228	на него	2	3
229	в связи	4	3
230	ни с	2	3
231	в этой	4	3
232	из себя	2	3
233	произведения и	7	3
234	в форме	3	3
235	данного произведения	3	3
236	связана с	2	3
237	эти явления	2	2
238	можно утверждать	4	2
239	этого рода	2	2
240	могут не	2	2
241	вот что	12	2
242	и у	2	2
243	связанное с	2	2
244	и есть	5	2
245	от характера	2	2
246	это и	6	2
247	как он	3	2
248	не столь	3	2
249	у них	2	2
250	в другую	3	2
251	произведения не	2	2
252	то что	7	2
253	что все	4	2
254	только не	2	2
255	к ним	2	2
256	произведения в	7	2
257	мы наблюдаем	2	2
258	в образе	2	2
259	у пушкина	2	2
260	этой точки	2	2
261	между ними	3	2
262	что не	3	2
263	для них	2	2
264	в ее	4	2
265	что они	3	2
266	во всей	2	2
267	как от	2	2
268	пародия на	2	2
269	того как	2	2
270	да и	2	2
271	до нас	2	2
272	на данном	3	2
273	как например	2	2
274	утверждать что	5	2
275	можно было	2	2
276	как особый	2	2
277	что она	2	2
278	из своих	2	2
279	тургенева и	2	2
280	же в	7	2
281	в последнем	2	2
282	всего произведения	4	2
283	в области	2	2
284	об этом	9	2
285	его художественного	2	2
286	как о	3	2
287	в жизни	2	2
288	у нас	3	2
289	иметь в	2	2
290	как у	2	2
291	в течение	2	2
292	действующих лиц	5	2
293	заключается в	2	2
294	образе и	3	2
295	остановимся на	2	2
296	как известно	2	2
297	нет и	3	2
298	в самых	2	2
299	на то	2	2
300	что для	4	2
301	такое понимание	2	2
302	в котором	3	2
303	из его	4	2
304	в своих	2	2
305	в сфере	2	2
306	приводит к	6	2
307	главным образом	7	2
308	момент в	3	2
309	на язык	2	2
310	включен в	2	2
311	только о	2	2
312	персонажей и	2	2
313	них не	4	2
314	плана в	2	2
315	подчеркнуть что	2	2
