N	2gram	Bakhtin_Pr	Vladivir
1	и в	83	116
2	то что	14	71
3	и не	41	67
4	в году	2	65
5	не только	14	65
6	у него	5	65
7	в этом	24	53
8	в том	22	52
9	том что	9	51
10	что в	5	48
11	но и	16	47
12	в конце	5	41
13	в его	15	40
14	и с	10	39
15	то есть	86	37
16	сказать что	12	36
17	и даже	5	36
18	также и	5	36
19	потому что	9	33
20	еще и	4	32
21	что он	6	32
22	не может	18	31
23	о том	3	30
24	только в	10	30
25	никогда не	10	29
26	как мы	12	29
27	вовсе не	12	27
28	а в	4	27
29	не было	5	26
30	в то	8	25
31	но в	12	25
32	в себе	10	25
33	и то	2	25
34	и его	13	25
35	даже и	3	24
36	а также	4	24
37	точки зрения	17	23
38	может быть	23	23
39	он не	5	23
40	так как	12	22
41	кроме того	6	22
42	об этом	3	22
43	ни в	4	22
44	в своей	5	21
45	вместе с	5	21
46	в своем	2	20
47	прежде всего	20	20
48	и что	3	20
49	и потому	6	19
50	и вообще	3	19
51	так и	9	19
52	не менее	4	19
53	как раз	6	19
54	в дальнейшем	8	19
55	таким образом	9	19
56	тем не	2	19
57	не в	10	18
58	не был	3	18
59	как это	2	18
60	как и	13	18
61	хотя и	10	18
62	с его	4	18
63	что и	4	17
64	в этой	3	17
65	то это	4	17
66	у нас	2	17
67	а не	19	17
68	и если	4	17
69	уже не	5	16
70	все же	3	16
71	было бы	6	16
72	к тому	2	16
73	и все	14	16
74	в котором	8	16
75	до конца	3	15
76	в связи	2	15
77	но это	7	15
78	к этому	5	15
79	это было	3	15
80	несмотря на	3	15
81	то же	10	15
82	в своих	4	15
83	и к	13	15
84	того же	5	14
85	уже в	3	14
86	все эти	9	14
87	его жизни	2	14
88	и на	27	14
89	раз и	2	14
90	мы уже	9	14
91	так же	4	13
92	можно сказать	12	13
93	да и	3	13
94	и от	4	13
95	что это	2	13
96	в результате	2	13
97	дело в	3	13
98	жизни и	13	13
99	во всем	5	13
100	и у	8	12
101	только на	3	12
102	ничего не	8	12
103	в нем	21	12
104	и по	5	12
105	во всяком	2	12
106	и это	3	12
107	по себе	3	12
108	в отношении	3	11
109	мы должны	4	11
110	всякого рода	3	11
111	или менее	3	11
112	и о	3	11
113	я не	6	11
114	при этом	6	11
115	все это	11	11
116	хотя бы	6	11
117	в которой	2	11
118	и здесь	4	11
119	на то	2	11
120	более или	3	11
121	тому же	3	11
122	вот что	2	10
123	даже в	3	10
124	о нем	2	10
125	к нему	3	10
126	в ней	8	10
127	которую он	3	10
128	что все	3	10
129	в истории	4	10
130	можно было	2	10
131	еще не	10	10
132	но не	9	10
133	в самом	7	10
134	он и	2	10
135	с точки	13	10
136	здесь не	5	10
137	с ним	3	10
138	это не	10	9
139	но как	2	9
140	о чем	2	9
141	и притом	2	9
142	смысле слова	2	9
143	а только	2	9
144	своей жизни	3	9
145	в целом	3	9
146	в начале	2	9
147	по существу	7	9
148	с этим	3	9
149	что касается	2	9
150	с другой	4	9
151	именно в	3	9
152	этом смысле	5	9
153	что мы	2	9
154	же время	8	9
155	мы будем	3	9
156	но он	3	9
157	свое время	4	8
158	отношение к	14	8
