N	2gram	Bakhtin_Fr	Komedia
1	и в	67	77
2	и не	23	47
3	в том	16	44
4	том что	13	42
5	в г	2	33
6	о том	8	33
7	но и	23	32
8	может быть	4	30
9	таким образом	20	29
10	из них	5	29
11	в то	17	28
12	и его	19	28
13	в этом	27	27
14	потому что	8	27
15	что он	7	26
16	к тому	4	26
17	не только	23	25
18	тому же	5	25
19	вместе с	5	25
20	так как	16	24
21	как и	19	23
22	в доме	4	23
23	ни в	5	23
24	что в	14	23
25	что и	8	22
26	если бы	2	22
27	в самом	7	22
28	в конце	12	21
29	так и	14	21
30	а в	4	21
31	то же	18	21
32	в его	17	20
33	по адресу	2	19
34	во время	15	19
35	к этому	4	19
36	в этой	13	18
37	тем что	3	17
38	еще не	5	17
39	и здесь	6	17
40	в нем	20	17
41	же время	14	17
42	все же	7	16
43	у него	4	16
44	не менее	4	16
45	при этом	5	16
46	тот же	4	16
47	до нас	4	16
48	и сам	2	16
49	сих пор	3	16
50	он не	9	16
51	до сих	3	16
52	его в	10	15
53	в своем	13	15
54	не в	8	15
55	точки зрения	7	15
56	между тем	3	15
57	прежде всего	19	15
58	один из	6	15
59	было бы	5	15
60	и на	12	15
61	к нему	5	14
62	все это	15	14
63	об этом	5	14
64	на протяжении	2	14
65	и с	18	14
66	о чем	5	13
67	то что	9	13
68	самом деле	6	13
69	но в	20	13
70	того же	6	13
71	в них	12	13
72	того чтобы	9	13
73	что она	4	13
74	мы можем	5	13
75	в одном	7	13
76	как раз	5	13
77	так же	13	12
78	с другой	3	12
79	для того	8	12
80	как это	5	12
81	несмотря на	3	12
82	в качестве	5	12
83	в истории	2	12
84	хотя и	6	12
85	в начале	2	12
86	не может	9	12
87	как в	4	12
88	но не	6	12
89	в котором	3	12
90	нового времени	6	12
91	в их	4	11
92	в частности	4	11
93	с тем	3	11
94	как мы	16	11
95	то время	4	11
96	к ней	2	11
97	и даже	6	11
98	на этот	4	11
99	и для	4	11
100	с ним	6	11
101	в отношении	2	10
102	в целом	2	10
103	ничего не	5	10
104	одной из	6	10
105	и все	18	10
106	в чем	6	10
107	на его	2	10
108	мы не	6	10
109	он был	8	10
110	с его	11	10
111	тут же	2	10
112	с этим	6	10
113	тем более	3	10
114	на него	2	10
115	с одной	2	10
116	как бы	18	10
117	еще в	3	10
118	и что	3	10
119	отличие от	3	9
120	одной стороны	2	9
121	в образе	9	9
122	и по	3	9
123	из его	2	9
124	в своей	6	9
125	а также	4	9
126	независимо от	3	9
127	больше чем	2	9
128	но все	2	9
129	все что	3	9
130	вовсе не	19	9
131	говорить о	5	9
132	только в	6	9
133	в ней	10	9
134	и ее	2	8
135	и других	2	8
136	как он	3	8
137	по своему	5	8
138	с самого	3	8
139	место в	3	8
140	войны и	2	8
141	а затем	7	8
142	связи с	7	8
143	да и	2	8
144	по поводу	5	8
145	другой стороны	2	8
146	можно было	5	8
147	бы в	5	8
148	в течение	3	8
149	что у	2	8
150	г в	2	8
151	в которых	3	8
152	не было	3	8
153	во всех	20	8
154	до конца	2	7
155	в себе	3	7
156	и поэтому	2	7
157	в другом	4	7
158	и у	7	7
159	это время	2	7
160	и к	7	7
161	самого начала	3	7
162	и о	8	7
163	в других	2	7
164	и это	5	7
165	и во	4	7
166	в связи	5	7
167	что они	3	7
168	если в	3	7
169	из этих	4	7
170	хотя бы	2	7
171	в результате	5	7
172	целый ряд	2	7
173	и вот	4	7
174	в народном	3	7
175	и тот	2	7
176	не имеет	4	7
177	даже в	5	6
178	в наиболее	3	6
