N	3gram	Propp_Isto	Myshleni
1	в том что	6	133
2	по отношению к	6	42
3	с одной стороны	7	39
4	так же как	6	39
5	с самого начала	4	36
6	друг с другом	3	35
7	то же самое	3	31
8	можно было бы	5	28
9	в этом случае	3	27
10	с другой стороны	7	26
11	вместе с тем	7	26
12	о том что	5	25
13	на то что	5	25
14	не может быть	8	23
15	в то время	3	22
16	в зависимости от	3	22
17	то время как	3	20
18	в отличие от	3	18
19	до сих пор	11	17
20	в связи с	5	17
21	на этот вопрос	2	14
22	мы видели что	3	14
23	подобно тому как	3	14
24	потому что он	2	14
25	точно так же	8	13
26	в другом месте	2	13
27	тем не менее	7	12
28	и тот же	2	12
29	один и тот	2	12
30	мы не можем	3	11
31	вместо того чтобы	2	10
32	то что в	2	10
33	на самом деле	2	9
34	само по себе	2	9
35	более или менее	5	9
36	с тем что	3	9
37	что он не	4	8
38	о том как	2	7
39	вопрос о том	2	7
40	же самое что	2	7
41	и вместе с	2	7
42	по этому поводу	2	7
43	мы обратимся к	2	6
44	не что иное	3	6
45	что иное как	3	6
46	если бы мы	2	6
47	мы нашли что	2	5
48	мы знаем что	7	5
49	но все же	7	5
50	тот момент когда	3	5
51	мы должны были	2	5
52	таким образом мы	3	5
53	том что они	3	5
54	как мы увидим	2	5
55	так как в	2	5
56	не только в	5	5
57	есть не что	2	4
58	после того как	2	4
59	мы увидим что	8	4
60	но и в	4	4
61	должны были бы	2	4
62	но так как	2	4
63	влечет за собой	2	4
64	мы должны будем	4	4
65	в тот момент	3	4
66	мы видим что	12	4
67	здесь мы видим	2	3
68	бы то ни	2	3
69	на первых порах	2	3
70	тем что они	2	3
71	так например в	5	3
72	так как оно	2	3
73	то ни было	2	3
74	того как он	2	3
75	связаны друг с	2	3
76	надо сказать что	4	3
77	оно может быть	2	3
78	мы имеем в	4	3
79	а не на	2	3
80	то что она	2	3
81	это не может	2	3
82	эту точку зрения	2	3
83	дело в том	3	3
84	все же не	2	2
85	уже видели что	2	2
86	с того что	3	2
87	в этих случаях	10	2
88	если это так	2	2
89	и должен быть	2	2
90	не то же	4	2
91	мы увидим ниже	5	2
92	в большинстве случаев	4	2
93	здесь мы имеем	2	2
94	что мы имеем	3	2
95	за то что	2	2
96	знаем что в	2	2
97	начинается с того	2	2
98	и только после	2	2
99	мы уже видели	4	2
