N	2gram	Bakhtin_Pr	VeschiIm
1	не есть	2	79
2	и не	66	57
3	не только	26	48
4	то что	21	48
5	не может	31	46
6	и в	59	45
7	и есть	6	40
8	может быть	38	39
9	а не	30	37
10	что я	2	26
11	потому что	20	25
12	было бы	10	24
13	в себе	9	23
14	что она	6	23
15	по себе	13	23
16	только в	15	23
17	сказать что	9	22
18	и что	2	22
19	в смысле	4	22
20	и следовательно	7	20
21	как бы	40	20
22	и ее	5	19
23	но и	22	19
24	что же	5	19
25	есть только	5	18
26	все же	9	18
27	в этом	40	18
28	есть не	3	17
29	и это	5	17
30	прежде всего	17	17
31	так как	11	17
32	что мы	2	17
33	того что	4	16
34	таким образом	22	16
35	как раз	9	16
36	в том	17	15
37	как и	21	15
38	в ней	8	15
39	уже не	14	15
40	не в	10	14
41	но это	7	14
42	том что	15	13
43	а и	2	13
44	есть и	2	13
45	это и	10	13
46	и для	5	13
47	в самом	19	13
48	то ни	3	13
49	в себя	3	13
50	ничего не	8	12
51	совершенно не	2	12
52	смысл и	2	12
53	что в	14	12
54	точки зрения	36	12
55	что и	10	12
56	что они	3	12
57	есть то	4	12
58	и как	10	12
59	то же	15	12
60	ни было	4	12
61	еще не	11	12
62	и даже	4	12
63	о том	5	12
64	и с	10	12
65	есть нечто	2	12
66	не значит	4	12
67	бы то	3	12
68	в то	15	11
69	не менее	3	11
70	что не	6	11
71	вовсе не	13	11
72	себя в	5	11
73	и их	7	11
74	и пр	3	11
75	ни в	5	11
76	и только	2	11
77	крайней мере	3	10
78	в чем	2	10
79	что оно	2	10
80	с ее	5	10
81	по крайней	3	10
82	это не	13	9
83	нисколько не	2	9
84	со стороны	6	9
85	так что	3	9
86	в своем	12	9
87	то и	2	9
88	она не	9	9
89	другими словами	2	9
90	бы и	6	9
91	должно быть	4	9
92	хотя бы	5	9
93	бы в	7	9
94	в результате	6	9
95	я и	2	9
96	у нас	2	9
97	но не	13	9
98	говорить о	3	9
99	и его	21	9
100	с ним	13	9
101	в отношении	3	8
102	его в	6	8
103	и потому	9	8
104	что он	16	8
105	но в	7	8
106	в ее	4	8
107	мы не	3	8
108	себя и	4	8
109	все это	12	8
110	должна быть	4	8
111	можно сказать	3	8
112	что значит	2	8
113	по сравнению	2	8
114	с другими	11	8
115	мы имеем	2	8
116	отличается от	3	8
117	в свете	4	8
118	если бы	12	8
119	для него	23	8
120	с другой	3	8
121	тут не	2	8
122	со своим	4	8
123	не потому	4	7
124	от того	4	7
125	и тем	2	7
126	из них	8	7
127	самом деле	9	7
128	а в	9	7
129	все эти	12	7
130	в сущности	11	7
131	я не	7	7
132	относится к	2	7
133	никак не	3	7
134	или не	2	7
135	сама по	3	7
136	слова и	2	7
137	тем что	5	7
138	ни на	2	7
139	оно не	2	7
140	сравнению с	2	7
141	никогда не	19	6
142	в каком	2	6
143	вопрос о	4	6
144	как же	5	6
145	для себя	5	6
146	и все	4	6
147	в нем	38	6
148	между ними	4	6
149	и до	5	6
150	в своей	17	6
151	как мы	10	6
152	одна из	4	6
153	в данном	3	6
154	можно было	5	6
155	все равно	3	6
156	быть только	3	6
157	на почве	5	6
158	в сфере	4	6
159	этот вопрос	3	6
160	их в	8	6
161	несмотря на	7	6
162	в той	9	6
163	жизни и	21	6
164	с собою	3	6
165	с точки	21	6
166	как только	2	6
167	в одном	14	6
168	да и	3	5
169	мы должны	6	5
170	как к	3	5
171	ничем не	2	5
172	имеет смысл	2	5
173	вместе с	2	5
174	как это	2	5
175	на себе	2	5
176	точка зрения	14	5
177	даже и	2	5
178	тогда когда	2	5
179	один из	4	5
180	на себя	3	5
181	мы видим	5	5
182	в его	44	5
183	со всем	2	5
184	а есть	3	5
185	для этого	4	5
186	на это	2	5
187	в чисто	2	5
188	же это	2	5
189	во всех	8	5
190	в которой	6	5
191	мысли и	5	5
192	об этом	4	5
193	и здесь	5	5
194	кроме того	3	5
195	ее с	3	5
196	или как	5	5
197	понять и	3	5
198	в жизни	7	5
199	нет и	4	5
200	подобно тому	5	5
201	что у	5	5
202	что для	4	5
203	все что	6	5
204	как можно	3	5
205	в настоящем	4	5
206	как она	2	5
207	тому как	5	5
208	если же	3	5
209	чем же	2	5
210	о них	2	4
211	так же	10	4
212	и притом	3	4
213	к себе	2	4
214	в конце	9	4
215	отношение к	4	4
216	и у	6	4
217	что именно	2	4
218	в их	5	4
219	так и	13	4
220	который мы	2	4
221	что все	5	4
222	и оно	2	4
223	в этой	5	4
224	то время	3	4
225	этой точки	3	4
226	так чтобы	3	4
227	переходит в	2	4
228	его на	2	4
229	того чтобы	5	4
230	не было	5	4
231	тот же	4	4
232	социальной действительности	2	4
233	во всяком	5	4
234	с ними	3	4
235	в основе	6	4
236	и от	3	4
237	ее как	3	4
238	само по	4	4
239	с этим	2	4
240	есть в	10	4
241	только то	3	4
242	и эта	3	4
243	и еще	2	4
244	с самим	3	4
245	мы можем	3	4
246	на него	4	4
247	себя самого	5	4
248	в особенности	2	4
249	и вот	4	4
250	его и	4	4
251	и о	5	4
252	но только	3	4
253	отношении к	3	4
254	и более	2	4
255	она является	2	4
256	время как	2	4
257	в котором	6	4
258	точке зрения	5	4
