N	2gram	Vygotskiy_	EvropaiE
1	и в	55	37
2	в отношении	3	32
3	точки зрения	32	23
4	что в	39	21
5	не только	25	18
6	с точки	12	17
7	в то	8	16
8	отношении к	3	15
9	хотя бы	4	15
10	то же	17	15
11	в своем	3	14
12	но в	5	14
13	но и	12	14
14	и не	24	14
15	же время	2	14
16	в качестве	3	14
17	в этом	21	12
18	в том	55	11
19	в их	4	11
20	в области	12	11
21	так и	6	10
22	с и	17	10
23	т е	3	9
24	так же	29	9
25	в смысле	3	9
26	не может	30	9
27	отнюдь не	11	9
28	в себе	6	9
29	прежде всего	5	9
30	только в	18	9
31	одной стороны	7	8
32	между тем	6	8
33	в ее	7	8
34	думать что	3	8
35	было бы	14	8
36	в своей	6	8
37	с одной	6	8
38	к тому	8	8
39	по своему	2	7
40	также и	2	7
41	с другой	7	7
42	как и	25	7
43	так как	28	7
44	того что	15	7
45	том что	30	6
46	вслед за	10	6
47	во всех	4	6
48	то есть	44	6
49	и даже	11	6
50	может быть	35	6
51	и на	6	6
52	стороны и	3	6
53	с этой	8	6
54	того чтобы	13	6
55	для того	12	6
56	на то	17	6
57	то что	47	6
58	как бы	11	6
59	вовсе не	7	6
60	к которым	4	5
61	но не	5	5
62	тем самым	2	5
63	и по	7	5
64	и потому	2	5
65	столь же	6	5
66	но если	2	5
67	этой точки	7	5
68	в той	2	5
69	как мы	2	5
70	со стороны	5	5
71	не в	19	5
72	в частности	6	5
73	же как	8	5
74	даже в	2	4
75	сказать что	12	4
76	в каком	3	4
77	вопрос о	3	4
78	не имеет	3	4
79	само по	8	4
80	можно сказать	2	4
81	то в	2	4
82	независимо от	3	4
83	в процессе	7	4
84	в самом	18	4
85	но даже	4	4
86	мы не	15	4
87	в ней	3	4
88	для нас	5	4
89	по себе	21	4
90	несмотря на	8	4
91	ни было	2	4
92	не на	2	4
93	как это	8	4
94	то ни	2	4
95	того или	2	4
96	бы то	3	4
97	чем в	2	4
98	никогда не	13	3
99	с тем	11	3
100	и от	4	3
101	и для	9	3
102	ни на	3	3
103	и только	5	3
104	из всех	4	3
105	о том	11	3
106	очевидно что	7	3
107	к ним	4	3
108	ли это	3	3
109	идет о	2	3
110	в общем	2	3
111	того же	3	3
112	время в	2	3
113	в которых	5	3
114	ту или	2	3
115	когда он	11	3
116	можно было	4	3
117	этом смысле	3	3
118	бы и	5	3
119	бы ни	2	3
120	в свою	3	3
121	и к	5	3
122	в результате	4	3
123	мы можем	6	3
124	уже и	2	3
125	не будет	4	3
126	из них	4	3
127	в известном	2	3
128	во все	2	3
129	в них	4	3
130	можно ли	2	3
131	всяком случае	7	3
132	мы видели	2	3
133	что и	27	3
134	отметить что	2	3
135	там где	5	3
136	и мы	6	3
137	и тем	5	3
138	не дает	3	3
139	тем что	7	3
140	говорит о	4	3
141	этом отношении	7	3
142	не является	5	3
143	на долю	2	3
144	потому что	27	3
145	себе не	4	3
146	она в	2	3
147	в таком	5	3
148	в психологии	13	3
149	представляет собой	2	3
150	в применении	2	3
151	заключает в	3	3
152	как в	17	3
153	как на	6	3
154	применении к	2	3
155	во всяком	9	3
156	дело в	2	3
157	есть в	7	2
158	именно потому	3	2
159	для понимания	2	2
160	и если	4	2
161	представление о	6	2
162	на этот	2	2
163	если в	2	2
164	в его	8	2
165	в известных	3	2
166	не есть	4	2
167	и этот	3	2
168	что это	12	2
169	к нулю	2	2
170	при помощи	27	2
171	и то	4	2
172	совершенно очевидно	3	2
173	что если	7	2
174	утверждать что	9	2
175	к нему	3	2
176	не могут	6	2
177	она не	6	2
178	а в	10	2
179	с этим	7	2
180	из того	2	2
181	мы должны	4	2
182	с другими	2	2
183	и сейчас	4	2
184	в котором	5	2
185	тому чтобы	3	2
186	заметить что	3	2
187	но как	4	2
188	как оно	2	2
189	далеко не	7	2
190	в своих	12	2
191	с в	4	2
192	поскольку он	2	2
193	и поэтому	3	2
194	и с	5	2
195	бы в	3	2
196	этот вопрос	2	2
197	в другой	3	2
198	что на	4	2
199	могут быть	15	2
200	по преимуществу	2	2
201	совершенно прав	2	2
202	другой стороны	7	2
203	есть ли	2	2
204	что все	10	2
205	между ними	2	2
206	тогда когда	7	2
207	в одном	4	2
208	и ту	2	2
209	и как	9	2
210	не можем	3	2
211	что же	4	2
212	целый ряд	12	2
213	есть не	6	2
214	поскольку она	2	2
215	если бы	10	2
216	которое в	2	2
217	которого мы	2	2
218	ее от	4	2
219	иначе говоря	6	2
220	в этих	6	2
221	жизни и	5	2
222	в силу	4	2
223	еще более	2	2
224	и теперь	2	2
225	именно к	2	2
226	как не	2	2
227	в других	3	2
228	а не	18	2
229	и других	4	2
230	с а	2	2
231	в масштабе	2	2
232	мы видим	8	2
233	и что	28	2
234	и во	3	2
235	и наконец	2	2
236	имеет в	3	2
237	свою очередь	3	2
238	точка зрения	6	2
239	одном из	2	2
240	подходит к	2	2
241	и все	8	2
242	или в	2	2
243	к природе	2	2
244	наряду с	3	2
245	по сравнению	3	2
246	таким образом	38	2
247	он не	8	2
248	как будто	10	2
249	такой же	9	2
250	на основании	7	2
251	главным образом	3	2
252	сравнению с	3	2
253	что эти	3	2
254	не к	2	2
255	в этой	5	2
256	не означает	2	2
257	и таким	4	2
258	хотя и	3	2
259	в какой	6	2
260	должна быть	3	2
261	вместе с	10	2
262	заключается в	15	2
263	на основе	2	2
264	и более	3	2
265	имеет место	2	2
